"Sector","Year","DemandTWh","Zone","Scenario"
"Commercial",2046,119.451446533203,"SERC Reliability Corporation / East","Counterfactual Baseline case"
"Industrial",2046,58.312572479248,"SERC Reliability Corporation / East","Counterfactual Baseline case"
"Transportation",2046,0.254127472639084,"SERC Reliability Corporation / East","Counterfactual Baseline case"
"Residential",2047,116.332893371582,"SERC Reliability Corporation / East","Counterfactual Baseline case"
"Commercial",2047,121.252395629883,"SERC Reliability Corporation / East","Counterfactual Baseline case"
"Industrial",2047,58.8475189208984,"SERC Reliability Corporation / East","Counterfactual Baseline case"
"Transportation",2047,0.254328697919846,"SERC Reliability Corporation / East","Counterfactual Baseline case"
"Residential",2048,117.143829345703,"SERC Reliability Corporation / East","Counterfactual Baseline case"
"Commercial",2048,122.916664123535,"SERC Reliability Corporation / East","Counterfactual Baseline case"
"Industrial",2048,59.340705871582,"SERC Reliability Corporation / East","Counterfactual Baseline case"
"Transportation",2048,0.254448235034943,"SERC Reliability Corporation / East","Counterfactual Baseline case"
"Residential",2049,117.877807617188,"SERC Reliability Corporation / East","Counterfactual Baseline case"
"Commercial",2049,124.415351867676,"SERC Reliability Corporation / East","Counterfactual Baseline case"
"Industrial",2049,59.7522354125977,"SERC Reliability Corporation / East","Counterfactual Baseline case"
"Transportation",2049,0.254795432090759,"SERC Reliability Corporation / East","Counterfactual Baseline case"
"Residential",2050,118.552597045898,"SERC Reliability Corporation / East","Counterfactual Baseline case"
"Commercial",2050,125.855041503906,"SERC Reliability Corporation / East","Counterfactual Baseline case"
"Industrial",2050,60.1946983337402,"SERC Reliability Corporation / East","Counterfactual Baseline case"
"Transportation",2050,0.255996406078339,"SERC Reliability Corporation / East","Counterfactual Baseline case"
"Residential",2025,94.6643371582031,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Commercial",2025,74.0874557495117,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Industrial",2025,60.5773391723633,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Transportation",2025,0.145483270287514,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Residential",2026,94.2156600952148,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Commercial",2026,75.0232620239258,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Industrial",2026,62.9278869628906,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Transportation",2026,0.153026640415192,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Residential",2027,92.5734558105469,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Commercial",2027,76.4046936035156,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Industrial",2027,63.164924621582,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Transportation",2027,0.158547624945641,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Residential",2028,93.713249206543,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Commercial",2028,77.8116683959961,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Industrial",2028,62.8407745361328,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Transportation",2028,0.162901654839516,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Residential",2029,94.5690994262695,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Commercial",2029,79.1979141235352,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Industrial",2029,62.5843734741211,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Transportation",2029,0.165970146656036,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Residential",2030,95.1890487670898,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Commercial",2030,80.4123764038086,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Industrial",2030,62.7275238037109,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Transportation",2030,0.16795252263546,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Residential",2031,95.6808853149414,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Commercial",2031,81.6678161621094,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Industrial",2031,62.8606262207031,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Transportation",2031,0.169022306799889,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Residential",2032,96.3653564453125,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Commercial",2032,83.2797241210938,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Industrial",2032,62.9398536682129,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Transportation",2032,0.16948638856411,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Residential",2033,97.2990036010742,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Commercial",2033,85.1370468139648,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Industrial",2033,63.1498947143555,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Transportation",2033,0.169479206204414,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Residential",2034,98.5063018798828,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Commercial",2034,87.2434844970703,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Industrial",2034,63.6417541503906,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Transportation",2034,0.169037342071533,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Residential",2035,99.8763961791992,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Commercial",2035,89.4374694824219,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Industrial",2035,64.2211151123047,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Transportation",2035,0.168600305914879,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Residential",2036,101.243270874023,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Commercial",2036,91.6237030029297,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Industrial",2036,64.9776840209961,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Transportation",2036,0.171066239476204,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Residential",2037,102.527206420898,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Commercial",2037,93.7578659057617,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Industrial",2037,65.7761611938477,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Transportation",2037,0.172465801239014,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Residential",2038,103.705070495605,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Commercial",2038,95.7721633911133,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Industrial",2038,66.4379119873047,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Transportation",2038,0.173541396856308,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Residential",2039,104.78003692627,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Commercial",2039,97.6726837158203,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Industrial",2039,67.208381652832,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Transportation",2039,0.173689901828766,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Residential",2040,105.658905029297,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Commercial",2040,99.5448608398438,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Industrial",2040,68.0117568969727,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Transportation",2040,0.174909666180611,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Residential",2041,106.582206726074,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Commercial",2041,101.428092956543,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Industrial",2041,68.7225341796875,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Transportation",2041,0.175851002335548,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Residential",2042,107.549255371094,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Commercial",2042,103.277214050293,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Industrial",2042,69.2776107788086,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Transportation",2042,0.177211880683899,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Residential",2043,108.485412597656,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Commercial",2043,105.034606933594,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Industrial",2043,69.7085037231445,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Transportation",2043,0.177227944135666,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Residential",2044,109.343818664551,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Commercial",2044,106.740661621094,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Industrial",2044,70.137809753418,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Transportation",2044,0.178028255701065,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Residential",2045,110.156181335449,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Commercial",2045,108.427703857422,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Industrial",2045,70.7352828979492,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Transportation",2045,0.17846155166626,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Residential",2046,110.967727661133,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Commercial",2046,109.960098266602,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Industrial",2046,71.3703384399414,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Transportation",2046,0.178630113601685,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Residential",2047,111.717025756836,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Commercial",2047,111.410057067871,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Industrial",2047,72.0256576538086,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Transportation",2047,0.178775161504746,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Residential",2048,112.413314819336,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Commercial",2048,112.739204406738,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Industrial",2048,72.6191940307617,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Transportation",2048,0.178863048553467,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Residential",2049,113.038116455078,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Commercial",2049,113.928100585938,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Industrial",2049,73.1313781738281,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Transportation",2049,0.179110005497932,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Residential",2050,113.62198638916,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Commercial",2050,115.082015991211,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Industrial",2050,73.6489868164062,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Transportation",2050,0.179953455924988,"SERC Reliability Corporation / Southeastern","Counterfactual Baseline case"
"Residential",2025,73.3328323364258,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Commercial",2025,60.8207015991211,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Industrial",2025,54.2201538085938,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Transportation",2025,0.00450695585459471,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Residential",2026,72.6887588500977,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Commercial",2026,60.735538482666,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Industrial",2026,56.2942314147949,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Transportation",2026,0.00463985418900847,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Residential",2027,70.4838256835938,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Commercial",2027,61.7776336669922,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Industrial",2027,57.0710678100586,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Transportation",2027,0.00474142050370574,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Residential",2028,71.091552734375,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Commercial",2028,62.5403861999512,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Industrial",2028,56.7842063903809,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Transportation",2028,0.00482586678117514,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Residential",2029,71.2074279785156,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Commercial",2029,62.9958305358887,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Industrial",2029,56.548698425293,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Transportation",2029,0.00489158742129803,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Residential",2030,70.9945755004883,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Commercial",2030,63.2452125549316,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Industrial",2030,56.6741371154785,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Transportation",2030,0.00494060479104519,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Residential",2031,70.6878890991211,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Commercial",2031,63.6408729553223,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Industrial",2031,56.7316856384277,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Transportation",2031,0.0049754804931581,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Residential",2032,70.4399032592773,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Commercial",2032,64.2063217163086,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Industrial",2032,56.7818145751953,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Transportation",2032,0.00500033190473914,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Residential",2033,70.4224624633789,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Commercial",2033,65.1190490722656,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Industrial",2033,56.9427146911621,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Transportation",2033,0.0050169532187283,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Residential",2034,70.6941299438477,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Commercial",2034,66.2096557617188,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Industrial",2034,57.3909568786621,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Transportation",2034,0.00502599636092782,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Residential",2035,71.1399154663086,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Commercial",2035,67.3506317138672,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Industrial",2035,57.8764953613281,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Transportation",2035,0.00503422878682613,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Residential",2036,71.6546096801758,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Commercial",2036,68.505989074707,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Industrial",2036,58.5513305664062,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Transportation",2036,0.00508521497249603,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Residential",2037,72.1581878662109,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Commercial",2037,69.5698776245117,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Industrial",2037,59.2530250549316,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Transportation",2037,0.005119354929775,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Residential",2038,72.6062469482422,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Commercial",2038,70.4961013793945,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Industrial",2038,59.8132667541504,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Transportation",2038,0.00514857284724712,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Residential",2039,72.9297866821289,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Commercial",2039,71.1100006103516,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Industrial",2039,60.4884185791016,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Transportation",2039,0.00516268843784928,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Residential",2040,73.1855087280273,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Commercial",2040,71.8310012817383,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Industrial",2040,61.1808967590332,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Transportation",2040,0.00519254710525274,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Residential",2041,73.5631942749023,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Commercial",2041,72.6091995239258,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Industrial",2041,61.7981033325195,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Transportation",2041,0.00521847791969776,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Residential",2042,74.0380096435547,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Commercial",2042,73.4034881591797,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Industrial",2042,62.2667350769043,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Transportation",2042,0.00525048142299056,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Residential",2043,74.5079803466797,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Commercial",2043,74.1159362792969,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Industrial",2043,62.6546745300293,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Transportation",2043,0.005262007471174,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Residential",2044,74.9306106567383,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Commercial",2044,74.7802276611328,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Industrial",2044,63.032356262207,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Transportation",2044,0.00528528448194265,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Residential",2045,75.2747955322266,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Commercial",2045,75.3918151855469,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Industrial",2045,63.5607414245605,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Transportation",2045,0.00530288275331259,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Residential",2046,75.6355133056641,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Commercial",2046,75.9117736816406,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Industrial",2046,64.1078262329102,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Transportation",2046,0.00531632360070944,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Residential",2047,76.0124588012695,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Commercial",2047,76.4129257202148,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Industrial",2047,64.6970596313477,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Transportation",2047,0.00532928481698036,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Residential",2048,76.3358001708984,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Commercial",2048,76.8426895141602,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Industrial",2048,65.2197875976562,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Transportation",2048,0.0053412807174027,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Residential",2049,76.614875793457,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Commercial",2049,77.2049102783203,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Industrial",2049,65.6886291503906,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Transportation",2049,0.00535561610013247,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Residential",2050,76.895149230957,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Commercial",2050,77.589485168457,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Industrial",2050,66.1288757324219,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Transportation",2050,0.00537896016612649,"SERC Reliability Corporation / Central","Counterfactual Baseline case"
"Residential",2025,44.1908264160156,"Southwest Power Pool / South","Counterfactual Baseline case"
"Commercial",2025,43.6716156005859,"Southwest Power Pool / South","Counterfactual Baseline case"
"Industrial",2025,52.3905563354492,"Southwest Power Pool / South","Counterfactual Baseline case"
"Transportation",2025,0.0344150923192501,"Southwest Power Pool / South","Counterfactual Baseline case"
"Residential",2026,44.5798950195312,"Southwest Power Pool / South","Counterfactual Baseline case"
"Commercial",2026,50.4948577880859,"Southwest Power Pool / South","Counterfactual Baseline case"
"Industrial",2026,54.339298248291,"Southwest Power Pool / South","Counterfactual Baseline case"
"Transportation",2026,0.0369384773075581,"Southwest Power Pool / South","Counterfactual Baseline case"
"Residential",2027,44.5711708068848,"Southwest Power Pool / South","Counterfactual Baseline case"
"Commercial",2027,51.1450653076172,"Southwest Power Pool / South","Counterfactual Baseline case"
"Industrial",2027,53.7335662841797,"Southwest Power Pool / South","Counterfactual Baseline case"
"Transportation",2027,0.039527989923954,"Southwest Power Pool / South","Counterfactual Baseline case"
"Residential",2028,45.0642433166504,"Southwest Power Pool / South","Counterfactual Baseline case"
"Commercial",2028,51.7315559387207,"Southwest Power Pool / South","Counterfactual Baseline case"
"Industrial",2028,53.5254707336426,"Southwest Power Pool / South","Counterfactual Baseline case"
"Transportation",2028,0.0417094603180885,"Southwest Power Pool / South","Counterfactual Baseline case"
"Residential",2029,45.4143371582031,"Southwest Power Pool / South","Counterfactual Baseline case"
"Commercial",2029,52.2420463562012,"Southwest Power Pool / South","Counterfactual Baseline case"
"Industrial",2029,53.4452285766602,"Southwest Power Pool / South","Counterfactual Baseline case"
"Transportation",2029,0.0437911376357079,"Southwest Power Pool / South","Counterfactual Baseline case"
"Residential",2030,45.7641983032227,"Southwest Power Pool / South","Counterfactual Baseline case"
"Commercial",2030,52.8301811218262,"Southwest Power Pool / South","Counterfactual Baseline case"
"Industrial",2030,53.5509147644043,"Southwest Power Pool / South","Counterfactual Baseline case"
"Transportation",2030,0.0457874275743961,"Southwest Power Pool / South","Counterfactual Baseline case"
"Residential",2031,46.0174293518066,"Southwest Power Pool / South","Counterfactual Baseline case"
"Commercial",2031,53.4988327026367,"Southwest Power Pool / South","Counterfactual Baseline case"
"Industrial",2031,53.4510116577148,"Southwest Power Pool / South","Counterfactual Baseline case"
"Transportation",2031,0.0476628132164478,"Southwest Power Pool / South","Counterfactual Baseline case"
"Residential",2032,46.5110664367676,"Southwest Power Pool / South","Counterfactual Baseline case"
"Commercial",2032,54.5196647644043,"Southwest Power Pool / South","Counterfactual Baseline case"
"Industrial",2032,53.4939498901367,"Southwest Power Pool / South","Counterfactual Baseline case"
"Transportation",2032,0.0494717508554459,"Southwest Power Pool / South","Counterfactual Baseline case"
"Residential",2033,47.2193603515625,"Southwest Power Pool / South","Counterfactual Baseline case"
"Commercial",2033,55.7389907836914,"Southwest Power Pool / South","Counterfactual Baseline case"
"Industrial",2033,53.6868553161621,"Southwest Power Pool / South","Counterfactual Baseline case"
"Transportation",2033,0.0513251796364784,"Southwest Power Pool / South","Counterfactual Baseline case"
"Residential",2034,48.0198822021484,"Southwest Power Pool / South","Counterfactual Baseline case"
"Commercial",2034,57.0497093200684,"Southwest Power Pool / South","Counterfactual Baseline case"
"Industrial",2034,54.3829193115234,"Southwest Power Pool / South","Counterfactual Baseline case"
"Transportation",2034,0.0531654804944992,"Southwest Power Pool / South","Counterfactual Baseline case"
"Residential",2035,48.8945617675781,"Southwest Power Pool / South","Counterfactual Baseline case"
"Commercial",2035,58.4228401184082,"Southwest Power Pool / South","Counterfactual Baseline case"
"Industrial",2035,55.0461654663086,"Southwest Power Pool / South","Counterfactual Baseline case"
"Transportation",2035,0.0550526566803455,"Southwest Power Pool / South","Counterfactual Baseline case"
"Residential",2036,49.7013397216797,"Southwest Power Pool / South","Counterfactual Baseline case"
"Commercial",2036,59.7668228149414,"Southwest Power Pool / South","Counterfactual Baseline case"
"Industrial",2036,55.7182502746582,"Southwest Power Pool / South","Counterfactual Baseline case"
"Transportation",2036,0.0567269362509251,"Southwest Power Pool / South","Counterfactual Baseline case"
"Residential",2037,50.4583587646484,"Southwest Power Pool / South","Counterfactual Baseline case"
"Commercial",2037,61.0710716247559,"Southwest Power Pool / South","Counterfactual Baseline case"
"Industrial",2037,56.4180450439453,"Southwest Power Pool / South","Counterfactual Baseline case"
"Transportation",2037,0.0584851987659931,"Southwest Power Pool / South","Counterfactual Baseline case"
"Residential",2038,51.0220184326172,"Southwest Power Pool / South","Counterfactual Baseline case"
"Commercial",2038,62.220142364502,"Southwest Power Pool / South","Counterfactual Baseline case"
"Industrial",2038,56.4984588623047,"Southwest Power Pool / South","Counterfactual Baseline case"
"Transportation",2038,0.0601734630763531,"Southwest Power Pool / South","Counterfactual Baseline case"
"Residential",2039,51.6082801818848,"Southwest Power Pool / South","Counterfactual Baseline case"
"Commercial",2039,63.391902923584,"Southwest Power Pool / South","Counterfactual Baseline case"
"Industrial",2039,57.168083190918,"Southwest Power Pool / South","Counterfactual Baseline case"
"Transportation",2039,0.0618821568787098,"Southwest Power Pool / South","Counterfactual Baseline case"
"Residential",2040,52.1946182250977,"Southwest Power Pool / South","Counterfactual Baseline case"
"Commercial",2040,64.6142044067383,"Southwest Power Pool / South","Counterfactual Baseline case"
"Industrial",2040,57.847728729248,"Southwest Power Pool / South","Counterfactual Baseline case"
"Transportation",2040,0.0634935572743416,"Southwest Power Pool / South","Counterfactual Baseline case"
"Residential",2041,52.9655723571777,"Southwest Power Pool / South","Counterfactual Baseline case"
"Commercial",2041,65.9755859375,"Southwest Power Pool / South","Counterfactual Baseline case"
"Industrial",2041,58.3252143859863,"Southwest Power Pool / South","Counterfactual Baseline case"
"Transportation",2041,0.0649349018931389,"Southwest Power Pool / South","Counterfactual Baseline case"
"Residential",2042,53.7053565979004,"Southwest Power Pool / South","Counterfactual Baseline case"
"Commercial",2042,67.2632827758789,"Southwest Power Pool / South","Counterfactual Baseline case"
"Industrial",2042,58.7954635620117,"Southwest Power Pool / South","Counterfactual Baseline case"
"Transportation",2042,0.0663391947746277,"Southwest Power Pool / South","Counterfactual Baseline case"
"Residential",2043,54.3788909912109,"Southwest Power Pool / South","Counterfactual Baseline case"
"Commercial",2043,68.4514770507812,"Southwest Power Pool / South","Counterfactual Baseline case"
"Industrial",2043,59.1993370056152,"Southwest Power Pool / South","Counterfactual Baseline case"
"Transportation",2043,0.0678008422255516,"Southwest Power Pool / South","Counterfactual Baseline case"
"Residential",2044,54.9781951904297,"Southwest Power Pool / South","Counterfactual Baseline case"
