"Sector","Year","DemandTWh","Zone","Scenario"
"Transportation",2032,0.722843766212463,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Residential",2033,27.0167808532715,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Commercial",2033,47.0661201477051,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Industrial",2033,0.217551335692406,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Transportation",2033,0.730591237545013,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Residential",2034,27.6323471069336,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Commercial",2034,48.3170471191406,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Industrial",2034,0.217219799757004,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Transportation",2034,0.739620566368103,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Residential",2035,28.2313823699951,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Commercial",2035,49.6064605712891,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Industrial",2035,0.217198714613914,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Transportation",2035,0.745407462120056,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Residential",2036,28.7530517578125,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Commercial",2036,50.7217483520508,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Industrial",2036,0.217512831091881,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Transportation",2036,0.750721335411072,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Residential",2037,29.2158527374268,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Commercial",2037,51.7424850463867,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Industrial",2037,0.218106776475906,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Transportation",2037,0.754719972610474,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Residential",2038,29.5320091247559,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Commercial",2038,52.1460876464844,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Industrial",2038,0.217769756913185,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Transportation",2038,0.758208394050598,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Residential",2039,29.9400501251221,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Commercial",2039,53.243049621582,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Industrial",2039,0.218810737133026,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Transportation",2039,0.760390400886536,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Residential",2040,30.3158130645752,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Commercial",2040,54.2630424499512,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Industrial",2040,0.219269514083862,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Transportation",2040,0.764004528522491,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Residential",2041,30.669563293457,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Commercial",2041,55.2182998657227,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Industrial",2041,0.21930256485939,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Transportation",2041,0.766498625278473,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Residential",2042,30.9600982666016,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Commercial",2042,55.9720001220703,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Industrial",2042,0.218908727169037,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Transportation",2042,0.769483685493469,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Residential",2043,31.2170543670654,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Commercial",2043,56.6432991027832,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Industrial",2043,0.218284413218498,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Transportation",2043,0.770937383174896,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Residential",2044,31.4344730377197,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Commercial",2044,57.1658592224121,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Industrial",2044,0.217164844274521,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Transportation",2044,0.77334463596344,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Residential",2045,31.6133632659912,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Commercial",2045,57.6525726318359,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Industrial",2045,0.216738998889923,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Transportation",2045,0.775734901428223,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Residential",2046,31.8174552917481,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Commercial",2046,58.1532211303711,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Industrial",2046,0.216458514332771,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Transportation",2046,0.777742147445679,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Residential",2047,31.9970512390137,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Commercial",2047,58.4079322814941,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Industrial",2047,0.216295540332794,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Transportation",2047,0.779396712779999,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Residential",2048,32.1585998535156,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Commercial",2048,58.5904006958008,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Industrial",2048,0.216135755181313,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Transportation",2048,0.780723214149475,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Residential",2049,32.3033142089844,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Commercial",2049,58.6639137268066,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Industrial",2049,0.21563495695591,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Transportation",2049,0.781651139259338,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Residential",2050,32.462272644043,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Commercial",2050,58.7878913879395,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Industrial",2050,0.215565025806427,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Transportation",2050,0.783508837223053,"Northeast Power Coordinating Council / New York City and Long Island","Counterfactual Baseline case"
"Residential",2025,27.4464416503906,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Commercial",2025,31.6001758575439,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Industrial",2025,16.0719375610352,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Transportation",2025,0.768817007541656,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Residential",2026,27.839054107666,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Commercial",2026,32.3371849060059,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Industrial",2026,16.3077716827393,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Transportation",2026,0.794533848762512,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Residential",2027,27.3187808990479,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Commercial",2027,32.3750877380371,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Industrial",2027,16.1166496276856,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Transportation",2027,0.810791790485382,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Residential",2028,27.6467304229736,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Commercial",2028,32.7764091491699,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Industrial",2028,15.8736219406128,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Transportation",2028,0.821603894233704,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Residential",2029,28.1024971008301,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Commercial",2029,33.2476539611816,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Industrial",2029,15.6661281585693,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Transportation",2029,0.830689132213593,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Residential",2030,28.541145324707,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Commercial",2030,33.5723190307617,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Industrial",2030,15.517107963562,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Transportation",2030,0.841339886188507,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Residential",2031,28.9252262115479,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Commercial",2031,33.6438026428223,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Industrial",2031,15.3950519561768,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Transportation",2031,0.847638487815857,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Residential",2032,29.5126476287842,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Commercial",2032,34.3629760742188,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Industrial",2032,15.2670612335205,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Transportation",2032,0.856512367725372,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Residential",2033,30.1828117370606,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Commercial",2033,35.137996673584,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Industrial",2033,15.1655311584473,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Transportation",2033,0.865692436695099,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Residential",2034,30.8705158233643,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Commercial",2034,36.0718994140625,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Industrial",2034,15.1511354446411,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Transportation",2034,0.876391530036926,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Residential",2035,31.5397491455078,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Commercial",2035,37.0345344543457,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Industrial",2035,15.0937976837158,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Transportation",2035,0.883248507976532,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Residential",2036,32.1225509643555,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Commercial",2036,37.8671684265137,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Industrial",2036,15.0855045318603,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Transportation",2036,0.889545023441315,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Residential",2037,32.639591217041,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Commercial",2037,38.6292190551758,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Industrial",2037,15.1266975402832,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Transportation",2037,0.894283056259155,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Residential",2038,32.9927940368652,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Commercial",2038,38.9305381774902,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Industrial",2038,15.1033239364624,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Transportation",2038,0.898416578769684,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Residential",2039,33.4486541748047,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Commercial",2039,39.7494888305664,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Industrial",2039,15.1755199432373,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Transportation",2039,0.901002109050751,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Residential",2040,33.8684501647949,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Commercial",2040,40.5109825134277,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Industrial",2040,15.2073383331299,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Transportation",2040,0.905284583568573,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Residential",2041,34.2636528015137,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Commercial",2041,41.2241477966309,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Industrial",2041,15.2096300125122,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Transportation",2041,0.908239841461182,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Residential",2042,34.5882415771484,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Commercial",2042,41.7868347167969,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Industrial",2042,15.1823167800903,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Transportation",2042,0.911776840686798,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Residential",2043,34.875301361084,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Commercial",2043,42.2880020141602,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Industrial",2043,15.1390180587769,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Transportation",2043,0.913499414920807,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Residential",2044,35.1182022094727,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Commercial",2044,42.6781311035156,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Industrial",2044,15.0613708496094,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Transportation",2044,0.916351795196533,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Residential",2045,35.318058013916,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Commercial",2045,43.0414962768555,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Industrial",2045,15.0318365097046,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Transportation",2045,0.919184148311615,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Residential",2046,35.5460624694824,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Commercial",2046,43.4152603149414,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Industrial",2046,15.0123834609985,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Transportation",2046,0.921562492847443,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Residential",2047,35.7467079162598,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Commercial",2047,43.6054229736328,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Industrial",2047,15.0010805130005,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Transportation",2047,0.92352306842804,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Residential",2048,35.9271926879883,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Commercial",2048,43.7416458129883,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Industrial",2048,14.9899988174438,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Transportation",2048,0.925094902515411,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Residential",2049,36.0888595581055,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Commercial",2049,43.7965278625488,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Industrial",2049,14.9552659988403,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Transportation",2049,0.926194369792938,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Residential",2050,36.2664451599121,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Commercial",2050,43.8890800476074,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Industrial",2050,14.9504165649414,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Transportation",2050,0.928395628929138,"Northeast Power Coordinating Council / Upstate New York","Counterfactual Baseline case"
"Residential",2025,104.946632385254,"PJM / East","Counterfactual Baseline case"
"Commercial",2025,105.668594360352,"PJM / East","Counterfactual Baseline case"
"Industrial",2025,46.8931121826172,"PJM / East","Counterfactual Baseline case"
"Transportation",2025,1.84778678417206,"PJM / East","Counterfactual Baseline case"
"Residential",2026,105.874649047852,"PJM / East","Counterfactual Baseline case"
"Commercial",2026,107.909736633301,"PJM / East","Counterfactual Baseline case"
"Industrial",2026,47.6885375976562,"PJM / East","Counterfactual Baseline case"
"Transportation",2026,1.91094589233398,"PJM / East","Counterfactual Baseline case"
"Residential",2027,104.128273010254,"PJM / East","Counterfactual Baseline case"
"Commercial",2027,108.750816345215,"PJM / East","Counterfactual Baseline case"
"Industrial",2027,47.1605567932129,"PJM / East","Counterfactual Baseline case"
"Transportation",2027,1.95124936103821,"PJM / East","Counterfactual Baseline case"
"Residential",2028,105.441192626953,"PJM / East","Counterfactual Baseline case"
"Commercial",2028,110.434982299805,"PJM / East","Counterfactual Baseline case"
"Industrial",2028,46.4938774108887,"PJM / East","Counterfactual Baseline case"
"Transportation",2028,1.97839295864105,"PJM / East","Counterfactual Baseline case"
"Residential",2029,107.043441772461,"PJM / East","Counterfactual Baseline case"
"Commercial",2029,112.322448730469,"PJM / East","Counterfactual Baseline case"
"Industrial",2029,45.9267463684082,"PJM / East","Counterfactual Baseline case"
"Transportation",2029,2.00090479850769,"PJM / East","Counterfactual Baseline case"
"Residential",2030,108.547729492188,"PJM / East","Counterfactual Baseline case"
"Commercial",2030,113.827194213867,"PJM / East","Counterfactual Baseline case"
"Industrial",2030,45.5429000854492,"PJM / East","Counterfactual Baseline case"
"Transportation",2030,2.0264892578125,"PJM / East","Counterfactual Baseline case"
"Residential",2031,109.863395690918,"PJM / East","Counterfactual Baseline case"
"Commercial",2031,114.798820495605,"PJM / East","Counterfactual Baseline case"
"Industrial",2031,45.1257629394531,"PJM / East","Counterfactual Baseline case"
"Transportation",2031,2.04156637191773,"PJM / East","Counterfactual Baseline case"
"Residential",2032,111.79621887207,"PJM / East","Counterfactual Baseline case"
"Commercial",2032,117.342506408691,"PJM / East","Counterfactual Baseline case"
"Industrial",2032,44.7089195251465,"PJM / East","Counterfactual Baseline case"
"Transportation",2032,2.06228828430176,"PJM / East","Counterfactual Baseline case"
"Residential",2033,114.025077819824,"PJM / East","Counterfactual Baseline case"
"Commercial",2033,120.09992980957,"PJM / East","Counterfactual Baseline case"
"Industrial",2033,44.4458770751953,"PJM / East","Counterfactual Baseline case"
"Transportation",2033,2.0834813117981,"PJM / East","Counterfactual Baseline case"
"Residential",2034,116.380249023438,"PJM / East","Counterfactual Baseline case"
"Commercial",2034,123.328796386719,"PJM / East","Counterfactual Baseline case"
"Industrial",2034,44.4199028015137,"PJM / East","Counterfactual Baseline case"
"Transportation",2034,2.10796546936035,"PJM / East","Counterfactual Baseline case"
"Residential",2035,118.73461151123,"PJM / East","Counterfactual Baseline case"
"Commercial",2035,126.669631958008,"PJM / East","Counterfactual Baseline case"
"Industrial",2035,44.4600563049316,"PJM / East","Counterfactual Baseline case"
"Transportation",2035,2.12357926368713,"PJM / East","Counterfactual Baseline case"
"Residential",2036,120.847602844238,"PJM / East","Counterfactual Baseline case"
"Commercial",2036,129.730010986328,"PJM / East","Counterfactual Baseline case"
"Industrial",2036,44.5723571777344,"PJM / East","Counterfactual Baseline case"
"Transportation",2036,2.13935089111328,"PJM / East","Counterfactual Baseline case"
"Residential",2037,122.748886108398,"PJM / East","Counterfactual Baseline case"
"Commercial",2037,132.626647949219,"PJM / East","Counterfactual Baseline case"
"Industrial",2037,44.7397766113281,"PJM / East","Counterfactual Baseline case"
"Transportation",2037,2.15099000930786,"PJM / East","Counterfactual Baseline case"
"Residential",2038,124.179588317871,"PJM / East","Counterfactual Baseline case"
"Commercial",2038,134.506484985352,"PJM / East","Counterfactual Baseline case"
"Industrial",2038,44.7278137207031,"PJM / East","Counterfactual Baseline case"
"Transportation",2038,2.16107130050659,"PJM / East","Counterfactual Baseline case"
"Residential",2039,125.851341247559,"PJM / East","Counterfactual Baseline case"
"Commercial",2039,137.457550048828,"PJM / East","Counterfactual Baseline case"
"Industrial",2039,44.9753608703613,"PJM / East","Counterfactual Baseline case"
"Transportation",2039,2.16711401939392,"PJM / East","Counterfactual Baseline case"
"Residential",2040,127.342933654785,"PJM / East","Counterfactual Baseline case"
"Commercial",2040,140.242752075195,"PJM / East","Counterfactual Baseline case"
"Industrial",2040,45.1192665100098,"PJM / East","Counterfactual Baseline case"
"Transportation",2040,2.17761158943176,"PJM / East","Counterfactual Baseline case"
"Residential",2041,128.768127441406,"PJM / East","Counterfactual Baseline case"
"Commercial",2041,142.921630859375,"PJM / East","Counterfactual Baseline case"
"Industrial",2041,45.1778450012207,"PJM / East","Counterfactual Baseline case"
"Transportation",2041,2.18490505218506,"PJM / East","Counterfactual Baseline case"
"Residential",2042,130.011383056641,"PJM / East","Counterfactual Baseline case"
"Commercial",2042,145.257736206055,"PJM / East","Counterfactual Baseline case"
"Industrial",2042,45.1475105285645,"PJM / East","Counterfactual Baseline case"
"Transportation",2042,2.1937518119812,"PJM / East","Counterfactual Baseline case"
"Residential",2043,131.14192199707,"PJM / East","Counterfactual Baseline case"
"Commercial",2043,147.41780090332,"PJM / East","Counterfactual Baseline case"
"Industrial",2043,45.0638084411621,"PJM / East","Counterfactual Baseline case"
"Transportation",2043,2.19773554801941,"PJM / East","Counterfactual Baseline case"
"Residential",2044,132.127182006836,"PJM / East","Counterfactual Baseline case"
"Commercial",2044,149.319946289062,"PJM / East","Counterfactual Baseline case"
"Industrial",2044,44.889705657959,"PJM / East","Counterfactual Baseline case"
"Transportation",2044,2.20472073554993,"PJM / East","Counterfactual Baseline case"
"Residential",2045,132.992523193359,"PJM / East","Counterfactual Baseline case"
"Commercial",2045,151.164810180664,"PJM / East","Counterfactual Baseline case"
"Industrial",2045,44.8550262451172,"PJM / East","Counterfactual Baseline case"
"Transportation",2045,2.21147584915161,"PJM / East","Counterfactual Baseline case"
"Residential",2046,133.927612304688,"PJM / East","Counterfactual Baseline case"
"Commercial",2046,152.940139770508,"PJM / East","Counterfactual Baseline case"
"Industrial",2046,44.850772857666,"PJM / East","Counterfactual Baseline case"
"Transportation",2046,2.21705055236816,"PJM / East","Counterfactual Baseline case"
"Residential",2047,134.756271362305,"PJM / East","Counterfactual Baseline case"
"Commercial",2047,154.27653503418,"PJM / East","Counterfactual Baseline case"
"Industrial",2047,44.8678703308105,"PJM / East","Counterfactual Baseline case"
"Transportation",2047,2.22164869308472,"PJM / East","Counterfactual Baseline case"
"Residential",2048,135.516189575195,"PJM / East","Counterfactual Baseline case"
"Commercial",2048,155.429000854492,"PJM / East","Counterfactual Baseline case"
"Industrial",2048,44.8818893432617,"PJM / East","Counterfactual Baseline case"
"Transportation",2048,2.22532057762146,"PJM / East","Counterfactual Baseline case"
"Residential",2049,136.199600219727,"PJM / East","Counterfactual Baseline case"
"Commercial",2049,156.325332641602,"PJM / East","Counterfactual Baseline case"
"Industrial",2049,44.8261413574219,"PJM / East","Counterfactual Baseline case"
"Transportation",2049,2.22798109054565,"PJM / East","Counterfactual Baseline case"
"Residential",2050,136.903533935547,"PJM / East","Counterfactual Baseline case"
"Commercial",2050,157.269500732422,"PJM / East","Counterfactual Baseline case"
"Industrial",2050,44.8521881103516,"PJM / East","Counterfactual Baseline case"
"Transportation",2050,2.2334840297699,"PJM / East","Counterfactual Baseline case"
"Residential",2025,110.733795166016,"PJM / West","Counterfactual Baseline case"
"Commercial",2025,87.1320419311523,"PJM / West","Counterfactual Baseline case"
"Industrial",2025,106.545776367188,"PJM / West","Counterfactual Baseline case"
"Transportation",2025,0.823327481746674,"PJM / West","Counterfactual Baseline case"
"Residential",2026,110.141578674316,"PJM / West","Counterfactual Baseline case"
"Commercial",2026,91.0605850219727,"PJM / West","Counterfactual Baseline case"
"Industrial",2026,109.561988830566,"PJM / West","Counterfactual Baseline case"
"Transportation",2026,0.845364034175873,"PJM / West","Counterfactual Baseline case"
"Residential",2027,109.989707946777,"PJM / West","Counterfactual Baseline case"
"Commercial",2027,91.5414962768555,"PJM / West","Counterfactual Baseline case"
"Industrial",2027,109.267471313477,"PJM / West","Counterfactual Baseline case"
"Transportation",2027,0.856455862522125,"PJM / West","Counterfactual Baseline case"
"Residential",2028,111.441032409668,"PJM / West","Counterfactual Baseline case"
"Commercial",2028,92.5837478637695,"PJM / West","Counterfactual Baseline case"
"Industrial",2028,108.26375579834,"PJM / West","Counterfactual Baseline case"
"Transportation",2028,0.860261201858521,"PJM / West","Counterfactual Baseline case"
"Residential",2029,112.773590087891,"PJM / West","Counterfactual Baseline case"
"Commercial",2029,93.3903656005859,"PJM / West","Counterfactual Baseline case"
"Industrial",2029,107.385940551758,"PJM / West","Counterfactual Baseline case"
"Transportation",2029,0.859893262386322,"PJM / West","Counterfactual Baseline case"
"Residential",2030,113.817985534668,"PJM / West","Counterfactual Baseline case"
"Commercial",2030,93.8158569335938,"PJM / West","Counterfactual Baseline case"
"Industrial",2030,107.24836730957,"PJM / West","Counterfactual Baseline case"
"Transportation",2030,0.857993066310883,"PJM / West","Counterfactual Baseline case"
"Residential",2031,114.63459777832,"PJM / West","Counterfactual Baseline case"
