region,year,avg_added_mw,flat_true_peak_added_mw,flat_false_peak_added_mw,peak_diff_mw,peak_ratio
p78,2043,62.2,62.2,337.0,274.8,5.4
p78,2044,64.1,64.1,348.0,283.9,5.4
p78,2045,66.0,66.0,359.1,293.0,5.4
p78,2046,67.9,67.9,370.2,302.3,5.5
p78,2047,69.8,69.8,381.4,311.6,5.5
p78,2048,71.7,71.7,392.6,320.9,5.5
p78,2049,73.7,73.7,404.0,330.3,5.5
p78,2050,75.6,75.6,415.4,339.8,5.5
p79,2023,0.0,0.0,0.0,0.0,
p79,2024,13.4,13.4,68.0,54.7,5.1
p79,2025,26.8,26.8,136.9,110.1,5.1
p79,2026,40.3,40.3,206.5,166.2,5.1
p79,2027,53.8,53.8,277.0,223.2,5.1
p79,2028,67.4,67.4,348.3,280.9,5.2
p79,2029,81.1,81.1,420.4,339.4,5.2
p79,2030,94.8,94.8,493.4,398.6,5.2
p79,2031,102.0,102.0,532.3,430.3,5.2
p79,2032,109.3,109.3,571.4,462.1,5.2
p79,2033,116.5,116.5,610.7,494.2,5.2
p79,2034,123.8,123.8,650.3,526.5,5.3
p79,2035,131.1,131.1,690.1,559.0,5.3
p79,2036,138.4,138.4,730.2,591.8,5.3
p79,2037,145.8,145.8,770.5,624.8,5.3
p79,2038,153.1,153.1,811.1,658.0,5.3
p79,2039,160.5,160.5,851.9,691.4,5.3
p79,2040,167.9,167.9,893.0,725.1,5.3
p79,2041,173.4,173.4,924.1,750.7,5.3
p79,2042,179.0,179.0,955.3,776.3,5.3
p79,2043,184.6,184.6,986.7,802.1,5.3
p79,2044,190.2,190.2,1018.2,828.0,5.4
p79,2045,195.8,195.8,1049.8,854.1,5.4
p79,2046,201.4,201.4,1081.6,880.3,5.4
p79,2047,207.0,207.0,1113.6,906.6,5.4
p79,2048,212.6,212.6,1145.7,933.1,5.4
p79,2049,218.2,218.2,1177.9,959.7,5.4
p79,2050,223.9,223.9,1210.3,986.4,5.4
p8,2023,0.0,0.0,0.0,0.0,
p8,2024,0.5,0.5,2.4,1.9,5.3
p8,2025,0.9,0.9,4.8,3.9,5.3
p8,2026,1.4,1.4,7.2,5.8,5.3
p8,2027,1.8,1.8,9.7,7.8,5.3
p8,2028,2.3,2.3,12.1,9.8,5.3
p8,2029,2.7,2.7,14.6,11.9,5.3
p8,2030,3.2,3.2,17.1,13.9,5.3
p8,2031,3.5,3.5,18.4,15.0,5.3
p8,2032,3.7,3.7,19.8,16.1,5.3
p8,2033,3.9,3.9,21.1,17.2,5.4
p8,2034,4.2,4.2,22.4,18.3,5.4
p8,2035,4.4,4.4,23.8,19.4,5.4
p8,2036,4.7,4.7,25.1,20.5,5.4
p8,2037,4.9,4.9,26.5,21.6,5.4
p8,2038,5.2,5.2,27.9,22.7,5.4
p8,2039,5.4,5.4,29.2,23.8,5.4
p8,2040,5.7,5.7,30.6,25.0,5.4
p8,2041,5.8,5.8,31.7,25.8,5.4
p8,2042,6.0,6.0,32.7,26.7,5.4
p8,2043,6.2,6.2,33.7,27.5,5.4
p8,2044,6.4,6.4,34.8,28.4,5.4
p8,2045,6.6,6.6,35.8,29.2,5.4
p8,2046,6.8,6.8,36.9,30.1,5.4
p8,2047,7.0,7.0,37.9,31.0,5.5
p8,2048,7.1,7.1,39.0,31.9,5.5
p8,2049,7.3,7.3,40.1,32.7,5.5
p8,2050,7.5,7.5,41.1,33.6,5.5
p80,2023,0.0,0.0,0.0,0.0,
p80,2024,147.0,147.0,825.4,678.4,5.6
p80,2025,296.0,296.0,1684.3,1388.4,5.7
p80,2026,447.1,447.1,2578.2,2131.2,5.8
p80,2027,600.3,600.3,3508.5,2908.2,5.8
p80,2028,755.6,755.6,4476.6,3721.0,5.9
p80,2029,913.1,913.1,5484.1,4571.0,6.0
p80,2030,1072.8,1072.8,6532.5,5459.7,6.1
p80,2031,1158.5,1158.5,7110.3,5951.8,6.1
p80,2032,1244.9,1244.9,7700.6,6455.6,6.2
p80,2033,1332.0,1332.0,8303.5,6971.6,6.2
p80,2034,1419.6,1419.6,8919.4,7499.8,6.3
p80,2035,1507.9,1507.9,9548.7,8040.7,6.3
p80,2036,1596.9,1596.9,10191.4,8594.5,6.4
p80,2037,1686.5,1686.5,10848.0,9161.5,6.4
p80,2038,1776.8,1776.8,11518.8,9742.0,6.5
p80,2039,1867.7,1867.7,12204.0,10336.2,6.5
p80,2040,1959.4,1959.4,12903.9,10944.6,6.6
p80,2041,2029.1,2029.1,13444.6,11415.5,6.6
p80,2042,2099.3,2099.3,13994.1,11894.8,6.7
p80,2043,2169.9,2169.9,14552.5,12382.6,6.7
p80,2044,2240.9,2240.9,15120.0,12879.2,6.7
p80,2045,2312.2,2312.2,15696.8,13384.6,6.8
p80,2046,2384.0,2384.0,16283.0,13899.0,6.8
p80,2047,2456.2,2456.2,16878.7,14422.5,6.9
p80,2048,2528.7,2528.7,17484.1,14955.4,6.9
p80,2049,2601.7,2601.7,18099.4,15497.7,7.0
p80,2050,2675.1,2675.1,18724.7,16049.6,7.0
p81,2023,0.0,0.0,0.0,0.0,
p81,2024,28.4,28.4,159.7,131.3,5.6
p81,2025,57.2,57.2,324.3,267.2,5.7
p81,2026,86.2,86.2,494.0,407.8,5.7
p81,2027,115.6,115.6,668.8,553.2,5.8
p81,2028,145.2,145.2,849.0,703.8,5.8
p81,2029,175.2,175.2,1034.6,859.5,5.9
p81,2030,205.4,205.4,1226.0,1020.5,6.0
p81,2031,221.6,221.6,1330.2,1108.6,6.0
p81,2032,237.9,237.9,1436.1,1198.2,6.0
p81,2033,254.2,254.2,1543.7,1289.5,6.1
p81,2034,270.6,270.6,1653.0,1382.4,6.1
p81,2035,287.2,287.2,1764.1,1476.9,6.1
p81,2036,303.8,303.8,1877.0,1573.2,6.2
p81,2037,320.5,320.5,1991.7,1671.2,6.2
p81,2038,337.3,337.3,2108.3,1771.0,6.3
p81,2039,354.2,354.2,2226.7,1872.5,6.3
p81,2040,371.2,371.2,2347.1,1975.9,6.3
p81,2041,384.1,384.1,2439.4,2055.3,6.4
p81,2042,397.0,397.0,2532.8,2135.8,6.4
p81,2043,410.0,410.0,2627.4,2217.4,6.4
p81,2044,423.1,423.1,2723.1,2300.0,6.4
p81,2045,436.2,436.2,2820.0,2383.8,6.5
p81,2046,449.4,449.4,2918.1,2468.7,6.5
p81,2047,462.6,462.6,3017.3,2554.7,6.5
p81,2048,475.9,475.9,3117.8,2641.9,6.6
p81,2049,489.2,489.2,3219.5,2730.3,6.6
p81,2050,502.6,502.6,3322.4,2819.8,6.6
p82,2023,0.0,0.0,0.0,0.0,
p82,2024,9.3,9.3,52.5,43.1,5.6
p82,2025,18.8,18.8,106.4,87.6,5.7
p82,2026,28.3,28.3,161.8,133.5,5.7
p82,2027,37.9,37.9,218.8,180.9,5.8
p82,2028,47.6,47.6,277.3,229.7,5.8
p82,2029,57.4,57.4,337.5,280.1,5.9
p82,2030,67.3,67.3,399.4,332.1,5.9
p82,2031,72.6,72.6,432.9,360.4,6.0
p82,2032,77.9,77.9,467.0,389.2,6.0
p82,2033,83.2,83.2,501.6,418.4,6.0
p82,2034,88.5,88.5,536.7,448.2,6.1
p82,2035,93.9,93.9,572.3,478.4,6.1
p82,2036,99.3,99.3,608.4,509.1,6.1
p82,2037,104.8,104.8,645.1,540.3,6.2
p82,2038,110.2,110.2,682.3,572.1,6.2
p82,2039,115.7,115.7,720.1,604.3,6.2
p82,2040,121.2,121.2,758.4,637.1,6.3
p82,2041,125.4,125.4,787.7,662.3,6.3
p82,2042,129.6,129.6,817.3,687.7,6.3
p82,2043,133.8,133.8,847.3,713.5,6.3
p82,2044,138.0,138.0,877.6,739.5,6.4
p82,2045,142.3,142.3,908.2,765.9,6.4
p82,2046,146.6,146.6,939.2,792.7,6.4
p82,2047,150.8,150.8,970.5,819.7,6.4
p82,2048,155.1,155.1,1002.2,847.1,6.5
p82,2049,159.4,159.4,1034.2,874.8,6.5
p82,2050,163.8,163.8,1066.6,902.9,6.5
p83,2023,0.0,0.0,0.0,0.0,
p83,2024,17.6,17.6,98.7,81.1,5.6
p83,2025,35.3,35.3,200.6,165.3,5.7
p83,2026,53.3,53.3,305.7,252.4,5.7
p83,2027,71.4,71.4,414.1,342.7,5.8
p83,2028,89.8,89.8,526.1,436.3,5.9
p83,2029,108.3,108.3,641.6,533.2,5.9
p83,2030,127.1,127.1,760.7,633.7,6.0
p83,2031,137.1,137.1,825.7,688.6,6.0
p83,2032,147.2,147.2,891.8,744.6,6.1
p83,2033,157.3,157.3,959.0,801.7,6.1
p83,2034,167.5,167.5,1027.4,859.9,6.1
p83,2035,177.8,177.8,1096.9,919.1,6.2
p83,2036,188.1,188.1,1167.5,979.5,6.2
p83,2037,198.4,198.4,1239.4,1040.9,6.2
p83,2038,208.9,208.9,1312.4,1103.6,6.3
p83,2039,219.4,219.4,1386.7,1167.4,6.3
p83,2040,229.9,229.9,1462.3,1232.4,6.4
p83,2041,237.9,237.9,1520.3,1282.4,6.4
p83,2042,246.0,246.0,1579.0,1333.0,6.4
p83,2043,254.1,254.1,1638.5,1384.4,6.4
p83,2044,262.2,262.2,1698.7,1436.5,6.5
p83,2045,270.3,270.3,1759.7,1489.4,6.5
p83,2046,278.5,278.5,1821.5,1543.0,6.5
p83,2047,286.7,286.7,1884.0,1597.3,6.6
p83,2048,295.0,295.0,1947.4,1652.4,6.6
p83,2049,303.3,303.3,2011.5,1708.2,6.6
p83,2050,311.6,311.6,2076.5,1764.9,6.7
p84,2023,0.0,0.0,0.0,0.0,
p84,2024,2.4,2.4,13.0,10.6,5.4
p84,2025,4.9,4.9,26.2,21.3,5.4
p84,2026,7.3,7.3,39.6,32.3,5.4
p84,2027,9.8,9.8,53.2,43.4,5.4
p84,2028,12.3,12.3,67.0,54.7,5.5
p84,2029,14.8,14.8,81.0,66.2,5.5
p84,2030,17.3,17.3,95.2,77.9,5.5
p84,2031,18.6,18.6,102.7,84.1,5.5
p84,2032,19.9,19.9,110.4,90.5,5.5
p84,2033,21.3,21.3,118.1,96.8,5.6
p84,2034,22.6,22.6,125.8,103.2,5.6
p84,2035,23.9,23.9,133.7,109.7,5.6
p84,2036,25.3,25.3,141.5,116.3,5.6
p84,2037,26.6,26.6,149.5,122.8,5.6
p84,2038,28.0,28.0,157.5,129.5,5.6
p84,2039,29.3,29.3,165.5,136.2,5.6
p84,2040,30.7,30.7,173.7,143.0,5.7
p84,2041,31.7,31.7,179.8,148.1,5.7
p84,2042,32.7,32.7,186.0,153.3,5.7
p84,2043,33.8,33.8,192.2,158.5,5.7
p84,2044,34.8,34.8,198.5,163.7,5.7
p84,2045,35.8,35.8,204.8,169.0,5.7
p84,2046,36.9,36.9,211.1,174.3,5.7
p84,2047,37.9,37.9,217.5,179.6,5.7
p84,2048,38.9,38.9,223.9,185.0,5.7
p84,2049,40.0,40.0,230.3,190.4,5.8
p84,2050,41.0,41.0,236.8,195.8,5.8
p85,2023,0.0,0.0,0.0,0.0,
p85,2024,1.0,1.0,4.9,3.9,5.1
p85,2025,1.9,1.9,9.8,7.9,5.1
p85,2026,2.9,2.9,14.7,11.8,5.1
p85,2027,3.9,3.9,19.6,15.7,5.1
p85,2028,4.8,4.8,24.5,19.7,5.1
p85,2029,5.8,5.8,29.5,23.6,5.1
p85,2030,6.8,6.8,34.4,27.6,5.1
p85,2031,7.3,7.3,37.0,29.7,5.1
p85,2032,7.8,7.8,39.6,31.7,5.1
p85,2033,8.3,8.3,42.1,33.8,5.1
p85,2034,8.8,8.8,44.7,35.9,5.1
p85,2035,9.3,9.3,47.3,38.0,5.1
p85,2036,9.8,9.8,49.9,40.1,5.1
p85,2037,10.4,10.4,52.5,42.1,5.1
p85,2038,10.9,10.9,55.1,44.2,5.1
p85,2039,11.4,11.4,57.7,46.3,5.1
p85,2040,11.9,11.9,60.3,48.4,5.1
p85,2041,12.3,12.3,62.2,50.0,5.1
p85,2042,12.7,12.7,64.2,51.5,5.1
p85,2043,13.0,13.0,66.1,53.1,5.1
p85,2044,13.4,13.4,68.1,54.7,5.1
p85,2045,13.8,13.8,70.0,56.2,5.1
p85,2046,14.2,14.2,72.0,57.8,5.1
p85,2047,14.6,14.6,73.9,59.4,5.1
p85,2048,14.9,14.9,75.9,60.9,5.1
p85,2049,15.3,15.3,77.8,62.5,5.1
p85,2050,15.7,15.7,79.8,64.1,5.1
p86,2023,0.0,0.0,0.0,0.0,
p86,2024,6.8,6.8,33.6,26.9,5.0
p86,2025,13.5,13.5,67.5,53.9,5.0
p86,2026,20.3,20.3,101.6,81.3,5.0
p86,2027,27.2,27.2,136.0,108.8,5.0
p86,2028,34.0,34.0,170.6,136.6,5.0
p86,2029,40.8,40.8,205.5,164.6,5.0
p86,2030,47.7,47.7,240.6,192.9,5.0
p86,2031,51.3,51.3,259.2,207.9,5.0
p86,2032,55.0,55.0,277.9,222.9,5.1
p86,2033,58.6,58.6,296.6,238.0,5.1
p86,2034,62.2,62.2,315.4,253.2,5.1
p86,2035,65.9,65.9,334.3,268.5,5.1
p86,2036,69.5,69.5,353.3,283.8,5.1
p86,2037,73.2,73.2,372.3,299.2,5.1
p86,2038,76.8,76.8,391.5,314.7,5.1
p86,2039,80.5,80.5,410.6,330.2,5.1
p86,2040,84.1,84.1,429.9,345.8,5.1
p86,2041,86.9,86.9,444.4,357.5,5.1
p86,2042,89.6,89.6,459.0,369.4,5.1
p86,2043,92.4,92.4,473.6,381.2,5.1
p86,2044,95.2,95.2,488.3,393.1,5.1
p86,2045,97.9,97.9,503.0,405.0,5.1
p86,2046,100.7,100.7,517.7,417.0,5.1
p86,2047,103.5,103.5,532.5,429.0,5.1
p86,2048,106.3,106.3,547.3,441.0,5.2
p86,2049,109.0,109.0,562.2,453.1,5.2
p86,2050,111.8,111.8,577.1,465.3,5.2
p87,2023,0.0,0.0,0.0,0.0,
p87,2024,82.5,82.5,407.1,324.6,4.9
p87,2025,166.6,166.6,836.6,670.0,5.0
p87,2026,252.3,252.3,1289.6,1037.4,5.1
p87,2027,339.5,339.5,1767.5,1428.0,5.2
p87,2028,428.5,428.5,2271.6,1843.2,5.3
p87,2029,519.0,519.0,2803.4,2284.4,5.4
p87,2030,611.3,611.3,3364.4,2753.0,5.5
p87,2031,661.3,661.3,3678.6,3017.3,5.6
p87,2032,711.7,711.7,4002.0,3290.3,5.6
p87,2033,762.6,762.6,4334.8,3572.2,5.7
p87,2034,814.1,814.1,4677.3,3863.2,5.7
p87,2035,866.1,866.1,5029.8,4163.8,5.8
p87,2036,918.5,918.5,5392.6,4474.1,5.9
p87,2037,971.5,971.5,5766.0,4794.4,5.9
p87,2038,1025.1,1025.1,6150.2,5125.1,6.0
p87,2039,1079.2,1079.2,6545.6,5466.4,6.1
p87,2040,1133.8,1133.8,6952.5,5818.8,6.1
p87,2041,1175.6,1175.6,7270.1,6094.5,6.2
p87,2042,1217.7,1217.7,7594.7,6376.9,6.2
p87,2043,1260.2,1260.2,7926.4,6666.2,6.3
p87,2044,1303.0,1303.0,8265.5,6962.5,6.3
p87,2045,1346.1,1346.1,8612.0,7266.0,6.4
p87,2046,1389.5,1389.5,8966.3,7576.8,6.5
p87,2047,1433.3,1433.3,9328.3,7895.0,6.5
p87,2048,1477.4,1477.4,9698.4,8221.0,6.6
p87,2049,1521.8,1521.8,10076.6,8554.8,6.6
p87,2050,1566.6,1566.6,10463.2,8896.6,6.7
p88,2023,0.0,0.0,0.0,0.0,
p88,2024,23.6,23.6,116.5,92.8,4.9
p88,2025,47.6,47.6,238.7,191.1,5.0
p88,2026,72.1,72.1,367.1,295.1,5.1
p88,2027,96.9,96.9,502.0,405.0,5.2
p88,2028,122.2,122.2,643.5,521.3,5.3
p88,2029,147.9,147.9,792.2,644.3,5.4
p88,2030,174.1,174.1,948.3,774.2,5.4
p88,2031,188.2,188.2,1035.3,847.1,5.5
p88,2032,202.4,202.4,1124.5,922.1,5.6
p88,2033,216.8,216.8,1216.2,999.4,5.6
p88,2034,231.3,231.3,1310.2,1079.0,5.7
p88,2035,245.9,245.9,1406.8,1160.9,5.7
p88,2036,260.7,260.7,1505.9,1245.3,5.8
p88,2037,275.6,275.6,1607.7,1332.1,5.8
p88,2038,290.6,290.6,1712.2,1421.6,5.9
p88,2039,305.8,305.8,1819.4,1513.6,5.9
p88,2040,321.1,321.1,1929.5,1608.4,6.0
p88,2041,332.8,332.8,2015.1,1682.3,6.1
p88,2042,344.6,344.6,2102.5,1757.9,6.1
p88,2043,356.5,356.5,2191.5,1835.1,6.1
p88,2044,368.4,368.4,2282.4,1914.0,6.2
p88,2045,380.4,380.4,2375.1,1994.7,6.2
p88,2046,392.6,392.6,2469.7,2077.2,6.3
p88,2047,404.8,404.8,2566.2,2161.4,6.3
p88,2048,417.0,417.0,2664.6,2247.6,6.4
p88,2049,429.4,429.4,2765.0,2335.6,6.4
p88,2050,441.9,441.9,2867.4,2425.6,6.5
p89,2023,0.0,0.0,0.0,0.0,
p89,2024,43.2,43.2,220.3,177.1,5.1
p89,2025,86.8,86.8,445.9,359.1,5.1
p89,2026,130.7,130.7,676.8,546.1,5.2
p89,2027,175.0,175.0,913.2,738.2,5.2
p89,2028,219.6,219.6,1155.2,935.5,5.3
p89,2029,264.6,264.6,1402.9,1138.3,5.3
p89,2030,310.0,310.0,1656.6,1346.6,5.3
p89,2031,334.1,334.1,1793.6,1459.5,5.4
p89,2032,358.4,358.4,1932.4,1574.0,5.4
p89,2033,382.7,382.7,2072.9,1690.1,5.4
p89,2034,407.2,407.2,2215.1,1807.9,5.4
p89,2035,431.7,431.7,2359.2,1927.4,5.5
p89,2036,456.4,456.4,2505.0,2048.6,5.5
p89,2037,481.2,481.2,2652.7,2171.5,5.5
p89,2038,506.0,506.0,2802.2,2296.2,5.5
p89,2039,531.0,531.0,2953.6,2422.6,5.6
p89,2040,556.1,556.1,3106.9,2550.8,5.6
p89,2041,575.1,575.1,3223.9,2648.8,5.6
p89,2042,594.1,594.1,3342.0,2747.8,5.6
p89,2043,613.3,613.3,3461.2,2847.9,5.6
p89,2044,632.4,632.4,3581.5,2949.0,5.7
p89,2045,651.7,651.7,3702.9,3051.3,5.7
p89,2046,671.0,671.0,3825.5,3154.6,5.7
p89,2047,690.3,690.3,3949.3,3259.0,5.7
p89,2048,709.7,709.7,4074.3,3364.5,5.7
p89,2049,729.2,729.2,4200.4,3471.1,5.8
p89,2050,748.8,748.8,4327.7,3578.9,5.8
p9,2023,0.0,0.0,0.0,0.0,
p9,2024,42.8,42.8,225.1,182.2,5.3
p9,2025,85.8,85.8,452.1,366.4,5.3
p9,2026,128.9,128.9,681.3,552.4,5.3
p9,2027,172.1,172.1,912.4,740.3,5.3
p9,2028,215.5,215.5,1145.7,930.2,5.3
p9,2029,259.0,259.0,1381.0,1122.1,5.3
p9,2030,302.6,302.6,1618.5,1315.9,5.3
p9,2031,325.6,325.6,1744.5,1418.9,5.4
p9,2032,348.7,348.7,1871.1,1522.4,5.4
p9,2033,371.8,371.8,1998.3,1626.6,5.4
p9,2034,394.9,394.9,2126.1,1731.3,5.4
p9,2035,418.1,418.1,2254.6,1836.5,5.4
p9,2036,441.3,441.3,2383.6,1942.3,5.4
p9,2037,464.5,464.5,2513.2,2048.7,5.4
p9,2038,487.8,487.8,2643.5,2155.7,5.4
p9,2039,511.1,511.1,2774.3,2263.2,5.4
p9,2040,534.5,534.5,2905.8,2371.4,5.4
p9,2041,552.0,552.0,3005.1,2453.0,5.4
p9,2042,569.6,569.6,3104.7,2535.0,5.5
p9,2043,587.3,587.3,3204.6,2617.4,5.5
p9,2044,604.9,604.9,3304.9,2700.0,5.5
p9,2045,622.6,622.6,3405.6,2783.1,5.5
p9,2046,640.2,640.2,3506.6,2866.4,5.5
p9,2047,657.9,657.9,3608.0,2950.1,5.5
p9,2048,675.7,675.7,3709.8,3034.1,5.5
p9,2049,693.4,693.4,3811.9,3118.4,5.5
p9,2050,711.2,711.2,3914.3,3203.1,5.5
p90,2023,0.0,0.0,0.0,0.0,
p90,2024,22.4,22.4,114.3,91.9,5.1
p90,2025,45.0,45.0,230.2,185.2,5.1
p90,2026,67.6,67.6,347.6,280.0,5.1
p90,2027,90.3,90.3,466.6,376.3,5.2
p90,2028,113.2,113.2,587.2,474.0,5.2
p90,2029,136.1,136.1,709.4,573.3,5.2
p90,2030,159.2,159.2,833.3,674.1,5.2
p90,2031,171.4,171.4,899.4,728.0,5.2
p90,2032,183.6,183.6,965.9,782.4,5.3
p90,2033,195.8,195.8,1033.0,837.1,5.3
p90,2034,208.1,208.1,1100.5,892.4,5.3
p90,2035,220.4,220.4,1168.5,948.0,5.3
p90,2036,232.8,232.8,1236.9,1004.2,5.3
p90,2037,245.2,245.2,1305.9,1060.7,5.3
p90,2038,257.6,257.6,1375.3,1117.8,5.3
p90,2039,270.0,270.0,1445.3,1175.3,5.4
p90,2040,282.5,282.5,1515.7,1233.2,5.4
p90,2041,291.9,291.9,1569.0,1277.2,5.4
p90,2042,301.3,301.3,1622.6,1321.4,5.4
p90,2043,310.7,310.7,1676.5,1365.9,5.4
p90,2044,320.1,320.1,1730.7,1410.6,5.4
p90,2045,329.6,329.6,1785.2,1455.6,5.4
p90,2046,339.1,339.1,1840.0,1500.9,5.4
p90,2047,348.6,348.6,1895.1,1546.5,5.4
p90,2048,358.1,358.1,1950.4,1592.3,5.4
p90,2049,367.6,367.6,2006.1,1638.4,5.5
p90,2050,377.2,377.2,2062.0,1684.8,5.5
p91,2023,0.0,0.0,0.0,0.0,
p91,2024,2.1,2.1,11.5,9.5,5.6
p91,2025,4.1,4.1,23.1,19.0,5.6
p91,2026,6.2,6.2,34.7,28.5,5.6
p91,2027,8.2,8.2,46.3,38.1,5.6
p91,2028,10.3,10.3,58.0,47.7,5.6
p91,2029,12.4,12.4,69.8,57.4,5.6
p91,2030,14.4,14.4,81.5,67.1,5.6
p91,2031,15.5,15.5,87.8,72.2,5.7
p91,2032,16.6,16.6,94.0,77.4,5.7
p91,2033,17.7,17.7,100.2,82.5,5.7
p91,2034,18.8,18.8,106.5,87.7,5.7
p91,2035,19.9,19.9,112.7,92.8,5.7
p91,2036,21.0,21.0,119.0,98.0,5.7
p91,2037,22.1,22.1,125.3,103.2,5.7
p91,2038,23.2,23.2,131.6,108.4,5.7
p91,2039,24.3,24.3,137.9,113.6,5.7
p91,2040,25.4,25.4,144.2,118.9,5.7
p91,2041,26.2,26.2,149.0,122.8,5.7
p91,2042,27.0,27.0,153.7,126.7,5.7
p91,2043,27.8,27.8,158.5,130.7,5.7
p91,2044,28.6,28.6,163.3,134.6,5.7
p91,2045,29.5,29.5,168.1,138.6,5.7
p91,2046,30.3,30.3,172.8,142.5,5.7
p91,2047,31.1,31.1,177.6,146.5,5.7
p91,2048,31.9,31.9,182.4,150.5,5.7
p91,2049,32.8,32.8,187.3,154.5,5.7
p91,2050,33.6,33.6,192.1,158.5,5.7
p92,2023,0.0,0.0,0.0,0.0,
p92,2024,115.8,115.8,595.2,479.4,5.1
p92,2025,232.8,232.8,1207.3,974.5,5.2
p92,2026,350.9,350.9,1836.8,1485.9,5.2
p92,2027,470.1,470.1,2484.2,2014.1,5.3
p92,2028,590.6,590.6,3150.1,2559.5,5.3
p92,2029,712.2,712.2,3834.8,3122.7,5.4
p92,2030,834.9,834.9,4539.0,3704.1,5.4
p92,2031,900.4,900.4,4921.6,4021.2,5.5
p92,2032,966.2,966.2,5309.9,4343.6,5.5
p92,2033,1032.4,1032.4,5704.0,4671.6,5.5
p92,2034,1098.9,1098.9,6104.0,5005.2,5.6
p92,2035,1165.7,1165.7,6510.1,5344.4,5.6
p92,2036,1232.9,1232.9,6922.2,5689.3,5.6
p92,2037,1300.5,1300.5,7340.6,6040.1,5.6
p92,2038,1368.3,1368.3,7765.2,6396.9,5.7
p92,2039,1436.6,1436.6,8196.2,6759.6,5.7
p92,2040,1505.2,1505.2,8633.7,7128.5,5.7
p92,2041,1557.1,1557.1,8968.6,7411.5,5.8
p92,2042,1609.3,1609.3,9307.4,7698.0,5.8
p92,2043,1661.8,1661.8,9649.9,7988.2,5.8
p92,2044,1714.4,1714.4,9996.4,8282.0,5.8
p92,2045,1767.2,1767.2,10346.8,8579.6,5.9
p92,2046,1820.2,1820.2,10701.1,8880.9,5.9
p92,2047,1873.4,1873.4,11059.5,9186.1,5.9
p92,2048,1926.8,1926.8,11421.9,9495.0,5.9
p92,2049,1980.5,1980.5,11788.4,9807.9,6.0
p92,2050,2034.3,2034.3,12159.1,10124.8,6.0
p93,2023,0.0,0.0,0.0,0.0,
p93,2024,6.7,6.7,32.4,25.7,4.8
p93,2025,13.5,13.5,65.2,51.8,4.8
p93,2026,20.2,20.2,98.5,78.3,4.9
p93,2027,27.0,27.0,132.2,105.1,4.9
p93,2028,33.9,33.9,166.3,132.4,4.9
p93,2029,40.7,40.7,200.9,160.1,4.9
p93,2030,47.6,47.6,235.9,188.3,5.0
p93,2031,51.2,51.2,254.5,203.3,5.0
p93,2032,54.9,54.9,273.3,218.4,5.0
p93,2033,58.6,58.6,292.3,233.7,5.0
p93,2034,62.2,62.2,311.3,249.1,5.0
p93,2035,65.9,65.9,330.5,264.6,5.0
p93,2036,69.6,69.6,349.9,280.3,5.0
p93,2037,73.3,73.3,369.3,296.0,5.0
p93,2038,77.0,77.0,388.9,311.9,5.1
p93,2039,80.7,80.7,408.6,327.9,5.1
p93,2040,84.4,84.4,428.5,344.0,5.1
p93,2041,87.2,87.2,443.5,356.3,5.1
p93,2042,90.1,90.1,458.6,368.6,5.1
p93,2043,92.9,92.9,473.8,381.0,5.1
p93,2044,95.7,95.7,489.1,393.4,5.1
p93,2045,98.5,98.5,504.4,405.9,5.1
p93,2046,101.3,101.3,519.9,418.5,5.1
p93,2047,104.2,104.2,535.4,431.2,5.1
p93,2048,107.0,107.0,551.0,443.9,5.1
p93,2049,109.9,109.9,566.6,456.8,5.2
p93,2050,112.7,112.7,582.4,469.6,5.2
p94,2023,0.0,0.0,0.0,0.0,
p94,2024,378.0,378.0,1965.8,1587.7,5.2
p94,2025,764.7,764.7,4062.3,3297.6,5.3
p94,2026,1160.2,1160.2,6298.2,5138.0,5.4
p94,2027,1564.7,1564.7,8682.8,7118.1,5.5
p94,2028,1978.5,1978.5,11226.0,9247.5,5.7
p94,2029,2401.6,2401.6,13938.3,11536.7,5.8
p94,2030,2834.5,2834.5,16831.0,13996.5,5.9
p94,2031,3070.1,3070.1,18473.1,15403.0,6.0
p94,2032,3308.6,3308.6,20173.3,16864.7,6.1
p94,2033,3550.0,3550.0,21933.7,18383.7,6.2
p94,2034,3794.3,3794.3,23756.4,19962.1,6.3
p94,2035,4041.6,4041.6,25643.7,21602.0,6.3
p94,2036,4291.9,4291.9,27597.7,23305.8,6.4
p94,2037,4545.3,4545.3,29620.9,25075.6,6.5
p94,2038,4801.7,4801.7,31715.7,26914.0,6.6
p94,2039,5061.2,5061.2,33884.7,28823.5,6.7
p94,2040,5323.9,5323.9,36130.4,30806.5,6.8
p94,2041,5525.9,5525.9,37897.5,32371.6,6.9
p94,2042,5729.9,5729.9,39712.2,33982.4,6.9
p94,2043,5935.7,5935.7,41575.7,35640.1,7.0
p94,2044,6143.3,6143.3,43489.3,37346.0,7.1
p94,2045,6353.0,6353.0,45454.4,39101.5,7.2
p94,2046,6564.5,6564.5,47472.4,40907.9,7.2
p94,2047,6778.0,6778.0,49544.6,42766.6,7.3
p94,2048,6993.5,6993.5,51672.6,44679.1,7.4
p94,2049,7210.9,7210.9,53857.9,46646.9,7.5
p94,2050,7430.4,7430.4,56101.9,48671.5,7.6
p95,2023,0.0,0.0,0.0,0.0,
p95,2024,45.1,45.1,230.2,185.1,5.1
p95,2025,90.9,90.9,469.7,378.8,5.2
