region,year,avg_added_mw,flat_true_peak_added_mw,flat_false_peak_added_mw,peak_diff_mw,peak_ratio
p44,2048,19.9,19.9,101.7,81.8,5.1
p44,2049,20.4,20.4,104.7,84.3,5.1
p44,2050,20.9,20.9,107.7,86.8,5.1
p45,2023,0.0,0.0,0.0,0.0,
p45,2024,37.2,37.2,187.3,150.1,5.0
p45,2025,75.2,75.2,387.9,312.7,5.2
p45,2026,114.2,114.2,602.8,488.5,5.3
p45,2027,154.2,154.2,832.9,678.7,5.4
p45,2028,195.1,195.1,1079.4,884.2,5.5
p45,2029,237.0,237.0,1343.3,1106.3,5.7
p45,2030,280.0,280.0,1626.1,1346.1,5.8
p45,2031,303.4,303.4,1787.4,1484.0,5.9
p45,2032,327.2,327.2,1954.9,1627.7,6.0
p45,2033,351.2,351.2,2128.6,1777.4,6.1
p45,2034,375.6,375.6,2309.0,1933.4,6.1
p45,2035,400.3,400.3,2496.2,2095.9,6.2
p45,2036,425.3,425.3,2690.5,2265.2,6.3
p45,2037,450.6,450.6,2892.1,2441.5,6.4
p45,2038,476.2,476.2,3101.3,2625.1,6.5
p45,2039,502.2,502.2,3318.5,2816.3,6.6
p45,2040,528.5,528.5,3543.9,3015.4,6.7
p45,2041,548.8,548.8,3721.9,3173.0,6.8
p45,2042,569.3,569.3,3904.9,3335.6,6.9
p45,2043,590.0,590.0,4093.3,3503.3,6.9
p45,2044,610.9,610.9,4287.0,3676.1,7.0
p45,2045,632.0,632.0,4486.4,3854.4,7.1
p45,2046,653.3,653.3,4691.4,4038.2,7.2
p45,2047,674.8,674.8,4902.4,4227.6,7.3
p45,2048,696.5,696.5,5119.5,4423.0,7.4
p45,2049,718.5,718.5,5342.8,4624.3,7.4
p45,2050,740.6,740.6,5572.5,4831.9,7.5
p46,2023,0.0,0.0,0.0,0.0,
p46,2024,4.9,4.9,24.8,20.0,5.1
p46,2025,9.8,9.8,50.0,40.2,5.1
p46,2026,14.7,14.7,75.6,60.9,5.1
p46,2027,19.7,19.7,101.5,81.8,5.2
p46,2028,24.7,24.7,127.8,103.1,5.2
p46,2029,29.7,29.7,154.4,124.8,5.2
p46,2030,34.7,34.7,181.5,146.8,5.2
p46,2031,37.3,37.3,195.9,158.6,5.2
p46,2032,40.0,40.0,210.5,170.5,5.3
p46,2033,42.7,42.7,225.1,182.5,5.3
p46,2034,45.4,45.4,239.9,194.5,5.3
p46,2035,48.1,48.1,254.8,206.7,5.3
p46,2036,50.7,50.7,269.8,219.0,5.3
p46,2037,53.5,53.5,284.9,231.5,5.3
p46,2038,56.2,56.2,300.1,244.0,5.3
p46,2039,58.9,58.9,315.5,256.6,5.4
p46,2040,61.6,61.6,330.9,269.3,5.4
p46,2041,63.7,63.7,342.6,279.0,5.4
p46,2042,65.7,65.7,354.4,288.7,5.4
p46,2043,67.8,67.8,366.3,298.5,5.4
p46,2044,69.8,69.8,378.2,308.3,5.4
p46,2045,71.9,71.9,390.2,318.3,5.4
p46,2046,74.0,74.0,402.2,328.2,5.4
p46,2047,76.1,76.1,414.3,338.3,5.4
p46,2048,78.1,78.1,426.5,348.4,5.5
p46,2049,80.2,80.2,438.8,358.5,5.5
p46,2050,82.3,82.3,451.1,368.8,5.5
p47,2023,0.0,0.0,0.0,0.0,
p47,2024,8.9,8.9,42.5,33.7,4.8
p47,2025,17.8,17.8,86.2,68.4,4.8
p47,2026,26.8,26.8,131.0,104.2,4.9
p47,2027,35.9,35.9,177.1,141.1,4.9
p47,2028,45.1,45.1,224.4,179.3,5.0
p47,2029,54.4,54.4,273.0,218.6,5.0
p47,2030,63.7,63.7,322.9,259.1,5.1
p47,2031,68.7,68.7,349.9,281.2,5.1
p47,2032,73.7,73.7,377.4,303.7,5.1
p47,2033,78.8,78.8,405.2,326.5,5.1
p47,2034,83.8,83.8,433.5,349.7,5.2
p47,2035,88.9,88.9,462.1,373.2,5.2
p47,2036,94.0,94.0,491.2,397.2,5.2
p47,2037,99.2,99.2,520.7,421.5,5.3
p47,2038,104.3,104.3,550.6,446.3,5.3
p47,2039,109.5,109.5,580.9,471.4,5.3
p47,2040,114.7,114.7,611.7,497.0,5.3
p47,2041,118.7,118.7,635.2,516.5,5.4
p47,2042,122.7,122.7,659.0,536.4,5.4
p47,2043,126.6,126.6,683.1,556.4,5.4
p47,2044,130.6,130.6,707.4,576.7,5.4
p47,2045,134.6,134.6,731.9,597.3,5.4
p47,2046,138.7,138.7,756.8,618.1,5.5
p47,2047,142.7,142.7,781.9,639.2,5.5
p47,2048,146.8,146.8,807.2,660.5,5.5
p47,2049,150.8,150.8,832.9,682.0,5.5
p47,2050,154.9,154.9,858.8,703.9,5.5
p48,2023,0.0,0.0,0.0,0.0,
p48,2024,30.7,30.7,159.4,128.7,5.2
p48,2025,61.7,61.7,323.4,261.7,5.2
p48,2026,93.0,93.0,492.0,398.9,5.3
p48,2027,124.6,124.6,665.3,540.7,5.3
p48,2028,156.6,156.6,843.6,687.0,5.4
p48,2029,188.8,188.8,1026.9,838.1,5.4
p48,2030,221.3,221.3,1215.3,994.0,5.5
p48,2031,238.7,238.7,1317.7,1079.0,5.5
p48,2032,256.1,256.1,1421.6,1165.5,5.6
p48,2033,273.6,273.6,1527.1,1253.4,5.6
p48,2034,291.3,291.3,1634.1,1342.8,5.6
p48,2035,309.0,309.0,1742.7,1433.7,5.6
p48,2036,326.8,326.8,1853.0,1526.2,5.7
p48,2037,344.7,344.7,1964.9,1620.2,5.7
p48,2038,362.7,362.7,2078.4,1715.8,5.7
p48,2039,380.7,380.7,2193.7,1812.9,5.8
p48,2040,398.9,398.9,2310.7,1911.8,5.8
p48,2041,412.7,412.7,2400.2,1987.5,5.8
p48,2042,426.5,426.5,2490.8,2064.3,5.8
p48,2043,440.4,440.4,2582.4,2142.0,5.9
p48,2044,454.3,454.3,2675.0,2220.7,5.9
p48,2045,468.3,468.3,2768.7,2300.4,5.9
p48,2046,482.4,482.4,2863.4,2381.0,5.9
p48,2047,496.5,496.5,2959.2,2462.7,6.0
p48,2048,510.6,510.6,3056.1,2545.4,6.0
p48,2049,524.8,524.8,3154.0,2629.2,6.0
p48,2050,539.1,539.1,3253.1,2714.0,6.0
p49,2023,0.0,0.0,0.0,0.0,
p49,2024,0.7,0.7,3.7,3.1,5.5
p49,2025,1.4,1.4,7.6,6.2,5.5
p49,2026,2.1,2.1,11.4,9.4,5.6
p49,2027,2.8,2.8,15.4,12.7,5.6
p49,2028,3.5,3.5,19.5,16.0,5.6
p49,2029,4.2,4.2,23.6,19.4,5.7
p49,2030,4.9,4.9,27.8,22.9,5.7
p49,2031,5.2,5.2,30.1,24.8,5.7
p49,2032,5.6,5.6,32.4,26.7,5.8
p49,2033,6.0,6.0,34.7,28.7,5.8
p49,2034,6.4,6.4,37.0,30.6,5.8
p49,2035,6.8,6.8,39.4,32.6,5.8
p49,2036,7.2,7.2,41.8,34.6,5.8
p49,2037,7.5,7.5,44.2,36.7,5.9
p49,2038,7.9,7.9,46.7,38.7,5.9
p49,2039,8.3,8.3,49.1,40.8,5.9
p49,2040,8.7,8.7,51.6,42.9,5.9
p49,2041,9.0,9.0,53.5,44.5,5.9
p49,2042,9.3,9.3,55.4,46.1,6.0
p49,2043,9.6,9.6,57.4,47.8,6.0
p49,2044,9.9,9.9,59.3,49.4,6.0
p49,2045,10.2,10.2,61.3,51.1,6.0
p49,2046,10.5,10.5,63.3,52.8,6.0
p49,2047,10.8,10.8,65.2,54.5,6.1
p49,2048,11.1,11.1,67.3,56.2,6.1
p49,2049,11.4,11.4,69.3,57.9,6.1
p49,2050,11.7,11.7,71.3,59.6,6.1
p5,2023,0.0,0.0,0.0,0.0,
p5,2024,239.3,239.3,1106.0,866.7,4.6
p5,2025,490.9,490.9,2377.5,1886.6,4.8
p5,2026,755.4,755.4,3839.3,3083.9,5.1
p5,2027,1033.6,1033.6,5519.9,4486.4,5.3
p5,2028,1325.9,1325.9,7452.1,6126.2,5.6
p5,2029,1633.3,1633.3,9673.5,8040.2,5.9
p5,2030,1956.5,1956.5,12227.4,10270.9,6.2
p5,2031,2140.1,2140.1,13814.2,11674.1,6.5
p5,2032,2328.8,2328.8,15529.3,13200.5,6.7
p5,2033,2522.8,2522.8,17383.2,14860.4,6.9
p5,2034,2722.1,2722.1,19387.0,16664.9,7.1
p5,2035,2927.0,2927.0,21552.9,18626.0,7.4
p5,2036,3137.5,3137.5,23894.0,20756.5,7.6
p5,2037,3353.9,3353.9,26424.5,23070.7,7.9
p5,2038,3576.3,3576.3,29159.7,25583.4,8.2
p5,2039,3804.8,3804.8,32116.2,28311.3,8.4
p5,2040,4039.7,4039.7,35311.7,31272.0,8.7
p5,2041,4226.1,4226.1,37978.5,33752.4,9.0
p5,2042,4416.5,4416.5,40811.9,36395.4,9.2
p5,2043,4611.0,4611.0,43822.2,39211.2,9.5
p5,2044,4809.6,4809.6,47020.5,42210.9,9.8
p5,2045,5012.5,5012.5,50418.6,45406.1,10.1
p5,2046,5219.7,5219.7,54028.9,48809.1,10.4
p5,2047,5431.4,5431.4,57864.6,52433.2,10.7
p5,2048,5647.6,5647.6,61939.9,56292.3,11.0
p5,2049,5868.4,5868.4,66269.7,60401.3,11.3
p5,2050,6094.0,6094.0,70870.0,64776.0,11.6
p50,2023,0.0,0.0,0.0,0.0,
p50,2024,63.4,63.4,348.4,285.0,5.5
p50,2025,127.7,127.7,709.5,581.8,5.6
p50,2026,192.7,192.7,1083.8,891.0,5.6
p50,2027,258.6,258.6,1471.6,1213.0,5.7
p50,2028,325.3,325.3,1873.5,1548.3,5.8
p50,2029,392.8,392.8,2290.1,1897.3,5.8
p50,2030,461.1,461.1,2721.8,2260.7,5.9
p50,2031,497.7,497.7,2958.5,2460.7,5.9
p50,2032,534.6,534.6,3199.7,2665.1,6.0
p50,2033,571.7,571.7,3445.6,2873.9,6.0
p50,2034,609.0,609.0,3696.2,3087.2,6.1
p50,2035,646.6,646.6,3951.6,3305.0,6.1
p50,2036,684.4,684.4,4212.0,3527.5,6.2
p50,2037,722.5,722.5,4477.3,3754.8,6.2
p50,2038,760.9,760.9,4747.8,3986.9,6.2
p50,2039,799.4,799.4,5023.4,4224.0,6.3
p50,2040,838.3,838.3,5304.4,4466.1,6.3
p50,2041,867.8,867.8,5520.8,4652.9,6.4
p50,2042,897.5,897.5,5740.2,4842.7,6.4
p50,2043,927.3,927.3,5962.9,5035.6,6.4
p50,2044,957.3,957.3,6188.8,5231.5,6.5
p50,2045,987.5,987.5,6418.0,5430.6,6.5
p50,2046,1017.7,1017.7,6650.6,5632.8,6.5
p50,2047,1048.2,1048.2,6886.5,5838.3,6.6
p50,2048,1078.8,1078.8,7125.8,6047.0,6.6
p50,2049,1109.5,1109.5,7368.6,6259.1,6.6
p50,2050,1140.4,1140.4,7614.9,6474.6,6.7
p51,2023,0.0,0.0,0.0,0.0,
p51,2024,32.3,32.3,177.2,144.9,5.5
p51,2025,64.9,64.9,360.2,295.3,5.6
p51,2026,97.9,97.9,549.3,451.4,5.6
p51,2027,131.3,131.3,744.6,613.4,5.7
p51,2028,165.0,165.0,946.5,781.4,5.7
p51,2029,199.2,199.2,1155.0,955.8,5.8
p51,2030,233.7,233.7,1370.3,1136.7,5.9
p51,2031,252.1,252.1,1488.0,1235.9,5.9
p51,2032,270.7,270.7,1607.7,1337.0,5.9
p51,2033,289.4,289.4,1729.5,1440.1,6.0
p51,2034,308.2,308.2,1853.5,1545.3,6.0
p51,2035,327.1,327.1,1979.6,1652.5,6.1
p51,2036,346.1,346.1,2107.9,1761.8,6.1
p51,2037,365.2,365.2,2238.4,1873.2,6.1
p51,2038,384.5,384.5,2371.3,1986.8,6.2
p51,2039,403.9,403.9,2506.4,2102.6,6.2
p51,2040,423.3,423.3,2644.0,2220.6,6.2
p51,2041,438.1,438.1,2749.6,2311.5,6.3
p51,2042,453.0,453.0,2856.7,2403.7,6.3
p51,2043,467.9,467.9,2965.1,2497.2,6.3
p51,2044,482.9,482.9,3075.0,2592.1,6.4
p51,2045,498.0,498.0,3186.4,2688.4,6.4
p51,2046,513.1,513.1,3299.2,2786.1,6.4
p51,2047,528.3,528.3,3413.5,2885.2,6.5
p51,2048,543.6,543.6,3529.3,2985.7,6.5
p51,2049,559.0,559.0,3646.7,3087.7,6.5
p51,2050,574.4,574.4,3765.6,3191.2,6.6
p52,2023,0.0,0.0,0.0,0.0,
p52,2024,0.2,0.2,1.2,1.0,5.5
p52,2025,0.4,0.4,2.5,2.0,5.5
p52,2026,0.7,0.7,3.7,3.0,5.5
p52,2027,0.9,0.9,4.9,4.0,5.5
p52,2028,1.1,1.1,6.2,5.1,5.5
p52,2029,1.3,1.3,7.4,6.1,5.5
p52,2030,1.6,1.6,8.7,7.1,5.5
p52,2031,1.7,1.7,9.4,7.7,5.5
p52,2032,1.8,1.8,10.0,8.2,5.5
p52,2033,1.9,1.9,10.7,8.7,5.5
p52,2034,2.1,2.1,11.3,9.3,5.5
p52,2035,2.2,2.2,12.0,9.8,5.5
p52,2036,2.3,2.3,12.7,10.4,5.5
p52,2037,2.4,2.4,13.3,10.9,5.5
p52,2038,2.5,2.5,14.0,11.5,5.5
p52,2039,2.6,2.6,14.7,12.0,5.5
p52,2040,2.8,2.8,15.4,12.6,5.6
p52,2041,2.9,2.9,15.9,13.0,5.6
p52,2042,2.9,2.9,16.4,13.4,5.6
p52,2043,3.0,3.0,16.9,13.8,5.6
p52,2044,3.1,3.1,17.4,14.3,5.6
p52,2045,3.2,3.2,17.9,14.7,5.6
p52,2046,3.3,3.3,18.4,15.1,5.6
p52,2047,3.4,3.4,18.9,15.5,5.6
p52,2048,3.5,3.5,19.4,15.9,5.6
p52,2049,3.6,3.6,19.9,16.4,5.6
p52,2050,3.7,3.7,20.4,16.8,5.6
p53,2023,0.0,0.0,0.0,0.0,
p53,2024,5.6,5.6,30.7,25.1,5.5
p53,2025,11.2,11.2,61.4,50.2,5.5
p53,2026,16.8,16.8,92.3,75.5,5.5
p53,2027,22.4,22.4,123.3,100.9,5.5
p53,2028,28.0,28.0,154.4,126.3,5.5
p53,2029,33.7,33.7,185.6,151.9,5.5
p53,2030,39.3,39.3,216.9,177.6,5.5
p53,2031,42.3,42.3,233.4,191.1,5.5
p53,2032,45.2,45.2,249.9,204.7,5.5
p53,2033,48.2,48.2,266.5,218.3,5.5
p53,2034,51.2,51.2,283.1,231.9,5.5
p53,2035,54.1,54.1,299.7,245.6,5.5
p53,2036,57.1,57.1,316.4,259.3,5.5
p53,2037,60.1,60.1,333.1,273.0,5.5
p53,2038,63.1,63.1,349.8,286.8,5.5
p53,2039,66.0,66.0,366.6,300.5,5.6
p53,2040,69.0,69.0,383.3,314.3,5.6
p53,2041,71.2,71.2,396.0,324.7,5.6
p53,2042,73.5,73.5,408.6,335.1,5.6
p53,2043,75.7,75.7,421.2,345.5,5.6
p53,2044,78.0,78.0,433.9,356.0,5.6
p53,2045,80.2,80.2,446.6,366.4,5.6
p53,2046,82.5,82.5,459.3,376.9,5.6
p53,2047,84.7,84.7,472.0,387.3,5.6
p53,2048,86.9,86.9,484.8,397.8,5.6
p53,2049,89.2,89.2,497.5,408.3,5.6
p53,2050,91.4,91.4,510.3,418.9,5.6
p54,2023,0.0,0.0,0.0,0.0,
p54,2024,10.5,10.5,56.1,45.7,5.4
p54,2025,21.0,21.0,113.0,92.0,5.4
p54,2026,31.6,31.6,170.5,138.9,5.4
p54,2027,42.2,42.2,228.7,186.5,5.4
p54,2028,52.9,52.9,287.6,234.7,5.4
p54,2029,63.6,63.6,347.2,283.6,5.5
p54,2030,74.3,74.3,407.5,333.2,5.5
p54,2031,80.0,80.0,439.7,359.7,5.5
p54,2032,85.7,85.7,472.0,386.4,5.5
p54,2033,91.4,91.4,504.6,413.2,5.5
p54,2034,97.1,97.1,537.3,440.2,5.5
p54,2035,102.8,102.8,570.3,467.5,5.5
p54,2036,108.6,108.6,603.5,494.9,5.6
p54,2037,114.3,114.3,636.9,522.6,5.6
p54,2038,120.1,120.1,670.5,550.4,5.6
p54,2039,125.9,125.9,704.3,578.4,5.6
p54,2040,131.7,131.7,738.3,606.7,5.6
p54,2041,136.0,136.0,764.1,628.0,5.6
p54,2042,140.4,140.4,789.9,649.5,5.6
p54,2043,144.8,144.8,815.9,671.1,5.6
p54,2044,149.2,149.2,842.1,692.9,5.6
p54,2045,153.6,153.6,868.3,714.7,5.7
p54,2046,158.0,158.0,894.7,736.7,5.7
p54,2047,162.4,162.4,921.2,758.8,5.7
p54,2048,166.8,166.8,947.8,781.0,5.7
p54,2049,171.2,171.2,974.5,803.3,5.7
p54,2050,175.6,175.6,1001.4,825.8,5.7
p55,2023,0.0,0.0,0.0,0.0,
p55,2024,6.3,6.3,33.7,27.4,5.4
p55,2025,12.6,12.6,67.8,55.2,5.4
p55,2026,19.0,19.0,102.5,83.6,5.4
p55,2027,25.3,25.3,137.8,112.4,5.4
p55,2028,31.8,31.8,173.5,141.8,5.5
p55,2029,38.2,38.2,209.9,171.6,5.5
p55,2030,44.7,44.7,246.7,202.0,5.5
p55,2031,48.1,48.1,266.5,218.3,5.5
p55,2032,51.6,51.6,286.3,234.7,5.6
p55,2033,55.0,55.0,306.4,251.3,5.6
p55,2034,58.5,58.5,326.6,268.1,5.6
p55,2035,62.0,62.0,346.9,285.0,5.6
p55,2036,65.5,65.5,367.4,302.0,5.6
p55,2037,68.9,68.9,388.1,319.2,5.6
p55,2038,72.4,72.4,409.0,336.5,5.6
p55,2039,76.0,76.0,430.0,354.1,5.7
p55,2040,79.5,79.5,451.2,371.7,5.7
p55,2041,82.1,82.1,467.3,385.1,5.7
p55,2042,84.8,84.8,483.5,398.7,5.7
p55,2043,87.5,87.5,499.7,412.3,5.7
p55,2044,90.1,90.1,516.1,426.0,5.7
p55,2045,92.8,92.8,532.6,439.7,5.7
p55,2046,95.5,95.5,549.1,453.6,5.7
p55,2047,98.2,98.2,565.8,467.6,5.8
p55,2048,100.9,100.9,582.6,481.7,5.8
p55,2049,103.6,103.6,599.4,495.8,5.8
p55,2050,106.3,106.3,616.4,510.1,5.8
p56,2023,0.0,0.0,0.0,0.0,
p56,2024,0.5,0.5,2.4,1.9,5.1
p56,2025,0.9,0.9,4.7,3.8,5.1
p56,2026,1.4,1.4,7.1,5.7,5.1
p56,2027,1.9,1.9,9.4,7.6,5.1
p56,2028,2.3,2.3,11.8,9.5,5.1
p56,2029,2.8,2.8,14.1,11.4,5.1
p56,2030,3.3,3.3,16.5,13.2,5.1
p56,2031,3.5,3.5,17.8,14.2,5.1
p56,2032,3.7,3.7,19.0,15.2,5.1
p56,2033,4.0,4.0,20.2,16.2,5.1
p56,2034,4.2,4.2,21.5,17.2,5.1
p56,2035,4.5,4.5,22.7,18.2,5.1
p56,2036,4.7,4.7,24.0,19.2,5.1
p56,2037,5.0,5.0,25.2,20.2,5.1
p56,2038,5.2,5.2,26.5,21.2,5.1
p56,2039,5.5,5.5,27.7,22.2,5.1
p56,2040,5.7,5.7,29.0,23.2,5.1
p56,2041,5.9,5.9,29.9,24.0,5.1
p56,2042,6.1,6.1,30.8,24.8,5.1
p56,2043,6.3,6.3,31.8,25.5,5.1
p56,2044,6.4,6.4,32.7,26.3,5.1
p56,2045,6.6,6.6,33.6,27.0,5.1
p56,2046,6.8,6.8,34.6,27.8,5.1
p56,2047,7.0,7.0,35.5,28.5,5.1
p56,2048,7.2,7.2,36.5,29.3,5.1
p56,2049,7.4,7.4,37.4,30.0,5.1
p56,2050,7.5,7.5,38.3,30.8,5.1
p57,2023,0.0,0.0,0.0,0.0,
p57,2024,18.5,18.5,95.8,77.4,5.2
p57,2025,37.2,37.2,196.7,159.4,5.3
p57,2026,56.4,56.4,302.8,246.4,5.4
p57,2027,75.8,75.8,414.5,338.7,5.5
p57,2028,95.6,95.6,532.1,436.4,5.6
p57,2029,115.8,115.8,655.8,540.0,5.7
p57,2030,136.4,136.4,786.0,649.6,5.8
p57,2031,147.5,147.5,858.7,711.3,5.8
p57,2032,158.7,158.7,933.5,774.8,5.9
p57,2033,170.0,170.0,1010.3,840.3,5.9
p57,2034,181.4,181.4,1089.3,907.9,6.0
p57,2035,192.9,192.9,1170.5,977.6,6.1
p57,2036,204.5,204.5,1253.9,1049.3,6.1
p57,2037,216.3,216.3,1339.6,1123.4,6.2
p57,2038,228.2,228.2,1427.8,1199.6,6.3
p57,2039,240.1,240.1,1518.4,1278.3,6.3
p57,2040,252.2,252.2,1611.5,1359.3,6.4
p57,2041,261.5,261.5,1684.0,1422.6,6.4
p57,2042,270.8,270.8,1758.1,1487.3,6.5
p57,2043,280.2,280.2,1833.7,1553.6,6.5
p57,2044,289.6,289.6,1910.9,1621.3,6.6
p57,2045,299.1,299.1,1989.8,1690.7,6.7
p57,2046,308.7,308.7,2070.3,1761.6,6.7
p57,2047,318.4,318.4,2152.5,1834.1,6.8
p57,2048,328.1,328.1,2236.4,1908.3,6.8
p57,2049,337.9,337.9,2322.2,1984.3,6.9
p57,2050,347.8,347.8,2409.7,2061.9,6.9
p58,2023,0.0,0.0,0.0,0.0,
p58,2024,94.1,94.1,467.7,373.6,5.0
p58,2025,189.3,189.3,950.6,761.3,5.0
p58,2026,285.5,285.5,1449.1,1163.6,5.1
p58,2027,382.8,382.8,1963.8,1581.0,5.1
p58,2028,481.1,481.1,2495.1,2014.0,5.2
p58,2029,580.6,580.6,3043.7,2463.1,5.2
p58,2030,681.2,681.2,3610.1,2928.9,5.3
p58,2031,734.9,734.9,3919.2,3184.3,5.3
p58,2032,789.0,789.0,4233.6,3444.6,5.4
p58,2033,843.4,843.4,4553.4,3710.0,5.4
p58,2034,898.1,898.1,4878.6,3980.6,5.4
p58,2035,953.1,953.1,5209.5,4256.4,5.5
p58,2036,1008.5,1008.5,5546.0,4537.5,5.5
p58,2037,1064.2,1064.2,5888.3,4824.1,5.5
p58,2038,1120.2,1120.2,6236.4,5116.3,5.6
p58,2039,1176.5,1176.5,6590.6,5414.1,5.6
p58,2040,1233.2,1233.2,6950.7,5717.6,5.6
p58,2041,1276.2,1276.2,7227.3,5951.1,5.7
p58,2042,1319.4,1319.4,7507.4,6188.0,5.7
p58,2043,1362.8,1362.8,7791.2,6428.4,5.7
p58,2044,1406.4,1406.4,8078.6,6672.2,5.7
p58,2045,1450.2,1450.2,8369.8,6919.6,5.8
p58,2046,1494.2,1494.2,8664.7,7170.5,5.8
p58,2047,1538.4,1538.4,8963.4,7425.0,5.8
p58,2048,1582.8,1582.8,9266.0,7683.3,5.9
p58,2049,1627.4,1627.4,9572.6,7945.2,5.9
p58,2050,1672.1,1672.1,9883.0,8210.9,5.9
p59,2023,0.0,0.0,0.0,0.0,
p59,2024,27.4,27.4,141.8,114.5,5.2
p59,2025,55.5,55.5,296.4,240.9,5.3
p59,2026,84.6,84.6,465.0,380.4,5.5
p59,2027,114.6,114.6,648.7,534.1,5.7
p59,2028,145.5,145.5,849.0,703.6,5.8
p59,2029,177.3,177.3,1067.4,890.1,6.0
p59,2030,210.2,210.2,1305.5,1095.3,6.2
p59,2031,228.3,228.3,1444.3,1216.0,6.3
p59,2032,246.7,246.7,1589.7,1343.1,6.4
p59,2033,265.4,265.4,1742.2,1476.8,6.6
p59,2034,284.4,284.4,1902.0,1617.6,6.7
p59,2035,303.7,303.7,2069.6,1765.8,6.8
p59,2036,323.4,323.4,2245.2,1921.8,6.9
p59,2037,343.3,343.3,2429.2,2085.9,7.1
p59,2038,363.6,363.6,2622.2,2258.5,7.2
p59,2039,384.3,384.3,2824.4,2440.2,7.4
p59,2040,405.3,405.3,3036.4,2631.2,7.5
p59,2041,421.5,421.5,3206.1,2784.5,7.6
p59,2042,438.0,438.0,3382.0,2944.0,7.7
p59,2043,454.7,454.7,3564.4,3109.6,7.8
p59,2044,471.6,471.6,3753.4,3281.8,8.0
p59,2045,488.7,488.7,3949.5,3460.8,8.1
p59,2046,506.1,506.1,4152.8,3646.7,8.2
p59,2047,523.6,523.6,4363.5,3839.9,8.3
p59,2048,541.4,541.4,4582.0,4040.6,8.5
p59,2049,559.4,559.4,4808.6,4249.2,8.6
p59,2050,577.6,577.6,5043.4,4465.8,8.7
p6,2023,0.0,0.0,0.0,0.0,
p6,2024,41.8,41.8,193.1,151.3,4.6
p6,2025,84.8,84.8,403.3,318.5,4.8
p6,2026,129.2,129.2,632.2,503.0,4.9
p6,2027,174.9,174.9,881.2,706.3,5.0
p6,2028,222.0,222.0,1152.3,930.3,5.2
p6,2029,270.5,270.5,1447.4,1176.9,5.4
p6,2030,320.5,320.5,1768.5,1448.0,5.5
p6,2031,348.0,348.0,1955.4,1607.4,5.6
p6,2032,376.0,376.0,2151.1,1775.1,5.7
p6,2033,404.5,404.5,2356.1,1951.6,5.8
p6,2034,433.4,433.4,2570.7,2137.4,5.9
p6,2035,462.7,462.7,2795.5,2332.8,6.0
p6,2036,492.6,492.6,3031.0,2538.4,6.2
p6,2037,522.9,522.9,3277.5,2754.6,6.3
p6,2038,553.7,553.7,3535.8,2982.1,6.4
p6,2039,585.0,585.0,3806.2,3221.2,6.5
p6,2040,616.9,616.9,4089.4,3472.6,6.6
p6,2041,641.5,641.5,4315.8,3674.3,6.7
p6,2042,666.5,666.5,4550.4,3883.9,6.8
p6,2043,691.8,691.8,4793.4,4101.6,6.9
p6,2044,717.4,717.4,5045.2,4327.8,7.0
p6,2045,743.4,743.4,5306.1,4562.7,7.1
p6,2046,769.6,769.6,5576.4,4806.8,7.2
p6,2047,796.2,796.2,5856.4,5060.3,7.4
p6,2048,823.1,823.1,6146.6,5323.5,7.5
p6,2049,850.3,850.3,6447.3,5596.9,7.6
p6,2050,877.9,877.9,6758.7,5880.8,7.7
p60,2023,0.0,0.0,0.0,0.0,
p60,2024,7.4,7.4,38.2,30.9,5.2
p60,2025,14.8,14.8,78.1,63.2,5.3
p60,2026,22.4,22.4,119.6,97.2,5.3
p60,2027,30.1,30.1,162.9,132.8,5.4
p60,2028,37.9,37.9,208.0,170.2,5.5
p60,2029,45.8,45.8,255.1,209.3,5.6
p60,2030,53.8,53.8,304.2,250.4,5.7
p60,2031,58.1,58.1,331.3,273.2,5.7
p60,2032,62.4,62.4,359.0,296.5,5.7
p60,2033,66.8,66.8,387.3,320.5,5.8
p60,2034,71.2,71.2,416.3,345.0,5.8
p60,2035,75.7,75.7,445.9,370.2,5.9
p60,2036,80.2,80.2,476.2,396.0,5.9
p60,2037,84.7,84.7,507.1,422.5,6.0
p60,2038,89.2,89.2,538.8,449.6,6.0
p60,2039,93.8,93.8,571.2,477.4,6.1
p60,2040,98.4,98.4,604.3,505.9,6.1
p60,2041,102.0,102.0,629.9,527.9,6.2
p60,2042,105.5,105.5,655.9,550.4,6.2
p60,2043,109.1,109.1,682.4,573.4,6.3
p60,2044,112.6,112.6,709.4,596.7,6.3
p60,2045,116.2,116.2,736.8,620.5,6.3
p60,2046,119.9,119.9,764.6,644.8,6.4
p60,2047,123.5,123.5,793.0,669.5,6.4
p60,2048,127.2,127.2,821.8,694.6,6.5
p60,2049,130.9,130.9,851.1,720.2,6.5
p60,2050,134.6,134.6,880.9,746.3,6.5
p61,2023,0.0,0.0,0.0,0.0,
p61,2024,14.2,14.2,73.7,59.5,5.2
p61,2025,28.6,28.6,150.2,121.6,5.3
p61,2026,43.1,43.1,229.4,186.3,5.3
p61,2027,57.9,57.9,311.6,253.8,5.4
p61,2028,72.8,72.8,396.9,324.1,5.5
p61,2029,87.9,87.9,485.2,397.3,5.5
p61,2030,103.2,103.2,576.9,473.7,5.6
p61,2031,111.4,111.4,627.2,515.8,5.6
p61,2032,119.7,119.7,678.4,558.8,5.7
p61,2033,128.0,128.0,730.7,602.7,5.7
p61,2034,136.3,136.3,784.0,647.7,5.8
