region,year,dc_avg_added_mw,dc_peak_added_mw,nondc_avg_added_mw,nondc_peak_added_mw,dc_minus_nondc_avg_mw,dc_avg_share_of_total
p100,2049,1248.148284930922,1248.148284930922,96.22494275651297,174.516203572349,1151.923342174409,0.9284239370624501
p100,2050,1312.360654624942,1312.360654624942,100.17439189386897,181.67903318709295,1212.1862627310732,0.9290818361351469
p101,2023,0.0,0.0,0.0,0.0,0.0,
p101,2024,22.971895865797705,22.971895865797705,85.83951209649967,165.14833399280178,-62.86761623070197,0.21111661264191486
p101,2025,45.97263948559703,45.97263948559703,172.08182729629698,331.0716288374024,-126.10918781069995,0.2108309917429049
p101,2026,69.00226708579794,69.00226708579794,258.7288357583966,497.77352104849706,-189.72656867259866,0.21054537237072082
p101,2027,92.06081493849706,92.06081493849706,345.78243651159937,665.2576642049025,-253.7216215731023,0.21025975536587613
p101,2028,115.14831936139672,115.14831936139672,433.244537495797,833.5277290301965,-318.09621813440026,0.2099741415694303
p101,2029,138.26481671759757,138.26481671759757,521.117055604198,1002.5874034727021,-382.8522388866004,0.20968853182260483
p101,2030,161.41034341609702,161.41034341609702,609.4019167246988,1172.4403927863968,-447.9915733086018,0.20940292696773397
p101,2031,173.5867193526974,173.5867193526974,838.9903208780997,1614.1500614917022,-665.4036015254023,0.17143062942957082
p101,2032,185.7711294248984,185.7711294248984,1071.367323993698,2061.2247708587965,-885.5961945687995,0.14777300695855905
p101,2033,197.96357893369714,197.96357893369714,1306.5667966155997,2513.7296850967978,-1108.6032176819026,0.13157831982050983
p101,2034,210.16407318369966,210.16407318369966,1544.6230206821965,2971.730759904698,-1334.4589474984969,0.11976613796531646
p101,2035,222.37261748269884,222.37261748269884,1785.5706945230995,3435.294752084701,-1563.1980770404007,0.11074646189117947
p101,2036,234.58921714249664,234.58921714249664,2029.4449379165999,3904.4892292721997,-1794.8557207741032,0.10361558222003649
p101,2037,246.81387747789995,246.81387747789995,2276.2812972083993,4379.3825797846,-2029.4674197304994,0.09782186576001309
p101,2038,259.0466038076993,259.0466038076993,2526.115750493198,4860.0440225893035,-2267.0691466854987,0.09300951644979508
p101,2039,271.2874014536974,271.2874014536974,2778.984712858397,5346.543617392599,-2507.6973114046996,0.08893875408059417
p101,2040,283.5362757415969,283.5362757415969,3034.9250416916984,5838.952274851501,-2751.3887659501015,0.08544209156576865
