region,year,dc_avg_added_mw,dc_peak_added_mw,nondc_avg_added_mw,nondc_peak_added_mw,dc_minus_nondc_avg_mw,dc_avg_share_of_total
p123,2035,1152.8372216710695,1152.8372216710695,484.09876900380004,909.1808771401993,668.7384526672695,0.7042653031263503
p123,2036,1221.2363781209397,1221.2363781209397,561.4841458905303,1054.5175508534994,659.7522322304094,0.6850408472175543
p123,2037,1290.1782775966303,1290.1782775966303,639.6226733192207,1201.2687087881004,650.5556042774097,0.6685551051181384
p123,2038,1359.667226730061,1359.667226730061,718.5216813018405,1349.4481173636996,641.1455454282204,0.6542558385694114
p123,2039,1429.7075663260393,1429.7075663260393,798.1885711894402,1499.0696769807,631.5189951365992,0.6417299003536271
p123,2040,1500.30367163338,1500.30367163338,878.6308163665008,1650.1474233250992,621.6728552668792,0.630662037648115
p123,2041,1554.13943208806,1554.13943208806,915.2666292847107,1718.9527635913,638.8728028033493,0.6293575837519797
p123,2042,1608.2983930014498,1608.2983930014498,952.063263682131,1788.0601410095005,656.2351293193187,0.6281528192718945
p123,2043,1662.782494692331,1662.782494692331,989.0214255222809,1857.4708814425994,673.7610691700502,0.6270382519676497
p123,2044,1717.5936891280699,1717.5936891280699,1026.1418238677006,1927.1863165735995,691.4518652603692,0.626005561028986
p123,2045,1772.7339399946004,1772.7339399946004,1063.4251708935199,1997.2077839312005,709.3087691010805,0.6250474217715815
p123,2046,1828.205222766751,1828.205222766751,1100.8721819011198,2067.5366269155,727.3330408656311,0.6241573608991231
p123,2047,1884.0095247790096,1884.0095247790096,1138.4835753318794,2138.1741948238996,745.5259494471302,0.6233296362892902
p123,2048,1940.1488452967396,1940.1488452967396,1176.2600727809195,2209.1218428765005,763.8887725158202,0.6225591365890168
p123,2049,1996.6251955878006,1996.6251955878006,1214.202399011011,2280.3809322429006,782.4227965767896,0.6218412969125102
p123,2050,2053.4405989946,2053.4405989946,1252.311281966401,2351.9528300676993,801.1293170281988,0.6211720277075522
p124,2023,0.0,0.0,0.0,0.0,0.0,
p124,2024,6.615041481042397,6.615041481042397,0.15275013628330214,0.2777767551619945,6.462291344759095,0.9774298404974145
p124,2025,13.819531193889404,13.819531193889404,0.3058145721013972,0.5561250653300078,13.513716621788006,0.9783499407966566
p124,2026,21.665993256337202,21.665993256337202,0.4591939541590051,0.8350461065379875,21.206799302178197,0.9792456466112448
p124,2027,30.211632066487297,30.211632066487297,0.6128889304909961,1.1145410572399896,29.5987431359963,0.9801168384562706
p124,2028,39.5187493497083,39.5187493497083,0.7669001504660002,1.3946110983160054,38.7518491992423,0.9809634408286583
p124,2029,49.6551983675093,49.6551983675093,0.9212282647887946,1.6752574130759967,48.733970102720505,0.9817854220606306
p124,2030,60.694878599723296,60.694878599723296,1.0758739255029042,1.9564811872619998,59.61900467422039,0.9825827939353089
p124,2031,67.3042570222573,67.3042570222573,1.808852341290205,3.289405470640986,65.4954046809671,0.9738276521205939
p124,2032,74.23738351335228,74.23738351335228,2.548964444516997,4.635302394159993,71.68841906883529,0.9668044579237504
p124,2033,81.51011626801531,81.51011626801531,3.296279663552994,5.994298213596011,78.21383660446232,0.961131709143579
p124,2034,89.1390902653423,89.1390902653423,4.050868102477196,7.366520413507004,85.08822216286511,0.9565310665073111
p124,2035,97.1417553178403,97.1417553178403,4.8128005476541915,8.752097719190004,92.32895477018612,0.952794649471049
p124,2036,105.5364159845183,105.5364159845183,5.582148474374392,10.151160108758006,99.95426751014391,0.9497640335657913
p124,2037,114.3422734390503,114.3422734390503,6.3589840535591975,11.563838825327991,107.9832893854911,0.9473163396499945
p124,2038,123.5794693887753,123.5794693887753,7.143380158530704,12.990266389339013,116.43608923024459,0.94535477016246
p124,2039,133.2691321449783,133.2691321449783,7.935410371848505,14.430576610981007,125.3337217731298,0.9438020177650952
p124,2040,143.4334249498443,143.4334249498443,8.735148992211805,15.884904602744996,134.6982759576325,0.9425955782726988
p124,2041,151.8270283782563,151.8270283782563,9.099373963986494,16.54724922167901,142.7276544142698,0.9434563015667571
p124,2042,160.5442983335663,160.5442983335663,9.465197786559202,17.212501357407007,151.0791005470071,0.9443254759141733
p124,2043,169.5977157509933,169.5977157509933,9.832627478459898,17.880673773157014,159.7650882725334,0.9452008656869922
p124,2044,179.0002428442653,179.0002428442653,10.201670089028,18.55177928818,168.7985727552373,0.9460805129775576
p124,2045,188.7653416642463,188.7653416642463,10.572332698547697,19.225830778003,178.1930089656986,0.9469626966786715
p124,2046,198.9069933732033,198.9069933732033,10.944622418383801,19.902841174672005,187.9623709548195,0.9478458987456481
p124,2047,209.43971826230927,209.43971826230927,11.318546391117891,20.582823467000992,198.1211718711914,0.9487287762073728
p124,2048,220.37859654104227,220.37859654104227,11.694111790685696,21.26579070082201,208.68448475035657,0.9496101378109055
p124,2049,231.7392899282503,231.7392899282503,12.071325822514893,21.951755979235003,219.6679641057354,0.9504889244246248
p124,2050,243.5380640757843,243.5380640757843,12.450195723662603,22.640732462859006,231.0878683521217,0.9513641925086069
p125,2023,0.0,0.0,0.0,0.0,0.0,
p125,2024,1.7867866891499489,1.7867866891499489,2.789043277259907,5.841542280779777,-1.002256588109958,0.3904836286021007
p125,2025,3.575928711190045,3.575928711190045,5.5838253055599125,11.695104151639953,-2.0078965943698677,0.3903957141917712
p125,2026,5.367429170899868,5.367429170899868,8.384357893000015,17.56071034414981,-3.016928722100147,0.3903077575270216
p125,2027,7.16129117715991,7.16129117715991,11.190652871949851,23.438385640769866,-4.029361694789941,0.3902197586259151
p125,2028,8.957517842959987,8.957517842959987,14.002722099159882,29.32815487496009,-5.045204256199895,0.39013171750560366
p125,2029,10.756112285359904,10.756112285359904,16.820577455730017,35.23004293126996,-6.064465170370113,0.39004363418329513
p125,2030,12.557077625569946,12.557077625569946,19.6442308472499,41.144074745459875,-7.087153221679955,0.3899555086765805
p125,2031,13.504624225500038,13.504624225500038,33.027580758850036,69.17497874925994,-19.522956533349998,0.2902210249877902
p125,2032,14.45282712674998,14.45282712674998,46.541183667139876,97.47869257050979,-32.088356540389896,0.23695485734802357
p125,2033,15.40168678389,15.40168678389,60.18630725496996,126.05787132146997,-44.78462047107996,0.20375837432558347
p125,2034,16.35120365183002,16.35120365183002,73.96423154286003,154.91519595515,-57.613027891030015,0.1810455058604574
p125,2035,17.30137818575986,17.30137818575986,87.87624900908986,184.05337351690014,-70.57487082333,0.16449675322782964
p125,2036,18.252210841209944,18.252210841209944,101.92366471096989,213.4751373982399,-83.67145386975994,0.15187915841965233
p125,2037,19.20370207399992,19.20370207399992,116.10779640717988,243.1832475933702,-96.90409433317996,0.14192217431300508
p125,2038,20.155852340300044,20.155852340300044,130.42997468149997,273.1804909580301,-110.27412234119993,0.1338495975280736
p125,2039,21.108662096570015,21.108662096570015,144.89154306753994,303.46968147092,-123.78288097096993,0.12716045787836056
p125,2040,22.06213179959991,22.06213179959991,159.49385817478992,334.0536604977201,-137.43172637519,0.12151695905330351
p125,2041,22.778286177059954,22.778286177059954,166.14419076141985,347.9825225210802,-143.3659045843599,0.12056948726369607
p125,2042,23.49481286769992,23.49481286769992,172.8237165401299,361.9725285457798,-149.32890367243,0.1196770011397756
p125,2043,24.211712065079837,24.211712065079837,179.53256366127994,376.0239469777198,-155.3208515962001,0.11883382725116436
p125,2044,24.928983962839993,24.928983962839993,186.27086083777,390.13704740106004,-161.34187687493,0.1180350486828009
p125,2045,25.646628754749827,25.646628754749827,193.03873734750982,404.31210058334,-167.39210859276,0.11727638301484328
p125,2046,26.364646634669953,26.364646634669953,199.83632303590002,418.54937848068994,-173.47167640123007,0.11655408318128065
p125,2047,27.083037796559893,27.083037796559893,206.66374831835992,432.8491542430802,-179.58071052180003,0.11586485635462267
p125,2048,27.801802434479896,27.801802434479896,213.52114418275005,447.2117022195098,-185.71934174827015,0.11520579714525542
p125,2049,28.520940742590028,28.520940742590028,220.40864219196988,461.6372979633302,-191.88770144937985,0.11457433225237751
p125,2050,29.24045291515995,29.24045291515995,227.32637448643004,476.12621823744985,-198.0859215712701,0.11396817433997994
p126,2023,0.0,0.0,0.0,0.0,0.0,
p126,2024,55.5348903535305,55.5348903535305,18.260618504960803,37.83730926430144,37.2742718485697,0.7525510862730552
p126,2025,111.41729965271952,111.41729965271952,36.55881016068997,75.7524727878008,74.85848949202955,0.7529411321409327
p126,2026,167.6494025560296,167.6494025560296,54.89465227792971,113.7456507638999,112.75475027809989,0.7533313018903751
p126,2027,224.23338733015953,224.23338733015953,73.2682223264801,151.81700371540137,150.96516500367943,0.7537215936040066
p126,2028,281.1714559353004,281.1714559353004,91.67959793553928,189.9666924958001,189.49185799976112,0.7541120053604616
p126,2029,338.46582411074996,338.46582411074996,110.12885689403993,228.19487828919955,228.33696721671004,0.754502535234331
p126,2030,396.11872146119094,396.11872146119094,128.61607715098035,266.5017226115997,267.5026443102106,0.7548931812962536
p126,2031,426.6958329293593,426.6958329293593,216.24047833798068,448.06575703420094,210.45535459137864,0.6636673422415156
p126,2032,457.3737942203097,457.3737942203097,304.7176810218298,631.3968572310987,152.65611319847994,0.6001560299240826
p126,2033,488.1529379582007,488.1529379582007,394.0559850640093,816.5122211097005,94.09695289419142,0.5533303112440988
p126,2034,519.0335978642997,519.0335978642997,484.2637711041298,1003.4292139554018,34.76982676016996,0.5173277773049079
p126,2035,550.0161087605393,550.0161087605393,575.3495013460797,1192.1653700606985,-25.333392585540423,0.4887443723364088
p126,2036,581.1008065731494,581.1008065731494,667.3217203518907,1382.7383943698987,-86.2209137787413,0.4654680559188923
p126,2037,612.2880283363502,612.2880283363502,760.1890558432206,1575.166164140399,-147.90102750687038,0.4461189446396908
p126,2038,643.5781121959499,643.5781121959499,853.9602195107309,1769.4667306189986,-210.38210731478102,0.42975735483344274
p126,2039,674.9713974130409,674.9713974130409,948.6440078313499,1965.6583207356998,-273.672610418309,0.41572123252393167
p126,2040,706.4682243676598,706.4682243676598,1044.2493028933804,2163.7593388138994,-337.78107852572066,0.403530674347514
p126,2041,730.2560941293796,730.2560941293796,1087.7908238463897,2253.980488425499,-357.5347297170101,0.4016706537708354
p126,2042,754.1030238232906,754.1030238232906,1131.5234805010205,2344.5976848989994,-377.4204566777298,0.39992173534573505
p126,2043,778.0091600819105,778.0091600819105,1175.4481118921194,2435.612666774701,-397.4389518102089,0.39827293447565804
p126,2044,801.9746499018402,801.9746499018402,1219.5655607379194,2527.027180224799,-417.5909108360793,0.39671466621385587
p126,2045,825.9996406446207,825.9996406446207,1263.8766734555193,2618.8429790867012,-437.8770328108985,0.39523852922381203
p126,2046,850.0842800376704,850.0842800376704,1308.3823001781202,2711.0618248965984,-458.2980201404498,0.393837128556646
p126,2047,874.2287161751701,874.2287161751701,1353.0832947703202,2803.6854869236013,-478.8545785951501,0.3925039293457864
p126,2048,898.4330975190005,898.4330975190005,1397.9805148451196,2896.7157422031014,-499.5474173261191,0.3912331353035651
p126,2049,922.6975728996204,922.6975728996204,1443.0748217802193,2990.1543755714993,-520.3772488805989,0.3900195872496387
p126,2050,947.0222915170198,947.0222915170198,1488.3670807347207,3084.0031797000993,-541.344789217701,0.3888586779211453
p127,2023,0.0,0.0,0.0,0.0,0.0,
p127,2024,112.80801322770094,112.80801322770094,25.880633159900754,46.61490040690114,86.92738006780019,0.8133903975991621
p127,2025,226.4936799870011,226.4936799870011,51.80746110979999,93.31300455639939,174.6862188772011,0.8138438782333994
p127,2026,341.0638284785,341.0638284785,77.78056630370156,140.0944609602011,263.28326217479844,0.8142972252400624
p127,2027,456.5253400263009,456.5253400263009,103.80003134260005,186.95941839530133,352.72530868370086,0.8147504349320971
p127,2028,572.8851494919018,572.8851494919018,129.86593897490093,233.90802590390012,443.01921051700083,0.8152035036214168
p127,2029,690.1502456902017,690.1502456902017,155.97837209690078,280.94043279470134,534.1718735933009,0.8156564276187298
p127,2030,808.3276718099005,808.3276718099005,182.13741375280006,328.0567886425997,626.1902580571004,0.8161092032342315
p127,2031,871.1586680191012,871.1586680191012,320.7316533785015,577.6857925863005,550.4270146405997,0.7309050609602957
p127,2032,934.2475520038006,934.2475520038006,460.63420746860174,829.6712670257002,473.61334453519885,0.6697682765291653
p127,2033,997.5953822560004,997.5953822560004,601.8574263683004,1084.0354567846007,395.7379558877001,0.6237104195115568
p127,2034,1061.2032216122007,1061.2032216122007,744.4137770090001,1340.800816675499,316.78944460320054,0.5877233225111157
p127,2035,1125.0721372712014,1125.0721372712014,888.3158440087009,1599.9900134818017,236.75629326250055,0.5587954968103057
p127,2036,1189.2032008122005,1189.2032008122005,1033.5763307826,1861.6259279588012,155.62687002960047,0.5350072663117293
p127,2037,1253.5974882127011,1253.5974882127011,1180.2080606647014,2125.731656853801,73.38942754799973,0.5150770934805886
p127,2038,1318.2560798664017,1318.2560798664017,1328.2239780400014,2392.330514944799,-9.967898173599679,0.4981167630294775
p127,2039,1383.1800606015004,1383.1800606015004,1477.6371494871,2661.4460370987,-94.45708888559966,0.4834912400987209
p127,2040,1448.3705196988012,1448.3705196988012,1628.4607649316004,2933.1019803491,-180.09024523279913,0.4707344620856531
p127,2041,1497.6887985263002,1497.6887985263002,1684.9852055007013,3034.910972092399,-187.29640697440118,0.4705756218297229
p127,2042,1547.1595913479014,1547.1595913479014,1741.7077484520014,3137.0767759261,-194.54815710410003,0.4704232282722695
p127,2043,1596.7833698046015,1596.7833698046015,1798.6290880790002,3239.6006423768995,-201.84571827439868,0.47027670116987624
p127,2044,1646.5606069957012,1646.5606069957012,1855.7499211086015,3342.4838263542006,-209.18931411290032,0.47013552732770836
p127,2045,1696.4917774837013,1696.4917774837013,1913.070946709402,3445.7275871657002,-216.57916922570075,0.4699992511871205
p127,2046,1746.5773572987,1746.5773572987,1970.5928665005995,3549.3331885324988,-224.01550920189948,0.4698674669554231
p127,2047,1796.8178239429017,1796.8178239429017,2028.3163845601994,3653.301898604801,-231.4985606172977,0.46973981199108167
p127,2048,1847.2136563949007,1847.2136563949007,2086.242207433799,3757.6349899771994,-239.0285510388985,0.46961596121657817
p127,2049,1897.7653351148,1897.7653351148,2144.3710441432995,3862.3337397042997,-246.6057090284994,0.4694956223775703
p127,2050,1948.4733420483026,1948.4733420483026,2202.7036061955005,3967.3994293165997,-254.2302641471979,0.46937853200226115
p128,2023,0.0,0.0,0.0,0.0,0.0,
p128,2024,19.550403788580297,19.550403788580297,7.768240799310206,13.99419665555979,11.782162989270091,0.7156432569588894
p128,2025,39.26281981710008,39.26281981710008,15.562060490240128,28.034472732299946,23.700759326859952,0.7161496677603032
p128,2026,59.138590664750154,59.138590664750154,23.38154329775989,42.120979958340286,35.757047366990264,0.7166565033888284
p128,2027,79.17907003660002,79.17907003660002,31.22677372413,56.25387056139971,47.952296312470025,0.7171637599925941
p128,2028,99.38562285569014,99.38562285569014,39.09783654988996,70.43329727042965,60.28778630580018,0.7176714337025398
p128,2029,119.75962535607005,119.75962535607005,46.99481683472004,84.65941331731028,72.76480852135,0.7181795206333904
p128,2030,140.30246517647993,140.30246517647993,54.917799918400306,98.93237243844032,85.38466525807962,0.7186880168833427
p128,2031,151.23329862684022,151.23329862684022,81.79719827850022,147.35460809670985,69.43610034834,0.6489850068348473
p128,2032,162.21193495522994,162.21193495522994,108.97587941659003,196.31599053982973,53.2360555386399,0.5981534802032975
p128,2033,173.23858321388025,173.23858321388025,136.45717563127027,245.82252277968018,36.78140758260997,0.5593831309149456
p128,2034,184.31345336926006,184.31345336926006,164.24445632387005,295.88027466735,20.068997045390006,0.5287886122897896
p128,2035,195.43675630606003,195.43675630606003,192.34112841160004,346.49538363736974,3.0956278944599944,0.5039914961843607
p128,2036,206.60870383121028,206.60870383121028,220.75063674521016,397.67405546018017,-14.14193291399988,0.4834542835837807
p128,2037,217.82950867793033,217.82950867793033,249.4764645314399,449.4225650030303,-31.646955853509553,0.46613893501492804
p128,2038,229.09938450976006,229.09938450976006,278.5221337599801,501.74725699927967,-49.42274925022002,0.4513192925521749
p128,2039,240.41854592464006,240.41854592464006,307.8912056353802,554.6545468263503,-67.47265971074012,0.43847213229495674
p128,2040,251.78720845898033,251.78720845898033,337.5872810136202,608.1509212922901,-85.80007255463988,0.4272109040285933
p128,2041,260.3927430542699,260.3927430542699,348.66127647449,628.1003119260004,-88.26853342022014,0.4275363673910931
p128,2042,269.0266406374799,269.0266406374799,359.7807459160699,648.1316222433798,-90.75410527859003,0.4278363237938353
p128,2043,277.68899469021017,277.68899469021017,370.9458760716102,668.2451886373801,-93.25688138140004,0.4281129603224461
p128,2044,286.37989900215007,286.37989900215007,382.15685444112023,688.4413488823202,-95.77695543897016,0.4283682198879306
p128,2045,295.0994476721303,295.0994476721303,393.4138692945703,708.72044213955,-98.31442162244002,0.42860383437783606
p128,2046,303.8477351091001,303.8477351091001,404.7171096750403,729.0828089631204,-100.86937456594023,0.4288213525491309
p128,2047,312.6248560332001,312.6248560332001,416.0667654018903,749.5287913055599,-103.44190936869018,0.4290221636108763
p128,2048,321.43090547673,321.43090547673,427.4630270739599,770.0587325235501,-106.03212159722989,0.4292075172540853
p128,2049,330.2659787852199,330.2659787852199,438.90608607272,790.6729773837496,-108.64010728750009,0.4293785407381084
p128,2050,339.1301716184503,339.1301716184503,450.39613456558027,811.3718720685401,-111.26596294712999,0.4295362535259243
p129,2023,0.0,0.0,0.0,0.0,0.0,
p129,2024,0.2117973306909562,0.2117973306909562,0.0,0.0,0.2117973306909562,1.0
p129,2025,0.42366305075597666,0.42366305075597666,0.0,0.0,0.42366305075597666,1.0
p129,2026,0.6355971822770243,0.6355971822770243,0.0,0.0,0.6355971822770243,1.0
p129,2027,0.8475997473459529,0.8475997473459529,0.0,0.0,0.8475997473459529,1.0
p129,2028,1.0596707680580266,1.0596707680580266,0.0,0.0,1.0596707680580266,1.0
p129,2029,1.271810266518969,1.271810266518969,0.0,0.0,1.271810266518969,1.0
p129,2030,1.484018264839051,1.484018264839051,0.0,0.0,1.484018264839051,1.0
p129,2031,1.5954863635199672,1.5954863635199672,7.819213250444022,12.981910175300072,-6.223726886924055,0.16946758037330514
p129,2032,1.7069733624430228,1.7069733624430228,15.731638919676016,26.11857700055998,-14.024665557232993,0.09788470176570732
p129,2033,1.8184792648130497,1.8184792648130497,23.738388187902956,39.411845321430064,-21.919908923089906,0.07115423156525368
p129,2034,1.9300040738349935,1.9300040738349935,31.840585481655012,52.86358197588993,-29.91058140782002,0.05715044064195904
p129,2035,2.04154779271596,2.04154779271596,40.039368631688035,66.47567605638005,-37.997820838972075,0.048514813036058424
p129,2036,2.1531104246599853,2.1531104246599853,48.33588903277803,80.25003917513004,-46.18277860811804,0.042645139491723286
p129,2037,2.264691972875994,2.264691972875994,56.73131180541395,94.18860573255006,-54.46661983253796,0.03838720977418783
p129,2038,2.376292440569955,2.376292440569955,65.22681595942697,108.29333318898989,-62.85052351885702,0.03515063873261282
p129,2039,2.4879118309499972,2.4879118309499972,73.82359455955498,122.56620233954004,-71.33568272860498,0.032602053722000104
p129,2040,2.599550147225955,2.599550147225955,82.522854893003,137.00921759225002,-79.92330474577705,0.030538964988094545
p129,2041,2.6833090497569856,2.6833090497569856,85.32716241426704,141.66509116659995,-82.64385336451005,0.03048852034446651
p129,2042,2.7670786057769874,2.7670786057769874,88.14211953024505,146.33864581416992,-85.37504092446807,0.030437828762242207
p129,2043,2.8508588166399704,2.8508588166399704,90.96776668367204,151.0299486803201,-88.11690786703207,0.03038691732517963
p129,2044,2.934649683700968,2.934649683700968,93.804144470869,155.73906716542,-90.86949478716804,0.030335810047538558
p129,2045,3.018451208316037,3.018451208316037,96.65129364232303,160.46606892579007,-93.63284243400699,0.030284528297321946
p129,2046,3.1022633918399833,3.1022633918399833,99.50925510327704,165.21102187466,-96.40699171143706,0.03023309115133708
p129,2047,3.1860862356300004,3.1860862356300004,102.37806991431296,169.97399418319992,-99.19198367868296,0.03018151569463118
p129,2048,3.2699197410399847,3.2699197410399847,105.25777929194601,174.75505428144993,-101.98785955090602,0.030129817274077864
p129,2049,3.353763909427016,3.353763909427016,108.14842460921102,179.55427085931,-104.794660699784,0.030078009714279475
p129,2050,3.437618742148061,3.437618742148061,111.05004739626406,184.37171286756006,-107.612428654116,0.030026105501985548
p13,2023,0.0,0.0,0.0,0.0,0.0,
p13,2024,113.34094158955986,113.34094158955986,43.36585942358988,82.66159778459041,69.97508216596998,0.7232675343812875
p13,2025,230.6783994932498,230.6783994932498,87.31678351655,166.43841341613006,143.3616159766998,0.7254147604057917
p13,2026,352.1532949212401,352.1532949212401,131.86066560030986,251.3454927064604,220.29262932093025,0.7275684662933622
p13,2027,477.9115181081902,477.9115181081902,177.00550548797992,337.3980844559701,300.9060126202103,0.7297283486142457
p13,2028,608.10410352608,608.10410352608,222.75941092108997,424.61164319218005,385.3446926049901,0.7318940992741666
p13,2029,742.8874112752401,742.8874112752401,269.1305990256401,513.0018319453002,473.7568122496,0.7340654056683975
p13,2030,882.4233148714097,882.4233148714097,316.12739778792,602.5845250612101,566.2959170834897,0.7362419508420296
p13,2031,959.8463486222904,959.8463486222904,382.6427397605298,729.3723834762504,577.2036088617606,0.7149751584041057
p13,2032,1038.7325676265295,1038.7325676265295,450.41125534720004,858.5489719802799,588.3213122793295,0.6975367668330678
p13,2033,1119.1096240049897,1119.1096240049897,519.4565548017699,990.1592951306002,599.6530692032197,0.6829810345652015
p13,2034,1201.00569246426,1201.00569246426,589.8026932039502,1124.24920538699,611.2029992603098,0.6706500271474465
p13,2035,1284.4494801728601,1284.4494801728601,661.4741788400602,1260.86541908651,622.9753013328,0.6600718760079229
p13,2036,1369.47023682397,1369.47023682397,734.4959817415802,1400.0555327192596,634.9742550823898,0.650899346548279
p13,2037,1456.0977648883704,1456.0977648883704,808.8935423846001,1541.8680395108004,647.2042225037703,0.6428712376126067
p13,2038,1544.3624300611796,1544.3624300611796,884.69278055321,1686.3523463169804,659.6696495079696,0.6357872901829014
p13,2039,1634.2951719059597,1634.2951719059597,961.9201043697499,1833.5587908370599,672.3750675362098,0.6294913934295805
p13,2040,1725.9275147000603,1725.9275147000603,1040.6024194954002,1983.5386591511497,685.3250952046601,0.623860054202515
p13,2041,1797.3812210579003,1797.3812210579003,1100.6452705788502,2097.9890141555297,696.7359504790502,0.6202086924480713
p13,2042,1869.8683998706197,1869.8683998706197,1161.5354051672198,2214.05441401835,708.3329947033999,0.6168325040573996
p13,2043,1943.4039987926903,1943.4039987926903,1223.2847795438197,2331.7576491441905,720.1192192488706,0.6137022406772723
p13,2044,2018.00318167439,2018.00318167439,1285.9055187108202,2451.1218315401693,732.0976629635697,0.6107926594457972
p13,2045,2093.6813316887096,2093.6813316887096,1349.40991877007,2572.1703993542105,744.2714129186397,0.6080818599883852
p13,2046,2170.45405450353,2170.45405450353,1413.81044933762,2694.92712147726,756.6436051659102,0.605550748885167
p13,2047,2248.3371814997304,2248.3371814997304,1479.1197559921397,2819.416102210571,769.2174255075906,0.6031826039049
p13,2048,2327.34677303573,2327.34677303573,1545.3506627580596,2945.661785998749,781.9961102776706,0.6009627169747362
p13,2049,2407.49912175935,2407.49912175935,1612.5161746236004,3073.6889622295894,794.9829471357498,0.5988780997737799
p13,2050,2488.8107559675204,2488.8107559675204,1680.6294800944902,3203.52277010177,808.1812758730302,0.5969172394993181
p130,2023,0.0,0.0,0.0,0.0,0.0,
p130,2024,0.1956048293600361,0.1956048293600361,0.0,0.0,0.1956048293600361,1.0
p130,2025,0.3912396133700895,0.3912396133700895,0.0,0.0,0.3912396133700895,1.0
p130,2026,0.5869043566099208,0.5869043566099208,0.0,0.0,0.5869043566099208,1.0
p130,2027,0.7825990636799816,0.7825990636799816,0.0,0.0,0.7825990636799816,1.0
p130,2028,0.9783237391600323,0.9783237391600323,0.0,0.0,0.9783237391600323,1.0
p130,2029,1.1740783876300611,1.1740783876300611,0.0,0.0,1.1740783876300611,1.0
p130,2030,1.3698630137000691,1.3698630137000691,0.0,0.0,1.3698630137000691,1.0
p130,2031,1.4726757160499346,1.4726757160499346,15.226695261879968,27.97846022170006,-13.754019545830033,0.08818749628331757
p130,2032,1.5754966851100107,1.5754966851100107,30.634907135480034,56.29045015638985,-29.059410450370024,0.04891266479878457
p130,2033,1.6783259215599173,1.6783259215599173,46.22679947051006,84.93994579375021,-44.54847354895014,0.035034370703009174
p130,2034,1.7811634260499432,1.7811634260499432,62.004561911830024,113.93097052103985,-60.22339848578008,0.02792416981409125
p130,2035,1.8840091992599355,1.8840091992599355,77.97041020694996,143.26759568808984,-76.08640100769003,0.023593048616084796
p130,2036,1.9868632418399557,1.9868632418399557,94.12658651716993,172.95394117908018,-92.13972327532997,0.02067206251384919
p130,2037,2.089725554460074,2.089725554460074,110.47535973247,202.99417599108983,-108.38563417800992,0.018564597975769596
p130,2038,2.192596137790133,2.192596137790133,127.01902579014995,233.3925188196099,-124.82642965235982,0.016969031926655328
p130,2039,2.2954749924899716,2.2954749924899716,143.75990799725992,264.1532386509598,-141.46443300476994,0.015716469639815104
p130,2040,2.3983621192301143,2.3983621192301143,160.70035735687998,295.2806553618002,-158.30199523764986,0.014704972098701332
p130,2041,2.4755406483000115,2.4755406483000115,166.16130779769992,305.3149393645599,-163.6857671493999,0.014679713663486287
p130,2042,2.55272383197007,2.55272383197007,171.64299665913995,315.38732940850014,-169.09027282716988,0.01465434296992587
p130,2043,2.6299116705399683,2.6299116705399683,177.14550269713004,325.4979702045198,-174.51559102659007,0.01462887280660842
p130,2044,2.7071041642700493,2.7071041642700493,182.66890496662995,335.64700701307993,-179.9618008023599,0.014603314511741784
p130,2045,2.784301313469996,2.784301313469996,188.21328282285003,345.8345856463002,-185.42898150938004,0.01457767817357714
p130,2046,2.861503118389919,2.861503118389919,193.7787159223601,356.0608524700001,-190.9172128039702,0.014551972797573653
p130,2047,2.9387095793299522,2.9387095793299522,199.36528422421998,366.3259544058501,-196.42657464489002,0.014526206448418545
p130,2048,3.015920696559988,3.015920696559988,204.97306799113994,376.63003893348014,-201.95714729457995,0.01450038636943641
p130,2049,3.0931364703699273,3.0931364703699273,210.60214779065996,386.9732540925702,-207.50901132029003,0.01447451908480884
p130,2050,3.1703569010401225,3.1703569010401225,216.2526044962401,397.3557484849998,-213.0822475952,0.014448610486575173
p131,2023,0.0,0.0,0.0,0.0,0.0,
p131,2024,1.4666647480098618,1.4666647480098618,0.0,0.0,1.4666647480098618,1.0
p131,2025,2.9336778993201733,2.9336778993201733,0.0,0.0,2.9336778993201733,1.0
p131,2026,4.401039536689495,4.401039536689495,0.0,0.0,4.401039536689495,1.0
p131,2027,5.86874974291004,5.86874974291004,0.0,0.0,5.86874974291004,1.0
p131,2028,7.336808600769473,7.336808600769473,0.0,0.0,7.336808600769473,1.0
p131,2029,8.805216193100023,8.805216193100023,0.0,0.0,8.805216193100023,1.0
p131,2030,10.273972602740287,10.273972602740287,0.0,0.0,10.273972602740287,1.0
p131,2031,11.045369633219707,11.045369633219707,73.60209356280029,142.76524909040018,-62.556723929580585,0.1304867176898344
p131,2032,11.816862881290035,11.816862881290035,148.08159370718022,287.2323950034006,-136.26473082589018,0.07390229482766696
p131,2033,12.588452358920222,12.588452358920222,223.44895994961007,433.4217259591005,-210.86050759068985,0.05333244520773489
p131,2034,13.360138078140153,13.360138078140153,299.71477649389,581.3537720324002,-286.35463841574983,0.04267393347820061
p131,2035,14.131920050939698,14.131920050939698,376.88975371752986,731.0493080359993,-362.75783366659016,0.03614101467763509
p131,2036,14.903798289319639,14.903798289319639,454.98472967586986,882.5293564382991,-440.0809313865502,0.031717731764721334
p131,2037,15.675772805299857,15.675772805299857,534.0106716241498,1035.8151903149992,-518.33489881885,0.02851766304983311
p131,2038,16.44784361089023,16.44784361089023,613.9786775576295,1190.9283363372997,-597.5308339467392,0.02609002486190385
