load_zone,avg_growth,peak_growth
p1,0.008982638709954971,0.008982638709954971
p10,0.007669201678921267,0.007669201678921267
p100,0.008162618064013083,0.008162618064013083
p101,0.00816412255380028,0.00816412255380028
p102,0.00816412255380028,0.00816412255380028
p103,0.007082099119265273,0.007082099119265273
p104,0.006587531390640722,0.006587531390640722
p105,0.00707815072287965,0.00707815072287965
p106,0.00707815072287965,0.00707815072287965
p107,0.00707815072287965,0.00707815072287965
p108,0.00707815072287965,0.00707815072287965
p109,0.006587531390640722,0.006587531390640722
p11,0.007669201678921267,0.007669201678921267
p110,0.006587531390640722,0.006587531390640722
p111,0.006587531390640722,0.006587531390640722
p112,0.006587531390640722,0.006587531390640722
p113,0.006587531390640722,0.006587531390640722
p114,0.006587531390640722,0.006587531390640722
p115,0.006587531390640722,0.006587531390640722
p116,0.006587531390640722,0.006587531390640722
p117,0.006587531390640722,0.006587531390640722
p118,0.006587531390640722,0.006587531390640722
p119,0.004389734153180003,0.004389734153180003
p12,0.014111313664135983,0.014111313664135983
p120,0.006587531390640722,0.006587531390640722
p121,0.006587531390640722,0.006587531390640722
p122,0.004389734153180003,0.004389734153180003
p123,0.004389734153180003,0.004389734153180003
p124,0.004389734153180003,0.004389734153180003
p125,0.004389734153180003,0.004389734153180003
p126,0.004389734153180003,0.004389734153180003
p127,0.0035047207935106073,0.0035047207935106073
p128,0.004106375235541249,0.004106375235541249
p129,0.00379758447778733,0.00379758447778733
p13,0.014111313664135983,0.014111313664135983
p130,0.00379758447778733,0.00379758447778733
p131,0.00379758447778733,0.00379758447778733
p132,0.00379758447778733,0.00379758447778733
p133,0.00379758447778733,0.00379758447778733
p134,0.00379758447778733,0.00379758447778733
p14,0.008982638709954971,0.008982638709954971
p15,0.014111313664135983,0.014111313664135983
p16,0.014111313664135983,0.014111313664135983
p17,0.008982638709954971,0.008982638709954971
p18,0.008982638709954971,0.008982638709954971
p19,0.006368456522297006,0.006368456522297006
p2,0.008982638709954971,0.008982638709954971
p20,0.008982638709954971,0.008982638709954971
p21,0.011590057056660597,0.011590057056660597
p22,0.01371994525205289,0.01371994525205289
p23,0.01371994525205289,0.01371994525205289
p24,0.013877079669504251,0.013877079669504251
p25,0.014111313664135983,0.014111313664135983
p26,0.014111313664135983,0.014111313664135983
p27,0.013723467344159745,0.013723467344159745
p28,0.013723467344159745,0.013723467344159745
p29,0.013723467344159745,0.013723467344159745
p3,0.008982638709954971,0.008982638709954971
p30,0.013723467344159745,0.013723467344159745
p31,0.013723467344159745,0.013723467344159745
p32,0.01371994525205289,0.01371994525205289
p33,0.01371994525205289,0.01371994525205289
p34,0.01371994525205289,0.01371994525205289
p35,0.006368456522297006,0.006368456522297006
p36,0.006368456522297006,0.006368456522297006
p37,0.00659070567270903,0.00659070567270903
p38,0.006368456522297006,0.006368456522297006
p39,0.006368456522297006,0.006368456522297006
p4,0.008982638709954971,0.008982638709954971
p40,0.006368456522297006,0.006368456522297006
p41,0.006368456522297006,0.006368456522297006
p42,0.00659070567270903,0.00659070567270903
p43,0.00659070567270903,0.00659070567270903
p44,0.00659070567270903,0.00659070567270903
p45,0.00659070567270903,0.00659070567270903
p46,0.00659070567270903,0.00659070567270903
p47,0.009500482885836714,0.009500482885836714
p48,0.009500482885836714,0.009500482885836714
p49,0.009500482885836714,0.009500482885836714
p5,0.008982638709954971,0.008982638709954971
p50,0.009500482885836714,0.009500482885836714
p51,0.009500482885836714,0.009500482885836714
p52,0.006899564673776393,0.006899564673776393
p53,0.006899564673776393,0.006899564673776393
p54,0.006899564673776393,0.006899564673776393
p55,0.006899564673776393,0.006899564673776393
p56,0.009500482885836714,0.009500482885836714
p57,0.009500482885836714,0.009500482885836714
p58,0.008542113528936746,0.008542113528936746
p59,0.013723467344159745,0.013723467344159745
p6,0.008982638709954971,0.008982638709954971
p60,0.009035091137109097,0.009035091137109097
p61,0.009035091137109097,0.009035091137109097
p62,0.009035091137109097,0.009035091137109097
p63,0.009035091137109097,0.009035091137109097
p64,0.009035091137109097,0.009035091137109097
p65,0.009035091137109097,0.009035091137109097
p66,0.008542113528936746,0.008542113528936746
p67,0.009035091137109097,0.009035091137109097
p68,0.00659070567270903,0.00659070567270903
p69,0.00659070567270903,0.00659070567270903
p7,0.012850172492902871,0.012850172492902871
p70,0.00659070567270903,0.00659070567270903
p71,0.00707815072287965,0.00707815072287965
p72,0.00707815072287965,0.00707815072287965
p73,0.00707815072287965,0.00707815072287965
p74,0.00659070567270903,0.00659070567270903
p75,0.00659070567270903,0.00659070567270903
p76,0.00659070567270903,0.00659070567270903
p77,0.00659070567270903,0.00659070567270903
p78,0.00659070567270903,0.00659070567270903
p79,0.00659070567270903,0.00659070567270903
p8,0.011341316321382817,0.011341316321382817
p80,0.0068976322358398345,0.0068976322358398345
p81,0.00707815072287965,0.00707815072287965
p82,0.00707815072287965,0.00707815072287965
p83,0.00707815072287965,0.00707815072287965
p84,0.00707815072287965,0.00707815072287965
p85,0.008542113528936746,0.008542113528936746
p86,0.008542113528936746,0.008542113528936746
p87,0.008542113528936746,0.008542113528936746
p88,0.008162197716064856,0.008162197716064856
p89,0.007891207422568686,0.007891207422568686
p9,0.00845992804535367,0.00845992804535367
p90,0.007592651071474332,0.007592651071474332
p91,0.007592651071474332,0.007592651071474332
p92,0.008162197716064856,0.008162197716064856
p93,0.008162197716064856,0.008162197716064856
p94,0.007592651071474332,0.007592651071474332
p95,0.006304917965266554,0.006304917965266554
p96,0.006304917965266554,0.006304917965266554
p97,0.006304917965266554,0.006304917965266554
p98,0.006304917965266554,0.006304917965266554
p99,0.008162618064013083,0.008162618064013083
