load_zone,avg_growth,peak_growth
p1,0.007565900405027026,0.007565900405027026
p10,0.007026223422118338,0.007026223422118338
p100,0.004801568252372546,0.004801568252372546
p101,0.004692513894208439,0.004692513894208439
p102,0.004692513894208439,0.004692513894208439
p103,0.004524895348885005,0.004524895348885005
p104,0.0034606739002267517,0.0034606739002267517
p105,0.002634037594017258,0.002634037594017258
p106,0.002634037594017258,0.002634037594017258
p107,0.002634037594017258,0.002634037594017258
p108,0.002634037594017258,0.002634037594017258
p109,0.0034606739002267517,0.0034606739002267517
p11,0.007026223422118338,0.007026223422118338
p110,0.0034606739002267517,0.0034606739002267517
p111,0.0034606739002267517,0.0034606739002267517
p112,0.0034606739002267517,0.0034606739002267517
p113,0.0034606739002267517,0.0034606739002267517
p114,0.0034606739002267517,0.0034606739002267517
p115,0.0034606739002267517,0.0034606739002267517
p116,0.0034606739002267517,0.0034606739002267517
p117,0.0034606739002267517,0.0034606739002267517
p118,0.0034606739002267517,0.0034606739002267517
p119,0.0020576055937953086,0.0020576055937953086
p12,0.013491365722961834,0.013491365722961834
p120,0.0034606739002267517,0.0034606739002267517
p121,0.0034606739002267517,0.0034606739002267517
p122,0.0020576055937953086,0.0020576055937953086
p123,0.0020576055937953086,0.0020576055937953086
p124,0.0020576055937953086,0.0020576055937953086
p125,0.0020576055937953086,0.0020576055937953086
p126,0.0020576055937953086,0.0020576055937953086
p127,0.0017849173076638358,0.0017849173076638358
p128,0.003292752154248957,0.003292752154248957
p129,-0.002608442931481214,-0.002608442931481214
p13,0.013491365722961834,0.013491365722961834
p130,-0.002608442931481214,-0.002608442931481214
p131,-0.002608442931481214,-0.002608442931481214
p132,-0.002608442931481214,-0.002608442931481214
p133,-0.002608442931481214,-0.002608442931481214
p134,-0.002608442931481214,-0.002608442931481214
p14,0.007565900405027026,0.007565900405027026
p15,0.013491365722961834,0.013491365722961834
p16,0.013491365722961834,0.013491365722961834
p17,0.007565900405027026,0.007565900405027026
p18,0.007565900405027026,0.007565900405027026
p19,-0.004092118408731915,-0.004092118408731915
p2,0.007565900405027026,0.007565900405027026
p20,0.007565900405027026,0.007565900405027026
p21,0.010578406972665082,0.010578406972665082
p22,0.012278863850201605,0.012278863850201605
p23,0.012278863850201605,0.012278863850201605
p24,0.012765683352114837,0.012765683352114837
p25,0.013491365722961834,0.013491365722961834
p26,0.013491365722961834,0.013491365722961834
p27,0.013986712455090755,0.013986712455090755
p28,0.013986712455090755,0.013986712455090755
p29,0.013986712455090755,0.013986712455090755
p3,0.007565900405027026,0.007565900405027026
p30,0.013986712455090755,0.013986712455090755
p31,0.013986712455090755,0.013986712455090755
p32,0.012278863850201605,0.012278863850201605
p33,0.012278863850201605,0.012278863850201605
p34,0.012278863850201605,0.012278863850201605
p35,-0.004092118408731915,-0.004092118408731915
p36,-0.004092118408731915,-0.004092118408731915
p37,-0.0011426955077313838,-0.0011426955077313838
p38,-0.004092118408731915,-0.004092118408731915
p39,-0.004092118408731915,-0.004092118408731915
p4,0.007565900405027026,0.007565900405027026
p40,-0.004092118408731915,-0.004092118408731915
p41,-0.004092118408731915,-0.004092118408731915
p42,-0.0011426955077313838,-0.0011426955077313838
p43,-0.0011426955077313838,-0.0011426955077313838
p44,-0.0011426955077313838,-0.0011426955077313838
p45,-0.0011426955077313838,-0.0011426955077313838
p46,-0.0011426955077313838,-0.0011426955077313838
p47,0.005646160233604869,0.005646160233604869
p48,0.005646160233604869,0.005646160233604869
p49,0.005646160233604869,0.005646160233604869
p5,0.007565900405027026,0.007565900405027026
p50,0.005646160233604869,0.005646160233604869
p51,0.005646160233604869,0.005646160233604869
p52,-0.003440846468566683,-0.003440846468566683
p53,-0.003440846468566683,-0.003440846468566683
p54,-0.003440846468566683,-0.003440846468566683
p55,-0.003440846468566683,-0.003440846468566683
p56,0.005646160233604869,0.005646160233604869
p57,0.005646160233604869,0.005646160233604869
p58,0.004456748052881654,0.004456748052881654
p59,0.013986712455090755,0.013986712455090755
p6,0.007565900405027026,0.007565900405027026
p60,0.005417191711304836,0.005417191711304836
p61,0.005417191711304836,0.005417191711304836
p62,0.005417191711304836,0.005417191711304836
p63,0.005417191711304836,0.005417191711304836
p64,0.005417191711304836,0.005417191711304836
p65,0.005417191711304836,0.005417191711304836
p66,0.004456748052881654,0.004456748052881654
p67,0.005417191711304836,0.005417191711304836
p68,-0.0011426955077313838,-0.0011426955077313838
p69,-0.0011426955077313838,-0.0011426955077313838
p7,0.012034293801281666,0.012034293801281666
p70,-0.0011426955077313838,-0.0011426955077313838
p71,0.002634037594017258,0.002634037594017258
p72,0.002634037594017258,0.002634037594017258
p73,0.002634037594017258,0.002634037594017258
p74,-0.0011426955077313838,-0.0011426955077313838
p75,-0.0011426955077313838,-0.0011426955077313838
p76,-0.0011426955077313838,-0.0011426955077313838
p77,-0.0011426955077313838,-0.0011426955077313838
p78,-0.0011426955077313838,-0.0011426955077313838
p79,-0.0011426955077313838,-0.0011426955077313838
p8,0.010291021904745245,0.010291021904745245
p80,0.004292092584675222,0.004292092584675222
p81,0.002634037594017258,0.002634037594017258
p82,0.002634037594017258,0.002634037594017258
p83,0.002634037594017258,0.002634037594017258
p84,0.002634037594017258,0.002634037594017258
p85,0.004456748052881654,0.004456748052881654
p86,0.004456748052881654,0.004456748052881654
p87,0.004456748052881654,0.004456748052881654
p88,0.004818534968419996,0.004818534968419996
p89,0.0042594593923284945,0.0042594593923284945
p9,0.006095759147439317,0.006095759147439317
p90,0.003643512740400867,0.003643512740400867
p91,0.003643512740400867,0.003643512740400867
p92,0.004818534968419996,0.004818534968419996
p93,0.004818534968419996,0.004818534968419996
p94,0.003643512740400867,0.003643512740400867
p95,0.0005164057390572019,0.0005164057390572019
p96,0.0005164057390572019,0.0005164057390572019
p97,0.0005164057390572019,0.0005164057390572019
p98,0.0005164057390572019,0.0005164057390572019
p99,0.004801568252372546,0.004801568252372546
