GENERATION_PROJECT,BUILD_YEAR,gen_overnight_cost,gen_fixed_om,gen_storage_energy_overnight_cost,gen_storage_energy_fixed_om
p43_petroleum_liquids_1,2004.0,0,25800,.,.
p43_petroleum_liquids_1,2005.0,0,25800,.,.
p43_petroleum_liquids_1,2006.0,0,25800,.,.
p43_petroleum_liquids_1,2009.0,0,25800,.,.
p43_petroleum_liquids_1,2010.0,0,25800,.,.
p43_petroleum_liquids_1,2011.0,0,25800,.,.
p43_petroleum_liquids_1,2012.0,0,25800,.,.
p43_petroleum_liquids_1,2014.0,0,25800,.,.
p43_petroleum_liquids_1,2020.0,0,25800,.,.
p43_petroleum_liquids_1,2021.0,0,25800,.,.
p43_petroleum_liquids_1,2022.0,0,25800,.,.
p43_petroleum_liquids_1,2023.0,0,25800,.,.
p43_petroleum_liquids_1,2028.0,0,25800,.,.
p43_small_hydroelectric_1,1906.0,0,57025,.,.
p43_small_hydroelectric_1,1913.0,0,57025,.,.
p43_small_hydroelectric_1,1914.0,0,57025,.,.
p43_small_hydroelectric_1,1915.0,0,57025,.,.
p43_small_hydroelectric_1,1917.0,0,57025,.,.
p43_small_hydroelectric_1,1919.0,0,57025,.,.
p43_small_hydroelectric_1,1920.0,0,57025,.,.
p43_small_hydroelectric_1,1922.0,0,57025,.,.
p43_small_hydroelectric_1,1923.0,0,57025,.,.
p43_small_hydroelectric_1,1924.0,0,57025,.,.
p43_small_hydroelectric_1,1925.0,0,57025,.,.
p43_small_hydroelectric_1,1929.0,0,57025,.,.
p43_small_hydroelectric_1,1936.0,0,57025,.,.
p43_small_hydroelectric_1,1940.0,0,57025,.,.
p43_small_hydroelectric_1,1943.0,0,57025,.,.
p43_small_hydroelectric_1,1950.0,0,57025,.,.
p43_small_hydroelectric_1,1954.0,0,57025,.,.
p43_small_hydroelectric_1,1955.0,0,57025,.,.
p43_small_hydroelectric_1,1979.0,0,57025,.,.
p43_small_hydroelectric_1,1980.0,0,57025,.,.
p43_small_hydroelectric_1,1984.0,0,57025,.,.
p43_small_hydroelectric_1,1985.0,0,57025,.,.
p43_small_hydroelectric_1,1988.0,0,57025,.,.
p43_small_hydroelectric_1,1992.0,0,57025,.,.
p43_small_hydroelectric_1,2011.0,0,57025,.,.
p43_solar_photovoltaic_1,2015.0,0,21608,.,.
p43_solar_photovoltaic_1,2016.0,0,21608,.,.
p43_solar_photovoltaic_1,2017.0,0,21608,.,.
p43_solar_photovoltaic_1,2018.0,0,21608,.,.
p43_solar_photovoltaic_1,2019.0,0,21608,.,.
p43_solar_photovoltaic_1,2020.0,0,21608,.,.
p43_solar_photovoltaic_1,2021.0,0,21608,.,.
p43_solar_photovoltaic_1,2022.0,0,21608,.,.
p43_solar_photovoltaic_1,2023.0,0,21608,.,.
p43_solar_photovoltaic_1,2024.0,0,21608,.,.
p43_solar_photovoltaic_1,2025.0,0,21608,.,.
p43_solar_photovoltaic_1,2026.0,0,21608,.,.
p43_waste_heat_1,2006.0,0,163666,.,.
p44_batteries_1,2024.0,0,8671,0,0
p44_conventional_steam_coal_1,1976.0,0,79915.3333333333,.,.
p44_onshore_wind_turbine_1,1998.0,0,31648,.,.
p44_onshore_wind_turbine_1,1999.0,0,31648,.,.
p44_onshore_wind_turbine_1,2000.0,0,31648,.,.
p44_onshore_wind_turbine_1,2001.0,0,31648,.,.
p44_onshore_wind_turbine_1,2002.0,0,31648,.,.
p44_onshore_wind_turbine_1,2003.0,0,31648,.,.
p44_onshore_wind_turbine_1,2004.0,0,31648,.,.
p44_onshore_wind_turbine_1,2005.0,0,31648,.,.
p44_onshore_wind_turbine_1,2006.0,0,31648,.,.
p44_onshore_wind_turbine_1,2007.0,0,31648,.,.
p44_onshore_wind_turbine_1,2008.0,0,31648,.,.
p44_onshore_wind_turbine_1,2009.0,0,31648,.,.
p44_onshore_wind_turbine_1,2010.0,0,31648,.,.
p44_onshore_wind_turbine_1,2011.0,0,31648,.,.
p44_onshore_wind_turbine_1,2012.0,0,31648,.,.
p44_onshore_wind_turbine_1,2017.0,0,31648,.,.
p44_onshore_wind_turbine_1,2018.0,0,31648,.,.
p44_onshore_wind_turbine_1,2019.0,0,31648,.,.
p44_onshore_wind_turbine_1,2020.0,0,31648,.,.
p44_onshore_wind_turbine_1,2021.0,0,31648,.,.
p44_onshore_wind_turbine_1,2022.0,0,31648,.,.
p44_onshore_wind_turbine_1,2023.0,0,31648,.,.
p44_other_peaker_1,1974.0,0,25800,.,.
p44_petroleum_liquids_1,1967.0,0,25800,.,.
p44_petroleum_liquids_1,1969.0,0,25800,.,.
p44_petroleum_liquids_1,1970.0,0,25800,.,.
p44_petroleum_liquids_1,2001.0,0,25800,.,.
p44_petroleum_liquids_1,2002.0,0,25800,.,.
p44_petroleum_liquids_1,2003.0,0,25800,.,.
p44_petroleum_liquids_1,2005.0,0,25800,.,.
p44_petroleum_liquids_1,2022.0,0,25800,.,.
p44_small_hydroelectric_1,1932.0,0,57025,.,.
p44_small_hydroelectric_1,1940.0,0,57025,.,.
p44_small_hydroelectric_1,1986.0,0,57025,.,.
p44_small_hydroelectric_1,2013.0,0,57025,.,.
p44_solar_photovoltaic_1,2013.0,0,21608,.,.
p44_solar_photovoltaic_1,2017.0,0,21608,.,.
p44_solar_photovoltaic_1,2018.0,0,21608,.,.
p44_solar_photovoltaic_1,2019.0,0,21608,.,.
p44_solar_photovoltaic_1,2020.0,0,21608,.,.
p44_solar_photovoltaic_1,2021.0,0,21608,.,.
p44_solar_photovoltaic_1,2022.0,0,21608,.,.
p44_solar_photovoltaic_1,2023.0,0,21608,.,.
p44_solar_photovoltaic_1,2024.0,0,21608,.,.
p44_solar_photovoltaic_1,2025.0,0,21608,.,.
p45_batteries_1,2022.0,0,8671,0,0
p45_biomass_1,1987.0,0,163666,.,.
p45_biomass_1,2006.0,0,163666,.,.
p45_conventional_steam_coal_1,1978.0,0,70973.3333333333,.,.
p45_conventional_steam_coal_1,2007.0,0,70973.3333333333,.,.
p45_conventional_steam_coal_2,1975.0,0,80628,.,.
p45_conventional_steam_coal_2,1979.0,0,80628,.,.
p45_natural_gas_fired_combined_cycle_1,2004.0,0,11863,.,.
p45_natural_gas_fired_combustion_turbine_1,2004.0,0,14193,.,.
p45_natural_gas_fired_combustion_turbine_1,2007.0,0,14193,.,.
p45_onshore_wind_turbine_1,1527.0,0,31648,.,.
p45_onshore_wind_turbine_1,1999.0,0,31648,.,.
p45_onshore_wind_turbine_1,2000.0,0,31648,.,.
p45_onshore_wind_turbine_1,2002.0,0,31648,.,.
p45_onshore_wind_turbine_1,2003.0,0,31648,.,.
p45_onshore_wind_turbine_1,2004.0,0,31648,.,.
p45_onshore_wind_turbine_1,2005.0,0,31648,.,.
p45_onshore_wind_turbine_1,2006.0,0,31648,.,.
p45_onshore_wind_turbine_1,2007.0,0,31648,.,.
p45_onshore_wind_turbine_1,2008.0,0,31648,.,.
p45_onshore_wind_turbine_1,2009.0,0,31648,.,.
p45_onshore_wind_turbine_1,2011.0,0,31648,.,.
p45_onshore_wind_turbine_1,2012.0,0,31648,.,.
p45_onshore_wind_turbine_1,2014.0,0,31648,.,.
p45_onshore_wind_turbine_1,2015.0,0,31648,.,.
p45_onshore_wind_turbine_1,2016.0,0,31648,.,.
p45_onshore_wind_turbine_1,2017.0,0,31648,.,.
p45_onshore_wind_turbine_1,2018.0,0,31648,.,.
p45_onshore_wind_turbine_1,2019.0,0,31648,.,.
p45_onshore_wind_turbine_1,2020.0,0,31648,.,.
p45_onshore_wind_turbine_1,2021.0,0,31648,.,.
p45_onshore_wind_turbine_1,2022.0,0,31648,.,.
p45_onshore_wind_turbine_1,2025.0,0,31648,.,.
p45_other_peaker_1,1960.0,0,25800,.,.
p45_other_peaker_1,1969.0,0,25800,.,.
p45_other_peaker_1,2018.0,0,25800,.,.
p45_other_peaker_1,2019.0,0,25800,.,.
p45_other_peaker_1,2023.0,0,25800,.,.
p45_other_peaker_1,2026.0,0,25800,.,.
p45_petroleum_liquids_1,1525.0,0,25800,.,.
p45_petroleum_liquids_1,1928.0,0,25800,.,.
p45_petroleum_liquids_1,1946.0,0,25800,.,.
p45_petroleum_liquids_1,1948.0,0,25800,.,.
p45_petroleum_liquids_1,1949.0,0,25800,.,.
p45_petroleum_liquids_1,1950.0,0,25800,.,.
p45_petroleum_liquids_1,1954.0,0,25800,.,.
p45_petroleum_liquids_1,1958.0,0,25800,.,.
p45_petroleum_liquids_1,1959.0,0,25800,.,.
p45_petroleum_liquids_1,1962.0,0,25800,.,.
p45_petroleum_liquids_1,1965.0,0,25800,.,.
p45_petroleum_liquids_1,1966.0,0,25800,.,.
p45_petroleum_liquids_1,1968.0,0,25800,.,.
p45_petroleum_liquids_1,1970.0,0,25800,.,.
p45_petroleum_liquids_1,1971.0,0,25800,.,.
p45_petroleum_liquids_1,1973.0,0,25800,.,.
p45_petroleum_liquids_1,1976.0,0,25800,.,.
p45_petroleum_liquids_1,1979.0,0,25800,.,.
p45_petroleum_liquids_1,1987.0,0,25800,.,.
p45_petroleum_liquids_1,1990.0,0,25800,.,.
p45_petroleum_liquids_1,1991.0,0,25800,.,.
p45_petroleum_liquids_1,1994.0,0,25800,.,.
p45_petroleum_liquids_1,1995.0,0,25800,.,.
p45_petroleum_liquids_1,1997.0,0,25800,.,.
p45_petroleum_liquids_1,1998.0,0,25800,.,.
p45_petroleum_liquids_1,1999.0,0,25800,.,.
p45_petroleum_liquids_1,2000.0,0,25800,.,.
p45_petroleum_liquids_1,2001.0,0,25800,.,.
p45_petroleum_liquids_1,2002.0,0,25800,.,.
p45_petroleum_liquids_1,2003.0,0,25800,.,.
p45_petroleum_liquids_1,2005.0,0,25800,.,.
p45_petroleum_liquids_1,2006.0,0,25800,.,.
p45_petroleum_liquids_1,2012.0,0,25800,.,.
p45_petroleum_liquids_1,2013.0,0,25800,.,.
p45_petroleum_liquids_1,2016.0,0,25800,.,.
p45_petroleum_liquids_1,2018.0,0,25800,.,.
p45_petroleum_liquids_1,2022.0,0,25800,.,.
p45_petroleum_liquids_1,2024.0,0,25800,.,.
p45_solar_photovoltaic_1,2019.0,0,21608,.,.
p45_solar_photovoltaic_1,2022.0,0,21608,.,.
p46_biomass_1,1530.0,0,163666,.,.
p46_biomass_1,1952.0,0,163666,.,.
p46_biomass_1,2006.0,0,163666,.,.
p46_biomass_1,2007.0,0,163666,.,.
p46_biomass_1,2012.0,0,163666,.,.
p46_biomass_1,2013.0,0,163666,.,.
p46_conventional_steam_coal_1,1979.0,0,93384.3333333333,.,.
p46_natural_gas_fired_combustion_turbine_1,2001.0,0,13832,.,.
p46_natural_gas_fired_combustion_turbine_1,2025.0,0,13832,.,.
p46_other_peaker_1,1957.0,0,25800,.,.
p46_other_peaker_1,1966.0,0,25800,.,.
p46_other_peaker_1,1972.0,0,25800,.,.
p46_other_peaker_1,1987.0,0,25800,.,.
p46_other_peaker_1,2001.0,0,25800,.,.
p46_other_peaker_1,2025.0,0,25800,.,.
p46_petroleum_liquids_1,1530.0,0,25800,.,.
p46_petroleum_liquids_1,1930.0,0,25800,.,.
p46_petroleum_liquids_1,1939.0,0,25800,.,.
p46_petroleum_liquids_1,1940.0,0,25800,.,.
p46_petroleum_liquids_1,1945.0,0,25800,.,.
p46_petroleum_liquids_1,1947.0,0,25800,.,.
p46_petroleum_liquids_1,1948.0,0,25800,.,.
p46_petroleum_liquids_1,1949.0,0,25800,.,.
p46_petroleum_liquids_1,1954.0,0,25800,.,.
p46_petroleum_liquids_1,1955.0,0,25800,.,.
p46_petroleum_liquids_1,1956.0,0,25800,.,.
p46_petroleum_liquids_1,1963.0,0,25800,.,.
p46_petroleum_liquids_1,1968.0,0,25800,.,.
p46_petroleum_liquids_1,1970.0,0,25800,.,.
p46_petroleum_liquids_1,1975.0,0,25800,.,.
p46_petroleum_liquids_1,1979.0,0,25800,.,.
p46_petroleum_liquids_1,1988.0,0,25800,.,.
p46_petroleum_liquids_1,1989.0,0,25800,.,.
p46_petroleum_liquids_1,1995.0,0,25800,.,.
p46_petroleum_liquids_1,2000.0,0,25800,.,.
p46_petroleum_liquids_1,2001.0,0,25800,.,.
p46_petroleum_liquids_1,2002.0,0,25800,.,.
p46_petroleum_liquids_1,2007.0,0,25800,.,.
p46_small_hydroelectric_1,1527.0,0,57025,.,.
p46_small_hydroelectric_1,1544.0,0,57025,.,.
p46_small_hydroelectric_1,1564.0,0,57025,.,.
p46_small_hydroelectric_1,1907.0,0,57025,.,.
p46_small_hydroelectric_1,1910.0,0,57025,.,.
p46_small_hydroelectric_1,1911.0,0,57025,.,.
p46_small_hydroelectric_1,1915.0,0,57025,.,.
p46_small_hydroelectric_1,1917.0,0,57025,.,.
p46_small_hydroelectric_1,1921.0,0,57025,.,.
p46_small_hydroelectric_1,1922.0,0,57025,.,.
p46_small_hydroelectric_1,1923.0,0,57025,.,.
p46_small_hydroelectric_1,1924.0,0,57025,.,.
p46_small_hydroelectric_1,1927.0,0,57025,.,.
p46_small_hydroelectric_1,1928.0,0,57025,.,.
p46_small_hydroelectric_1,1929.0,0,57025,.,.
p46_small_hydroelectric_1,1930.0,0,57025,.,.
p46_small_hydroelectric_1,1940.0,0,57025,.,.
p46_small_hydroelectric_1,1942.0,0,57025,.,.
p46_small_hydroelectric_1,1950.0,0,57025,.,.
p46_small_hydroelectric_1,1951.0,0,57025,.,.
p46_small_hydroelectric_1,1958.0,0,57025,.,.
p46_small_hydroelectric_1,1967.0,0,57025,.,.
p46_small_hydroelectric_1,1971.0,0,57025,.,.
p46_small_hydroelectric_1,1973.0,0,57025,.,.
p46_small_hydroelectric_1,1976.0,0,57025,.,.
p46_small_hydroelectric_1,1977.0,0,57025,.,.
p46_small_hydroelectric_1,1983.0,0,57025,.,.
p46_small_hydroelectric_1,1986.0,0,57025,.,.
p46_small_hydroelectric_1,1988.0,0,57025,.,.
p46_small_hydroelectric_1,1993.0,0,57025,.,.
p46_solar_photovoltaic_1,2017.0,0,21608,.,.
p46_solar_photovoltaic_1,2018.0,0,21608,.,.
p46_solar_photovoltaic_1,2019.0,0,21608,.,.
p46_solar_photovoltaic_1,2021.0,0,21608,.,.
p46_solar_photovoltaic_1,2023.0,0,21608,.,.
p46_solar_photovoltaic_1,2024.0,0,21608,.,.
p46_solar_photovoltaic_1,2026.0,0,21608,.,.
p47_natural_gas_fired_combined_cycle_1,2008.0,0,11863,.,.
p47_natural_gas_fired_combustion_turbine_1,1530.0,0,13133,.,.
p47_natural_gas_fired_combustion_turbine_1,1540.0,0,13133,.,.
p47_natural_gas_fired_combustion_turbine_1,2008.0,0,13133,.,.
p47_onshore_wind_turbine_1,2003.0,0,31648,.,.
p47_onshore_wind_turbine_1,2004.0,0,31648,.,.
p47_onshore_wind_turbine_1,2005.0,0,31648,.,.
p47_onshore_wind_turbine_1,2008.0,0,31648,.,.
p47_onshore_wind_turbine_1,2012.0,0,31648,.,.
p47_onshore_wind_turbine_1,2014.0,0,31648,.,.
p47_onshore_wind_turbine_1,2015.0,0,31648,.,.
p47_onshore_wind_turbine_1,2016.0,0,31648,.,.
p47_onshore_wind_turbine_1,2017.0,0,31648,.,.
p47_onshore_wind_turbine_1,2019.0,0,31648,.,.
p47_onshore_wind_turbine_1,2020.0,0,31648,.,.
p47_onshore_wind_turbine_1,2021.0,0,31648,.,.
p47_other_peaker_1,1527.0,0,25800,.,.
p47_other_peaker_1,1528.0,0,25800,.,.
p47_other_peaker_1,2012.0,0,25800,.,.
p47_petroleum_liquids_1,1534.0,0,25800,.,.
p47_solar_photovoltaic_1,2011.0,0,21608,.,.
p47_solar_photovoltaic_1,2013.0,0,21608,.,.
p47_solar_photovoltaic_1,2016.0,0,21608,.,.
p47_solar_photovoltaic_1,2017.0,0,21608,.,.
p47_solar_photovoltaic_1,2021.0,0,21608,.,.
p47_solar_photovoltaic_1,2023.0,0,21608,.,.
p48_batteries_1,2024.0,0,8671,0,0
p48_conventional_steam_coal_2,1538.0,0,76708.6666666667,.,.
p48_conventional_steam_coal_2,1540.0,0,76708.6666666667,.,.
p48_natural_gas_fired_combined_cycle_1,1999.0,0,19989,.,.
p48_natural_gas_fired_combined_cycle_1,2000.0,0,19989,.,.
p48_natural_gas_fired_combustion_turbine_1,1556.0,0,11243,.,.
p48_natural_gas_fired_combustion_turbine_1,1558.0,0,11243,.,.
p48_natural_gas_fired_combustion_turbine_1,1988.0,0,11243,.,.
p48_natural_gas_fired_combustion_turbine_1,1999.0,0,11243,.,.
p48_natural_gas_fired_combustion_turbine_1,2005.0,0,11243,.,.
p48_natural_gas_fired_combustion_turbine_1,2006.0,0,11243,.,.
p48_natural_gas_fired_combustion_turbine_1,2007.0,0,11243,.,.
p48_natural_gas_fired_combustion_turbine_1,2013.0,0,11243,.,.
p48_natural_gas_fired_combustion_turbine_1,2015.0,0,11243,.,.
p48_natural_gas_fired_combustion_turbine_1,2016.0,0,11243,.,.
p48_onshore_wind_turbine_1,2001.0,0,31648,.,.
p48_onshore_wind_turbine_1,2006.0,0,31648,.,.
p48_onshore_wind_turbine_1,2007.0,0,31648,.,.
p48_onshore_wind_turbine_1,2008.0,0,31648,.,.
p48_onshore_wind_turbine_1,2009.0,0,31648,.,.
p48_onshore_wind_turbine_1,2010.0,0,31648,.,.
p48_onshore_wind_turbine_1,2011.0,0,31648,.,.
p48_onshore_wind_turbine_1,2012.0,0,31648,.,.
p48_onshore_wind_turbine_1,2014.0,0,31648,.,.
p48_onshore_wind_turbine_1,2015.0,0,31648,.,.
p48_onshore_wind_turbine_1,2016.0,0,31648,.,.
p48_onshore_wind_turbine_1,2017.0,0,31648,.,.
p48_onshore_wind_turbine_1,2018.0,0,31648,.,.
p48_onshore_wind_turbine_1,2019.0,0,31648,.,.
p48_onshore_wind_turbine_1,2021.0,0,31648,.,.
p48_onshore_wind_turbine_1,2022.0,0,31648,.,.
p48_onshore_wind_turbine_1,2024.0,0,31648,.,.
p48_onshore_wind_turbine_1,2025.0,0,31648,.,.
p48_onshore_wind_turbine_1,2026.0,0,31648,.,.
p48_other_peaker_1,1527.0,0,25800,.,.
p48_other_peaker_1,1530.0,0,25800,.,.
p48_other_peaker_1,1531.0,0,25800,.,.
p48_other_peaker_1,1534.0,0,25800,.,.
p48_other_peaker_1,1536.0,0,25800,.,.
p48_other_peaker_1,1960.0,0,25800,.,.
p48_other_peaker_1,1982.0,0,25800,.,.
p48_other_peaker_1,1985.0,0,25800,.,.
p48_other_peaker_1,2011.0,0,25800,.,.
p48_solar_photovoltaic_1,2023.0,0,21608,.,.
p48_solar_photovoltaic_1,2024.0,0,21608,.,.
p48_solar_photovoltaic_1,2025.0,0,21608,.,.
p48_solar_photovoltaic_1,2026.0,0,21608,.,.
p48_solar_photovoltaic_1,2027.0,0,21608,.,.
p49_onshore_wind_turbine_1,2015.0,0,31648,.,.
p49_onshore_wind_turbine_1,2016.0,0,31648,.,.
p49_onshore_wind_turbine_1,2020.0,0,31648,.,.
p49_onshore_wind_turbine_1,2024.0,0,31648,.,.
p49_solar_photovoltaic_1,2016.0,0,21608,.,.
p5_batteries_1,2022.0,0,8671,0,0
p5_batteries_1,2024.0,0,8671,0,0
p5_batteries_1,2025.0,0,8671,0,0
p5_batteries_1,2027.0,0,8671,0,0
p5_biomass_1,1527.0,0,163666,.,.
p5_biomass_1,1976.0,0,163666,.,.
p5_biomass_1,1986.0,0,163666,.,.
p5_biomass_1,1995.0,0,163666,.,.
p5_biomass_1,1996.0,0,163666,.,.
p5_biomass_1,2007.0,0,163666,.,.
p5_biomass_1,2009.0,0,163666,.,.
p5_biomass_1,2010.0,0,163666,.,.
p5_biomass_1,2011.0,0,163666,.,.
p5_biomass_1,2013.0,0,163666,.,.
p5_biomass_1,2014.0,0,163666,.,.
p5_biomass_1,2015.0,0,163666,.,.
p5_biomass_1,2020.0,0,163666,.,.
p5_conventional_hydroelectric_1,1530.0,0,57025,.,.
p5_conventional_hydroelectric_1,1938.0,0,57025,.,.
p5_conventional_hydroelectric_1,1941.0,0,57025,.,.
p5_conventional_hydroelectric_1,1942.0,0,57025,.,.
p5_conventional_hydroelectric_1,1943.0,0,57025,.,.
p5_conventional_hydroelectric_1,1944.0,0,57025,.,.
p5_conventional_hydroelectric_1,1953.0,0,57025,.,.
p5_conventional_hydroelectric_1,1954.0,0,57025,.,.
p5_conventional_hydroelectric_1,1955.0,0,57025,.,.
p5_conventional_hydroelectric_1,1956.0,0,57025,.,.
p5_conventional_hydroelectric_1,1957.0,0,57025,.,.
p5_conventional_hydroelectric_1,1958.0,0,57025,.,.
p5_conventional_hydroelectric_1,1959.0,0,57025,.,.
p5_conventional_hydroelectric_1,1960.0,0,57025,.,.
p5_conventional_hydroelectric_1,1963.0,0,57025,.,.
p5_conventional_hydroelectric_1,1964.0,0,57025,.,.
p5_conventional_hydroelectric_1,1967.0,0,57025,.,.
p5_conventional_hydroelectric_1,1968.0,0,57025,.,.
p5_conventional_hydroelectric_1,1969.0,0,57025,.,.
p5_conventional_hydroelectric_1,1970.0,0,57025,.,.
p5_conventional_hydroelectric_1,1971.0,0,57025,.,.
p5_conventional_hydroelectric_1,1973.0,0,57025,.,.
p5_conventional_hydroelectric_1,1981.0,0,57025,.,.
p5_conventional_hydroelectric_1,1982.0,0,57025,.,.
p5_conventional_hydroelectric_1,2023.0,0,57025,.,.
p5_natural_gas_fired_combined_cycle_1,1974.0,0,14240,.,.
p5_natural_gas_fired_combined_cycle_1,1977.0,0,14240,.,.
p5_natural_gas_fired_combined_cycle_1,1996.0,0,14240,.,.
p5_natural_gas_fired_combined_cycle_1,2002.0,0,14240,.,.
p5_natural_gas_fired_combined_cycle_2,1995.0,0,19989,.,.
p5_natural_gas_fired_combined_cycle_2,2003.0,0,19989,.,.
p5_natural_gas_fired_combined_cycle_2,2007.0,0,19989,.,.
p5_natural_gas_fired_combined_cycle_2,2010.0,0,19989,.,.
p5_natural_gas_fired_combined_cycle_2,2012.0,0,19989,.,.
p5_natural_gas_fired_combined_cycle_2,2016.0,0,19989,.,.
p5_natural_gas_fired_combustion_turbine_1,2001.0,0,16032,.,.
p5_onshore_wind_turbine_1,1998.0,0,31648,.,.
p5_onshore_wind_turbine_1,2001.0,0,31648,.,.
p5_onshore_wind_turbine_1,2002.0,0,31648,.,.
p5_onshore_wind_turbine_1,2003.0,0,31648,.,.
p5_onshore_wind_turbine_1,2005.0,0,31648,.,.
p5_onshore_wind_turbine_1,2006.0,0,31648,.,.
p5_onshore_wind_turbine_1,2007.0,0,31648,.,.
p5_onshore_wind_turbine_1,2008.0,0,31648,.,.
p5_onshore_wind_turbine_1,2009.0,0,31648,.,.
p5_onshore_wind_turbine_1,2010.0,0,31648,.,.
p5_onshore_wind_turbine_1,2011.0,0,31648,.,.
p5_onshore_wind_turbine_1,2012.0,0,31648,.,.
p5_onshore_wind_turbine_1,2016.0,0,31648,.,.
p5_onshore_wind_turbine_1,2019.0,0,31648,.,.
p5_onshore_wind_turbine_1,2020.0,0,31648,.,.
p5_onshore_wind_turbine_1,2022.0,0,31648,.,.
p5_onshore_wind_turbine_1,2025.0,0,31648,.,.
p5_other_peaker_1,2012.0,0,25800,.,.
p5_other_peaker_1,2014.0,0,25800,.,.
p5_other_peaker_1,2015.0,0,25800,.,.
p5_petroleum_liquids_1,2009.0,0,25800,.,.
p5_small_hydroelectric_1,1911.0,0,57025,.,.
p5_small_hydroelectric_1,1912.0,0,57025,.,.
p5_small_hydroelectric_1,1913.0,0,57025,.,.
p5_small_hydroelectric_1,1916.0,0,57025,.,.
p5_small_hydroelectric_1,1917.0,0,57025,.,.
p5_small_hydroelectric_1,1921.0,0,57025,.,.
p5_small_hydroelectric_1,1924.0,0,57025,.,.
p5_small_hydroelectric_1,1927.0,0,57025,.,.
p5_small_hydroelectric_1,1949.0,0,57025,.,.
p5_small_hydroelectric_1,1952.0,0,57025,.,.
p5_small_hydroelectric_1,1954.0,0,57025,.,.
p5_small_hydroelectric_1,1955.0,0,57025,.,.
p5_small_hydroelectric_1,1962.0,0,57025,.,.
p5_small_hydroelectric_1,1964.0,0,57025,.,.
p5_small_hydroelectric_1,1968.0,0,57025,.,.
p5_small_hydroelectric_1,1982.0,0,57025,.,.
p5_small_hydroelectric_1,1984.0,0,57025,.,.
p5_small_hydroelectric_1,1985.0,0,57025,.,.
p5_small_hydroelectric_1,1986.0,0,57025,.,.
p5_small_hydroelectric_1,1987.0,0,57025,.,.
p5_small_hydroelectric_1,1989.0,0,57025,.,.
p5_small_hydroelectric_1,1991.0,0,57025,.,.
p5_small_hydroelectric_1,1994.0,0,57025,.,.
p5_small_hydroelectric_1,2010.0,0,57025,.,.
p5_small_hydroelectric_1,2014.0,0,57025,.,.
p5_small_hydroelectric_1,2015.0,0,57025,.,.
p5_small_hydroelectric_1,2018.0,0,57025,.,.
p5_solar_photovoltaic_1,2011.0,0,21608,.,.
p5_solar_photovoltaic_1,2012.0,0,21608,.,.
p5_solar_photovoltaic_1,2014.0,0,21608,.,.
p5_solar_photovoltaic_1,2016.0,0,21608,.,.
p5_solar_photovoltaic_1,2017.0,0,21608,.,.
p5_solar_photovoltaic_1,2018.0,0,21608,.,.
p5_solar_photovoltaic_1,2019.0,0,21608,.,.
p5_solar_photovoltaic_1,2020.0,0,21608,.,.
p5_solar_photovoltaic_1,2021.0,0,21608,.,.
p5_solar_photovoltaic_1,2022.0,0,21608,.,.
p5_solar_photovoltaic_1,2023.0,0,21608,.,.
p5_solar_photovoltaic_1,2024.0,0,21608,.,.
p5_solar_photovoltaic_1,2025.0,0,21608,.,.
p5_solar_photovoltaic_1,2026.0,0,21608,.,.
p5_solar_photovoltaic_1,2027.0,0,21608,.,.
p5_solar_photovoltaic_1,2028.0,0,21608,.,.
p50_batteries_1,2020.0,0,8671,0,0
p50_batteries_1,2025.0,0,8671,0,0
p50_biomass_1,1971.0,0,163666,.,.
p50_conventional_hydroelectric_1,1953.0,0,57025,.,.
p50_conventional_hydroelectric_1,1964.0,0,57025,.,.
p50_conventional_hydroelectric_1,1970.0,0,57025,.,.
p50_conventional_hydroelectric_1,1971.0,0,57025,.,.
p50_conventional_steam_coal_1,1979.0,0,78000,.,.
p50_conventional_steam_coal_1,1980.0,0,78000,.,.
p50_conventional_steam_coal_1,1982.0,0,78000,.,.
p50_conventional_steam_coal_2,1990.0,0,91610.6666666667,.,.
p50_natural_gas_fired_combined_cycle_1,2001.0,0,15576,.,.
p50_natural_gas_fired_combined_cycle_1,2003.0,0,15576,.,.
p50_natural_gas_fired_combined_cycle_1,2004.0,0,15576,.,.
p50_natural_gas_fired_combined_cycle_2,1966.0,0,19989,.,.
p50_natural_gas_fired_combined_cycle_2,1973.0,0,19989,.,.
p50_natural_gas_fired_combined_cycle_2,1974.0,0,19989,.,.
p50_natural_gas_fired_combined_cycle_2,1977.0,0,19989,.,.
p50_natural_gas_fired_combined_cycle_2,1989.0,0,19989,.,.
p50_natural_gas_fired_combined_cycle_2,1995.0,0,19989,.,.
p50_natural_gas_fired_combustion_turbine_1,1530.0,0,11877,.,.
p50_natural_gas_fired_combustion_turbine_1,1971.0,0,11877,.,.
p50_natural_gas_fired_combustion_turbine_1,2001.0,0,11877,.,.
p50_natural_gas_fired_combustion_turbine_1,2003.0,0,11877,.,.
p50_natural_gas_fired_combustion_turbine_1,2008.0,0,11877,.,.
p50_natural_gas_fired_combustion_turbine_1,2009.0,0,11877,.,.
p50_natural_gas_fired_combustion_turbine_1,2015.0,0,11877,.,.
p50_natural_gas_fired_combustion_turbine_1,2017.0,0,11877,.,.
p50_natural_gas_fired_combustion_turbine_1,2026.0,0,11877,.,.
p50_natural_gas_fired_combustion_turbine_1,2027.0,0,11877,.,.
p50_onshore_wind_turbine_1,2003.0,0,31648,.,.
