RPS_PROGRAM,RPS_GEN,send_bundled_recs,send_unbundled_recs
ESR_AZ_rps,p10_biomass_1,1,0
ESR_AZ_rps,p10_conventional_hydroelectric_1,1,0
ESR_AZ_rps,p10_distributed_generation_1,1,0
ESR_AZ_rps,p10_geothermal_1,1,0
ESR_AZ_rps,p10_landbasedwind_class3_moderate_1,1,0
ESR_AZ_rps,p10_landbasedwind_class3_moderate_2,1,0
ESR_AZ_rps,p10_offshorewind_class12_moderate_floating_0_1,1,0
ESR_AZ_rps,p10_offshorewind_class12_moderate_floating_0_2,1,0
ESR_AZ_rps,p10_offshorewind_class3_moderate_fixed_0_1,1,0
ESR_AZ_rps,p10_offshorewind_class3_moderate_fixed_0_2,1,0
ESR_AZ_rps,p10_offshorewind_class3_moderate_fixed_1_1,1,0
ESR_AZ_rps,p10_offshorewind_class3_moderate_fixed_1_2,1,0
ESR_AZ_rps,p10_onshore_wind_turbine_1,1,0
ESR_AZ_rps,p10_small_hydroelectric_1,1,0
ESR_AZ_rps,p10_solar_photovoltaic_1,1,0
ESR_AZ_rps,p10_utilitypv_class1_moderate_1,1,0
ESR_AZ_rps,p10_utilitypv_class1_moderate_2,1,0
ESR_AZ_rps,p11_biomass_1,1,0
ESR_AZ_rps,p11_conventional_hydroelectric_1,1,0
ESR_AZ_rps,p11_distributed_generation_1,1,0
ESR_AZ_rps,p11_landbasedwind_class3_moderate_1,1,0
ESR_AZ_rps,p11_landbasedwind_class3_moderate_2,1,0
ESR_AZ_rps,p11_offshorewind_class12_moderate_floating_0_1,1,0
ESR_AZ_rps,p11_offshorewind_class12_moderate_floating_0_2,1,0
ESR_AZ_rps,p11_offshorewind_class3_moderate_fixed_0_1,1,0
ESR_AZ_rps,p11_offshorewind_class3_moderate_fixed_0_2,1,0
ESR_AZ_rps,p11_offshorewind_class3_moderate_fixed_1_1,1,0
ESR_AZ_rps,p11_offshorewind_class3_moderate_fixed_1_2,1,0
ESR_AZ_rps,p11_onshore_wind_turbine_1,1,0
ESR_AZ_rps,p11_small_hydroelectric_1,1,0
ESR_AZ_rps,p11_solar_photovoltaic_1,1,0
ESR_AZ_rps,p11_utilitypv_class1_moderate_1,1,0
ESR_AZ_rps,p11_utilitypv_class1_moderate_2,1,0
ESR_AZ_rps,p27_conventional_hydroelectric_1,0,0
ESR_AZ_rps,p27_distributed_generation_1,0,0
ESR_AZ_rps,p27_landbasedwind_class3_moderate_1,0,0
ESR_AZ_rps,p27_landbasedwind_class3_moderate_2,0,0
ESR_AZ_rps,p27_onshore_wind_turbine_1,0,0
ESR_AZ_rps,p27_solar_photovoltaic_1,0,0
ESR_AZ_rps,p27_utilitypv_class1_moderate_1,0,0
ESR_AZ_rps,p27_utilitypv_class1_moderate_2,0,0
ESR_AZ_rps,p28_biomass_1,0,0
ESR_AZ_rps,p28_conventional_hydroelectric_1,0,0
ESR_AZ_rps,p28_distributed_generation_1,0,0
ESR_AZ_rps,p28_landbasedwind_class3_moderate_1,0,0
ESR_AZ_rps,p28_landbasedwind_class3_moderate_2,0,0
ESR_AZ_rps,p28_onshore_wind_turbine_1,0,0
ESR_AZ_rps,p28_small_hydroelectric_1,0,0
ESR_AZ_rps,p28_solar_photovoltaic_1,0,0
ESR_AZ_rps,p28_utilitypv_class1_moderate_1,0,0
ESR_AZ_rps,p28_utilitypv_class1_moderate_2,0,0
ESR_AZ_rps,p29_distributed_generation_1,0,0
ESR_AZ_rps,p29_landbasedwind_class3_moderate_1,0,0
ESR_AZ_rps,p29_landbasedwind_class3_moderate_2,0,0
ESR_AZ_rps,p29_solar_photovoltaic_1,0,0
ESR_AZ_rps,p29_utilitypv_class1_moderate_1,0,0
ESR_AZ_rps,p29_utilitypv_class1_moderate_2,0,0
ESR_AZ_rps,p30_distributed_generation_1,0,0
ESR_AZ_rps,p30_landbasedwind_class3_moderate_1,0,0
ESR_AZ_rps,p30_landbasedwind_class3_moderate_2,0,0
ESR_AZ_rps,p30_solar_photovoltaic_1,0,0
ESR_AZ_rps,p30_utilitypv_class1_moderate_1,0,0
ESR_AZ_rps,p30_utilitypv_class1_moderate_2,0,0
ESR_AZ_rps,p31_biomass_1,1,0
ESR_AZ_rps,p31_distributed_generation_1,1,0
ESR_AZ_rps,p31_geothermal_1,1,0
ESR_AZ_rps,p31_landbasedwind_class3_moderate_1,1,0
ESR_AZ_rps,p31_landbasedwind_class3_moderate_2,1,0
ESR_AZ_rps,p31_onshore_wind_turbine_1,1,0
ESR_AZ_rps,p31_small_hydroelectric_1,1,0
ESR_AZ_rps,p31_solar_photovoltaic_1,1,0
ESR_AZ_rps,p31_utilitypv_class1_moderate_1,1,0
ESR_AZ_rps,p31_utilitypv_class1_moderate_2,1,0
ESR_AZ_rps,p33_biomass_1,1,0
ESR_AZ_rps,p33_conventional_hydroelectric_1,1,0
ESR_AZ_rps,p33_distributed_generation_1,1,0
ESR_AZ_rps,p33_landbasedwind_class3_moderate_1,1,0
ESR_AZ_rps,p33_landbasedwind_class3_moderate_2,1,0
ESR_AZ_rps,p33_onshore_wind_turbine_1,1,0
ESR_AZ_rps,p33_small_hydroelectric_1,1,0
ESR_AZ_rps,p33_solar_photovoltaic_1,1,0
ESR_AZ_rps,p33_utilitypv_class1_moderate_1,1,0
ESR_AZ_rps,p33_utilitypv_class1_moderate_2,1,0
ESR_AZ_rps,p34_conventional_hydroelectric_1,1,0
ESR_AZ_rps,p34_distributed_generation_1,1,0
ESR_AZ_rps,p34_landbasedwind_class3_moderate_1,1,0
ESR_AZ_rps,p34_landbasedwind_class3_moderate_2,1,0
ESR_AZ_rps,p34_onshore_wind_turbine_1,1,0
ESR_AZ_rps,p34_small_hydroelectric_1,1,0
ESR_AZ_rps,p34_solar_photovoltaic_1,1,0
ESR_AZ_rps,p34_utilitypv_class1_moderate_1,1,0
ESR_AZ_rps,p34_utilitypv_class1_moderate_2,1,0
ESR_AZ_rps,p47_distributed_generation_1,1,0
ESR_AZ_rps,p47_landbasedwind_class3_moderate_1,1,0
ESR_AZ_rps,p47_landbasedwind_class3_moderate_2,1,0
ESR_AZ_rps,p47_onshore_wind_turbine_1,1,0
ESR_AZ_rps,p47_solar_photovoltaic_1,1,0
ESR_AZ_rps,p47_utilitypv_class1_moderate_1,1,0
ESR_AZ_rps,p47_utilitypv_class1_moderate_2,1,0
ESR_AZ_rps,p8_biomass_1,1,0
ESR_AZ_rps,p8_distributed_generation_1,1,0
ESR_AZ_rps,p8_landbasedwind_class3_moderate_1,1,0
ESR_AZ_rps,p8_landbasedwind_class3_moderate_2,1,0
ESR_AZ_rps,p8_small_hydroelectric_1,1,0
ESR_AZ_rps,p8_solar_photovoltaic_1,1,0
ESR_AZ_rps,p8_utilitypv_class1_moderate_1,1,0
ESR_AZ_rps,p8_utilitypv_class1_moderate_2,1,0
ESR_AZ_rps,p9_biomass_1,1,0
ESR_AZ_rps,p9_conventional_hydroelectric_1,1,0
ESR_AZ_rps,p9_distributed_generation_1,1,0
ESR_AZ_rps,p9_geothermal_1,1,0
ESR_AZ_rps,p9_landbasedwind_class3_moderate_1,1,0
ESR_AZ_rps,p9_landbasedwind_class3_moderate_2,1,0
ESR_AZ_rps,p9_offshorewind_class12_moderate_floating_0_1,1,0
ESR_AZ_rps,p9_offshorewind_class12_moderate_floating_0_2,1,0
ESR_AZ_rps,p9_offshorewind_class3_moderate_fixed_0_1,1,0
ESR_AZ_rps,p9_offshorewind_class3_moderate_fixed_0_2,1,0
ESR_AZ_rps,p9_offshorewind_class3_moderate_fixed_1_1,1,0
ESR_AZ_rps,p9_offshorewind_class3_moderate_fixed_1_2,1,0
ESR_AZ_rps,p9_onshore_wind_turbine_1,1,0
ESR_AZ_rps,p9_small_hydroelectric_1,1,0
ESR_AZ_rps,p9_solar_photovoltaic_1,1,0
ESR_AZ_rps,p9_utilitypv_class1_moderate_1,1,0
ESR_AZ_rps,p9_utilitypv_class1_moderate_2,1,0
ESR_CA_ces,p10_biomass_1,0,0
ESR_CA_ces,p10_conventional_hydroelectric_1,0,0
ESR_CA_ces,p10_geothermal_1,0,0
ESR_CA_ces,p10_landbasedwind_class3_moderate_1,0,0
ESR_CA_ces,p10_landbasedwind_class3_moderate_2,0,0
ESR_CA_ces,p10_nuclear_nuclear__large_moderate_0,0,0
ESR_CA_ces,p10_offshorewind_class12_moderate_floating_0_1,0,0
ESR_CA_ces,p10_offshorewind_class12_moderate_floating_0_2,0,0
ESR_CA_ces,p10_offshorewind_class3_moderate_fixed_0_1,0,0
ESR_CA_ces,p10_offshorewind_class3_moderate_fixed_0_2,0,0
ESR_CA_ces,p10_offshorewind_class3_moderate_fixed_1_1,0,0
ESR_CA_ces,p10_offshorewind_class3_moderate_fixed_1_2,0,0
ESR_CA_ces,p10_onshore_wind_turbine_1,0,0
ESR_CA_ces,p10_small_hydroelectric_1,0,0
ESR_CA_ces,p10_solar_photovoltaic_1,0,0
ESR_CA_ces,p10_utilitypv_class1_moderate_1,0,0
ESR_CA_ces,p10_utilitypv_class1_moderate_2,0,0
ESR_CA_ces,p11_biomass_1,0,0
ESR_CA_ces,p11_conventional_hydroelectric_1,0,0
ESR_CA_ces,p11_landbasedwind_class3_moderate_1,0,0
ESR_CA_ces,p11_landbasedwind_class3_moderate_2,0,0
ESR_CA_ces,p11_nuclear_nuclear__large_moderate_0,0,0
ESR_CA_ces,p11_offshorewind_class12_moderate_floating_0_1,0,0
ESR_CA_ces,p11_offshorewind_class12_moderate_floating_0_2,0,0
ESR_CA_ces,p11_offshorewind_class3_moderate_fixed_0_1,0,0
ESR_CA_ces,p11_offshorewind_class3_moderate_fixed_0_2,0,0
ESR_CA_ces,p11_offshorewind_class3_moderate_fixed_1_1,0,0
ESR_CA_ces,p11_offshorewind_class3_moderate_fixed_1_2,0,0
ESR_CA_ces,p11_onshore_wind_turbine_1,0,0
ESR_CA_ces,p11_small_hydroelectric_1,0,0
ESR_CA_ces,p11_solar_photovoltaic_1,0,0
ESR_CA_ces,p11_utilitypv_class1_moderate_1,0,0
ESR_CA_ces,p11_utilitypv_class1_moderate_2,0,0
ESR_CA_ces,p12_biomass_1,1,0
ESR_CA_ces,p12_geothermal_1,1,0
ESR_CA_ces,p12_landbasedwind_class3_moderate_1,1,0
ESR_CA_ces,p12_landbasedwind_class3_moderate_2,1,0
ESR_CA_ces,p12_nuclear_nuclear__large_moderate_0,1,0
ESR_CA_ces,p12_onshore_wind_turbine_1,1,0
ESR_CA_ces,p12_small_hydroelectric_1,1,0
ESR_CA_ces,p12_solar_photovoltaic_1,1,0
ESR_CA_ces,p12_utilitypv_class1_moderate_1,1,0
ESR_CA_ces,p12_utilitypv_class1_moderate_2,1,0
ESR_CA_ces,p13_biomass_1,1,0
ESR_CA_ces,p13_conventional_hydroelectric_1,1,0
ESR_CA_ces,p13_landbasedwind_class3_moderate_1,1,0
ESR_CA_ces,p13_landbasedwind_class3_moderate_2,1,0
ESR_CA_ces,p13_nuclear_nuclear__large_moderate_0,1,0
ESR_CA_ces,p13_solar_photovoltaic_1,1,0
ESR_CA_ces,p13_utilitypv_class1_moderate_1,1,0
ESR_CA_ces,p13_utilitypv_class1_moderate_2,1,0
ESR_CA_ces,p14_biomass_1,1,1
ESR_CA_ces,p14_conventional_hydroelectric_1,1,1
ESR_CA_ces,p14_landbasedwind_class3_moderate_1,1,1
ESR_CA_ces,p14_landbasedwind_class3_moderate_2,1,1
ESR_CA_ces,p14_nuclear_nuclear__large_moderate_0,1,1
ESR_CA_ces,p14_small_hydroelectric_1,1,1
ESR_CA_ces,p14_utilitypv_class1_moderate_1,1,1
ESR_CA_ces,p14_utilitypv_class1_moderate_2,1,1
ESR_CA_ces,p15_biomass_1,1,1
ESR_CA_ces,p15_conventional_hydroelectric_1,1,1
ESR_CA_ces,p15_landbasedwind_class3_moderate_1,1,1
ESR_CA_ces,p15_landbasedwind_class3_moderate_2,1,1
ESR_CA_ces,p15_nuclear_nuclear__large_moderate_0,1,1
ESR_CA_ces,p15_onshore_wind_turbine_1,1,1
ESR_CA_ces,p15_small_hydroelectric_1,1,1
ESR_CA_ces,p15_solar_photovoltaic_1,1,1
ESR_CA_ces,p15_utilitypv_class1_moderate_1,1,1
ESR_CA_ces,p15_utilitypv_class1_moderate_2,1,1
ESR_CA_ces,p16_biomass_1,1,1
ESR_CA_ces,p16_conventional_hydroelectric_1,1,1
ESR_CA_ces,p16_geothermal_1,1,1
ESR_CA_ces,p16_landbasedwind_class3_moderate_1,1,1
ESR_CA_ces,p16_landbasedwind_class3_moderate_2,1,1
ESR_CA_ces,p16_nuclear_nuclear__large_moderate_0,1,1
ESR_CA_ces,p16_onshore_wind_turbine_1,1,1
ESR_CA_ces,p16_small_hydroelectric_1,1,1
ESR_CA_ces,p16_solar_photovoltaic_1,1,1
ESR_CA_ces,p16_utilitypv_class1_moderate_1,1,1
ESR_CA_ces,p16_utilitypv_class1_moderate_2,1,1
ESR_CA_ces,p17_biomass_1,1,1
ESR_CA_ces,p17_conventional_hydroelectric_1,1,1
ESR_CA_ces,p17_landbasedwind_class3_moderate_1,1,1
ESR_CA_ces,p17_landbasedwind_class3_moderate_2,1,1
ESR_CA_ces,p17_nuclear_nuclear__large_moderate_0,1,1
ESR_CA_ces,p17_small_hydroelectric_1,1,1
ESR_CA_ces,p17_solar_photovoltaic_1,1,1
ESR_CA_ces,p17_utilitypv_class1_moderate_1,1,1
ESR_CA_ces,p17_utilitypv_class1_moderate_2,1,1
ESR_CA_ces,p18_conventional_hydroelectric_1,1,1
ESR_CA_ces,p18_landbasedwind_class3_moderate_1,1,1
ESR_CA_ces,p18_landbasedwind_class3_moderate_2,1,1
ESR_CA_ces,p18_nuclear_nuclear__large_moderate_0,1,1
ESR_CA_ces,p18_onshore_wind_turbine_1,1,1
ESR_CA_ces,p18_small_hydroelectric_1,1,1
ESR_CA_ces,p18_solar_photovoltaic_1,1,1
ESR_CA_ces,p18_utilitypv_class1_moderate_1,1,1
ESR_CA_ces,p18_utilitypv_class1_moderate_2,1,1
ESR_CA_ces,p19_conventional_hydroelectric_1,1,1
ESR_CA_ces,p19_landbasedwind_class3_moderate_1,1,1
ESR_CA_ces,p19_landbasedwind_class3_moderate_2,1,1
ESR_CA_ces,p19_nuclear_nuclear__large_moderate_0,1,1
ESR_CA_ces,p19_utilitypv_class1_moderate_1,1,1
ESR_CA_ces,p19_utilitypv_class1_moderate_2,1,1
ESR_CA_ces,p1_biomass_1,1,1
ESR_CA_ces,p1_conventional_hydroelectric_1,1,1
ESR_CA_ces,p1_landbasedwind_class3_moderate_1,1,1
ESR_CA_ces,p1_landbasedwind_class3_moderate_2,1,1
ESR_CA_ces,p1_nuclear_nuclear__large_moderate_0,1,1
ESR_CA_ces,p1_offshorewind_class12_moderate_floating_0_1,1,1
ESR_CA_ces,p1_offshorewind_class12_moderate_floating_0_2,1,1
ESR_CA_ces,p1_offshorewind_class3_moderate_fixed_0_1,1,1
ESR_CA_ces,p1_offshorewind_class3_moderate_fixed_0_2,1,1
ESR_CA_ces,p1_offshorewind_class3_moderate_fixed_1_1,1,1
ESR_CA_ces,p1_offshorewind_class3_moderate_fixed_1_2,1,1
ESR_CA_ces,p1_onshore_wind_turbine_1,1,1
ESR_CA_ces,p1_small_hydroelectric_1,1,1
ESR_CA_ces,p1_solar_photovoltaic_1,1,1
ESR_CA_ces,p1_utilitypv_class1_moderate_1,1,1
ESR_CA_ces,p1_utilitypv_class1_moderate_2,1,1
ESR_CA_ces,p20_landbasedwind_class3_moderate_1,1,1
ESR_CA_ces,p20_landbasedwind_class3_moderate_2,1,1
ESR_CA_ces,p20_nuclear_nuclear__large_moderate_0,1,1
ESR_CA_ces,p20_onshore_wind_turbine_1,1,1
ESR_CA_ces,p20_solar_photovoltaic_1,1,1
ESR_CA_ces,p20_utilitypv_class1_moderate_1,1,1
ESR_CA_ces,p20_utilitypv_class1_moderate_2,1,1
ESR_CA_ces,p21_landbasedwind_class3_moderate_1,1,0
ESR_CA_ces,p21_landbasedwind_class3_moderate_2,1,0
ESR_CA_ces,p21_nuclear_nuclear__large_moderate_0,1,0
ESR_CA_ces,p21_onshore_wind_turbine_1,1,0
ESR_CA_ces,p21_small_hydroelectric_1,1,0
ESR_CA_ces,p21_solar_photovoltaic_1,1,0
ESR_CA_ces,p21_utilitypv_class1_moderate_1,1,0
ESR_CA_ces,p21_utilitypv_class1_moderate_2,1,0
ESR_CA_ces,p22_landbasedwind_class3_moderate_1,1,0
ESR_CA_ces,p22_landbasedwind_class3_moderate_2,1,0
ESR_CA_ces,p22_nuclear_nuclear__large_moderate_0,1,0
ESR_CA_ces,p22_utilitypv_class1_moderate_1,1,0
ESR_CA_ces,p22_utilitypv_class1_moderate_2,1,0
ESR_CA_ces,p23_landbasedwind_class3_moderate_1,1,0
ESR_CA_ces,p23_landbasedwind_class3_moderate_2,1,0
ESR_CA_ces,p23_nuclear_nuclear__large_moderate_0,1,0
ESR_CA_ces,p23_utilitypv_class1_moderate_1,1,0
ESR_CA_ces,p23_utilitypv_class1_moderate_2,1,0
ESR_CA_ces,p24_conventional_hydroelectric_1,1,0
ESR_CA_ces,p24_landbasedwind_class3_moderate_1,1,0
ESR_CA_ces,p24_landbasedwind_class3_moderate_2,1,0
ESR_CA_ces,p24_nuclear_nuclear__large_moderate_0,1,0
ESR_CA_ces,p24_onshore_wind_turbine_1,1,0
ESR_CA_ces,p24_small_hydroelectric_1,1,0
ESR_CA_ces,p24_solar_photovoltaic_1,1,0
ESR_CA_ces,p24_utilitypv_class1_moderate_1,1,0
ESR_CA_ces,p24_utilitypv_class1_moderate_2,1,0
ESR_CA_ces,p25_biomass_1,1,0
ESR_CA_ces,p25_geothermal_1,1,0
ESR_CA_ces,p25_landbasedwind_class3_moderate_1,1,0
ESR_CA_ces,p25_landbasedwind_class3_moderate_2,1,0
ESR_CA_ces,p25_nuclear_nuclear__large_moderate_0,1,0
ESR_CA_ces,p25_onshore_wind_turbine_1,1,0
ESR_CA_ces,p25_small_hydroelectric_1,1,0
ESR_CA_ces,p25_solar_photovoltaic_1,1,0
ESR_CA_ces,p25_utilitypv_class1_moderate_1,1,0
ESR_CA_ces,p25_utilitypv_class1_moderate_2,1,0
ESR_CA_ces,p26_conventional_hydroelectric_1,1,0
ESR_CA_ces,p26_landbasedwind_class3_moderate_1,1,0
ESR_CA_ces,p26_landbasedwind_class3_moderate_2,1,0
ESR_CA_ces,p26_nuclear_nuclear__large_moderate_0,1,0
ESR_CA_ces,p26_small_hydroelectric_1,1,0
ESR_CA_ces,p26_solar_photovoltaic_1,1,0
ESR_CA_ces,p26_utilitypv_class1_moderate_1,1,0
ESR_CA_ces,p26_utilitypv_class1_moderate_2,1,0
ESR_CA_ces,p27_conventional_hydroelectric_1,1,0
ESR_CA_ces,p27_landbasedwind_class3_moderate_1,1,0
ESR_CA_ces,p27_landbasedwind_class3_moderate_2,1,0
ESR_CA_ces,p27_nuclear_nuclear__large_moderate_0,1,0
ESR_CA_ces,p27_onshore_wind_turbine_1,1,0
ESR_CA_ces,p27_solar_photovoltaic_1,1,0
ESR_CA_ces,p27_utilitypv_class1_moderate_1,1,0
ESR_CA_ces,p27_utilitypv_class1_moderate_2,1,0
ESR_CA_ces,p28_biomass_1,1,0
ESR_CA_ces,p28_conventional_hydroelectric_1,1,0
ESR_CA_ces,p28_landbasedwind_class3_moderate_1,1,0
ESR_CA_ces,p28_landbasedwind_class3_moderate_2,1,0
ESR_CA_ces,p28_nuclear_1,1,0
ESR_CA_ces,p28_nuclear_nuclear__large_moderate_0,1,0
ESR_CA_ces,p28_onshore_wind_turbine_1,1,0
ESR_CA_ces,p28_small_hydroelectric_1,1,0
ESR_CA_ces,p28_solar_photovoltaic_1,1,0
ESR_CA_ces,p28_utilitypv_class1_moderate_1,1,0
ESR_CA_ces,p28_utilitypv_class1_moderate_2,1,0
ESR_CA_ces,p29_landbasedwind_class3_moderate_1,1,0
ESR_CA_ces,p29_landbasedwind_class3_moderate_2,1,0
ESR_CA_ces,p29_nuclear_nuclear__large_moderate_0,1,0
ESR_CA_ces,p29_solar_photovoltaic_1,1,0
ESR_CA_ces,p29_utilitypv_class1_moderate_1,1,0
ESR_CA_ces,p29_utilitypv_class1_moderate_2,1,0
ESR_CA_ces,p2_biomass_1,1,1
ESR_CA_ces,p2_conventional_hydroelectric_1,1,1
ESR_CA_ces,p2_landbasedwind_class3_moderate_1,1,1
ESR_CA_ces,p2_landbasedwind_class3_moderate_2,1,1
ESR_CA_ces,p2_nuclear_1,1,1
ESR_CA_ces,p2_nuclear_nuclear__large_moderate_0,1,1
ESR_CA_ces,p2_onshore_wind_turbine_1,1,1
ESR_CA_ces,p2_small_hydroelectric_1,1,1
ESR_CA_ces,p2_solar_photovoltaic_1,1,1
ESR_CA_ces,p2_utilitypv_class1_moderate_1,1,1
ESR_CA_ces,p2_utilitypv_class1_moderate_2,1,1
ESR_CA_ces,p30_landbasedwind_class3_moderate_1,1,0
ESR_CA_ces,p30_landbasedwind_class3_moderate_2,1,0
ESR_CA_ces,p30_nuclear_nuclear__large_moderate_0,1,0
ESR_CA_ces,p30_solar_photovoltaic_1,1,0
ESR_CA_ces,p30_utilitypv_class1_moderate_1,1,0
ESR_CA_ces,p30_utilitypv_class1_moderate_2,1,0
ESR_CA_ces,p31_biomass_1,1,1
ESR_CA_ces,p31_geothermal_1,1,1
ESR_CA_ces,p31_landbasedwind_class3_moderate_1,1,1
ESR_CA_ces,p31_landbasedwind_class3_moderate_2,1,1
ESR_CA_ces,p31_nuclear_nuclear__large_moderate_0,1,1
ESR_CA_ces,p31_onshore_wind_turbine_1,1,1
ESR_CA_ces,p31_small_hydroelectric_1,1,1
ESR_CA_ces,p31_solar_photovoltaic_1,1,1
ESR_CA_ces,p31_utilitypv_class1_moderate_1,1,1
ESR_CA_ces,p31_utilitypv_class1_moderate_2,1,1
ESR_CA_ces,p35_landbasedwind_class3_moderate_1,1,1
ESR_CA_ces,p35_landbasedwind_class3_moderate_2,1,1
ESR_CA_ces,p35_nuclear_nuclear__large_moderate_0,1,1
ESR_CA_ces,p35_onshore_wind_turbine_1,1,1
ESR_CA_ces,p35_utilitypv_class1_moderate_1,1,1
ESR_CA_ces,p35_utilitypv_class1_moderate_2,1,1
ESR_CA_ces,p3_biomass_1,1,1
ESR_CA_ces,p3_conventional_hydroelectric_1,1,1
ESR_CA_ces,p3_landbasedwind_class3_moderate_1,1,1
ESR_CA_ces,p3_landbasedwind_class3_moderate_2,1,1
ESR_CA_ces,p3_nuclear_nuclear__large_moderate_0,1,1
ESR_CA_ces,p3_onshore_wind_turbine_1,1,1
ESR_CA_ces,p3_small_hydroelectric_1,1,1
ESR_CA_ces,p3_solar_photovoltaic_1,1,1
ESR_CA_ces,p3_utilitypv_class1_moderate_1,1,1
ESR_CA_ces,p3_utilitypv_class1_moderate_2,1,1
ESR_CA_ces,p47_landbasedwind_class3_moderate_1,1,1
ESR_CA_ces,p47_landbasedwind_class3_moderate_2,1,1
ESR_CA_ces,p47_nuclear_nuclear__large_moderate_0,1,1
ESR_CA_ces,p47_onshore_wind_turbine_1,1,1
ESR_CA_ces,p47_solar_photovoltaic_1,1,1
ESR_CA_ces,p47_utilitypv_class1_moderate_1,1,1
ESR_CA_ces,p47_utilitypv_class1_moderate_2,1,1
ESR_CA_ces,p4_conventional_hydroelectric_1,1,1
ESR_CA_ces,p4_landbasedwind_class3_moderate_1,1,1
ESR_CA_ces,p4_landbasedwind_class3_moderate_2,1,1
ESR_CA_ces,p4_nuclear_nuclear__large_moderate_0,1,1
ESR_CA_ces,p4_small_hydroelectric_1,1,1
ESR_CA_ces,p4_solar_photovoltaic_1,1,1
ESR_CA_ces,p4_utilitypv_class1_moderate_1,1,1
ESR_CA_ces,p4_utilitypv_class1_moderate_2,1,1
ESR_CA_ces,p5_biomass_1,1,0
ESR_CA_ces,p5_conventional_hydroelectric_1,1,0
ESR_CA_ces,p5_landbasedwind_class3_moderate_1,1,0
ESR_CA_ces,p5_landbasedwind_class3_moderate_2,1,0
ESR_CA_ces,p5_nuclear_nuclear__large_moderate_0,1,0
ESR_CA_ces,p5_offshorewind_class12_moderate_floating_0_1,1,0
ESR_CA_ces,p5_offshorewind_class12_moderate_floating_0_2,1,0
ESR_CA_ces,p5_offshorewind_class3_moderate_fixed_0_1,1,0
ESR_CA_ces,p5_offshorewind_class3_moderate_fixed_0_2,1,0
ESR_CA_ces,p5_offshorewind_class3_moderate_fixed_1_1,1,0
ESR_CA_ces,p5_offshorewind_class3_moderate_fixed_1_2,1,0
ESR_CA_ces,p5_onshore_wind_turbine_1,1,0
ESR_CA_ces,p5_small_hydroelectric_1,1,0
ESR_CA_ces,p5_solar_photovoltaic_1,1,0
ESR_CA_ces,p5_utilitypv_class1_moderate_1,1,0
ESR_CA_ces,p5_utilitypv_class1_moderate_2,1,0
ESR_CA_ces,p6_biomass_1,1,0
ESR_CA_ces,p6_conventional_hydroelectric_1,1,0
ESR_CA_ces,p6_landbasedwind_class3_moderate_1,1,0
ESR_CA_ces,p6_landbasedwind_class3_moderate_2,1,0
ESR_CA_ces,p6_nuclear_nuclear__large_moderate_0,1,0
ESR_CA_ces,p6_small_hydroelectric_1,1,0
ESR_CA_ces,p6_solar_photovoltaic_1,1,0
ESR_CA_ces,p6_utilitypv_class1_moderate_1,1,0
ESR_CA_ces,p6_utilitypv_class1_moderate_2,1,0
ESR_CA_ces,p7_conventional_hydroelectric_1,1,0
ESR_CA_ces,p7_geothermal_1,1,0
ESR_CA_ces,p7_landbasedwind_class3_moderate_1,1,0
ESR_CA_ces,p7_landbasedwind_class3_moderate_2,1,0
ESR_CA_ces,p7_nuclear_nuclear__large_moderate_0,1,0
ESR_CA_ces,p7_onshore_wind_turbine_1,1,0
ESR_CA_ces,p7_small_hydroelectric_1,1,0
ESR_CA_ces,p7_solar_photovoltaic_1,1,0
ESR_CA_ces,p7_utilitypv_class1_moderate_1,1,0
ESR_CA_ces,p7_utilitypv_class1_moderate_2,1,0
ESR_CA_ces,p8_biomass_1,0,0
ESR_CA_ces,p8_landbasedwind_class3_moderate_1,0,0
ESR_CA_ces,p8_landbasedwind_class3_moderate_2,0,0
ESR_CA_ces,p8_nuclear_nuclear__large_moderate_0,0,0
ESR_CA_ces,p8_small_hydroelectric_1,0,0
ESR_CA_ces,p8_solar_photovoltaic_1,0,0
ESR_CA_ces,p8_utilitypv_class1_moderate_1,0,0
ESR_CA_ces,p8_utilitypv_class1_moderate_2,0,0
ESR_CA_ces,p9_biomass_1,0,0
ESR_CA_ces,p9_conventional_hydroelectric_1,0,0
ESR_CA_ces,p9_geothermal_1,0,0
ESR_CA_ces,p9_landbasedwind_class3_moderate_1,0,0
ESR_CA_ces,p9_landbasedwind_class3_moderate_2,0,0
ESR_CA_ces,p9_nuclear_1,0,0
ESR_CA_ces,p9_nuclear_nuclear__large_moderate_0,0,0
ESR_CA_ces,p9_offshorewind_class12_moderate_floating_0_1,0,0
ESR_CA_ces,p9_offshorewind_class12_moderate_floating_0_2,0,0
ESR_CA_ces,p9_offshorewind_class3_moderate_fixed_0_1,0,0
ESR_CA_ces,p9_offshorewind_class3_moderate_fixed_0_2,0,0
ESR_CA_ces,p9_offshorewind_class3_moderate_fixed_1_1,0,0
ESR_CA_ces,p9_offshorewind_class3_moderate_fixed_1_2,0,0
ESR_CA_ces,p9_onshore_wind_turbine_1,0,0
ESR_CA_ces,p9_small_hydroelectric_1,0,0
ESR_CA_ces,p9_solar_photovoltaic_1,0,0
ESR_CA_ces,p9_utilitypv_class1_moderate_1,0,0
ESR_CA_ces,p9_utilitypv_class1_moderate_2,0,0
ESR_CA_rps,p10_biomass_1,0,0
ESR_CA_rps,p10_conventional_hydroelectric_1,0,0
