GENERATION_PROJECT,PERIOD,gen_fixed_om_by_period,gen_variable_om_by_period,gen_storage_energy_fixed_om_by_period
p99_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p99_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p99_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p99_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p99_landbasedwind_class3_moderate_2,2028,995.333333333332,.,.
p99_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p99_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p99_offshorewind_class3_moderate_fixed_1_1,2028,2759.66666666667,.,.
p99_offshorewind_class3_moderate_fixed_1_2,2028,2759.66666666667,.,.
p99_offshorewind_class3_moderate_fixed_0_1,2028,2759.66666666667,.,.
p99_offshorewind_class3_moderate_fixed_0_2,2028,2759.66666666667,.,.
p100_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p100_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p100_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p100_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p100_landbasedwind_class3_moderate_2,2028,995.333333333332,.,.
p100_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p100_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p101_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p101_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p101_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p101_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p101_landbasedwind_class3_moderate_2,2028,995.333333333332,.,.
p101_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p101_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p101_offshorewind_class3_moderate_fixed_1_1,2028,2759.66666666667,.,.
p101_offshorewind_class3_moderate_fixed_1_2,2028,2759.66666666667,.,.
p101_offshorewind_class3_moderate_fixed_0_1,2028,2759.66666666667,.,.
p101_offshorewind_class3_moderate_fixed_0_2,2028,2759.66666666667,.,.
p102_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p102_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p102_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p102_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p102_landbasedwind_class3_moderate_2,2028,995.333333333332,.,.
p102_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p102_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p102_offshorewind_class3_moderate_fixed_1_1,2028,2759.66666666667,.,.
p102_offshorewind_class3_moderate_fixed_1_2,2028,2759.66666666667,.,.
p102_offshorewind_class3_moderate_fixed_0_1,2028,2759.66666666667,.,.
p102_offshorewind_class3_moderate_fixed_0_2,2028,2759.66666666667,.,.
p103_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p103_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p103_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p103_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p103_landbasedwind_class3_moderate_2,2028,995.333333333332,.,.
p103_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p103_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p103_offshorewind_class3_moderate_fixed_1_1,2028,2759.66666666667,.,.
p103_offshorewind_class3_moderate_fixed_1_2,2028,2759.66666666667,.,.
p103_offshorewind_class3_moderate_fixed_0_1,2028,2759.66666666667,.,.
p103_offshorewind_class3_moderate_fixed_0_2,2028,2759.66666666667,.,.
p104_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p104_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p104_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p104_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p104_landbasedwind_class3_moderate_2,2028,995.333333333332,.,.
p104_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p104_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p105_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p105_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p105_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p105_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p105_landbasedwind_class3_moderate_2,2028,995.333333333332,.,.
p105_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p105_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p106_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p106_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p106_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p106_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p106_landbasedwind_class3_moderate_2,2028,995.333333333332,.,.
p106_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p106_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p107_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p107_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p107_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p107_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p107_landbasedwind_class3_moderate_2,2028,995.333333333332,.,.
p107_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p107_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p108_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p108_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p108_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p108_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p108_landbasedwind_class3_moderate_2,2028,995.333333333332,.,.
p108_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p108_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p109_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p109_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p109_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p109_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p109_landbasedwind_class3_moderate_2,2028,995.333333333332,.,.
p109_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p109_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p110_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p110_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p110_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p110_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p110_landbasedwind_class3_moderate_2,2028,995.333333333332,.,.
p110_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p110_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p111_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p111_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p111_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p111_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p111_landbasedwind_class3_moderate_2,2028,995.333333333332,.,.
p111_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p111_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p111_offshorewind_class3_moderate_fixed_1_1,2028,2759.66666666667,.,.
p111_offshorewind_class3_moderate_fixed_1_2,2028,2759.66666666667,.,.
p111_offshorewind_class3_moderate_fixed_0_1,2028,2759.66666666667,.,.
p111_offshorewind_class3_moderate_fixed_0_2,2028,2759.66666666667,.,.
p112_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p112_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p112_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p112_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p112_landbasedwind_class3_moderate_2,2028,995.333333333332,.,.
p112_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p112_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p113_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p113_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p113_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p113_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p113_landbasedwind_class3_moderate_2,2028,995.333333333332,.,.
p113_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p113_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p114_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p114_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p114_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p114_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p114_landbasedwind_class3_moderate_2,2028,995.333333333332,.,.
p114_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p114_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p115_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p115_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p115_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p115_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p115_landbasedwind_class3_moderate_2,2028,995.333333333332,.,.
p115_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p115_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p116_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p116_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p116_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p116_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p116_landbasedwind_class3_moderate_2,2028,995.333333333332,.,.
p116_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p116_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p117_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p117_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p117_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p117_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p117_landbasedwind_class3_moderate_2,2028,995.333333333332,.,.
p117_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p117_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p118_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p118_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p118_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p118_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p118_landbasedwind_class3_moderate_2,2028,995.333333333332,.,.
p118_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p118_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p119_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p119_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p119_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p119_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p119_landbasedwind_class3_moderate_2,2028,995.333333333332,.,.
p119_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p119_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p120_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p120_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p120_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p120_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p120_landbasedwind_class3_moderate_2,2028,995.333333333332,.,.
p120_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p120_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p121_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p121_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p121_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p121_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p121_landbasedwind_class3_moderate_2,2028,995.333333333332,.,.
p121_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p121_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p122_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p122_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p122_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p122_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p122_landbasedwind_class3_moderate_2,2028,995.333333333332,.,.
p122_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p122_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p123_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p123_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p123_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p123_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p123_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p123_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p123_offshorewind_class3_moderate_fixed_1_1,2028,2759.66666666667,.,.
p123_offshorewind_class3_moderate_fixed_1_2,2028,2759.66666666667,.,.
p123_offshorewind_class3_moderate_fixed_0_1,2028,2759.66666666667,.,.
p123_offshorewind_class3_moderate_fixed_0_2,2028,2759.66666666667,.,.
p124_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p124_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p124_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p124_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p124_landbasedwind_class3_moderate_2,2028,995.333333333332,.,.
p124_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p124_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p125_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p125_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p125_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p125_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p125_landbasedwind_class3_moderate_2,2028,995.333333333332,.,.
p125_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p125_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p125_offshorewind_class3_moderate_fixed_1_1,2028,2759.66666666667,.,.
p125_offshorewind_class3_moderate_fixed_1_2,2028,2759.66666666667,.,.
p125_offshorewind_class3_moderate_fixed_0_1,2028,2759.66666666667,.,.
p125_offshorewind_class3_moderate_fixed_0_2,2028,2759.66666666667,.,.
p126_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p126_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p126_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p126_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p126_landbasedwind_class3_moderate_2,2028,995.333333333332,.,.
p126_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p126_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p126_offshorewind_class3_moderate_fixed_1_1,2028,2759.66666666667,.,.
p126_offshorewind_class3_moderate_fixed_1_2,2028,2759.66666666667,.,.
p126_offshorewind_class3_moderate_fixed_0_1,2028,2759.66666666667,.,.
p126_offshorewind_class3_moderate_fixed_0_2,2028,2759.66666666667,.,.
p127_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p127_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p127_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p127_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p127_landbasedwind_class3_moderate_2,2028,995.333333333332,.,.
p127_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p127_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p127_offshorewind_class3_moderate_fixed_1_1,2028,2759.66666666667,.,.
p127_offshorewind_class3_moderate_fixed_1_2,2028,2759.66666666667,.,.
p127_offshorewind_class3_moderate_fixed_0_1,2028,2759.66666666667,.,.
p127_offshorewind_class3_moderate_fixed_0_2,2028,2759.66666666667,.,.
p128_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p128_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p128_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p128_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p128_offshorewind_class3_moderate_fixed_1_1,2028,2759.66666666667,.,.
p128_offshorewind_class3_moderate_fixed_1_2,2028,2759.66666666667,.,.
p128_offshorewind_class3_moderate_fixed_0_1,2028,2759.66666666667,.,.
p128_offshorewind_class3_moderate_fixed_0_2,2028,2759.66666666667,.,.
p129_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p129_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p129_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p129_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p129_landbasedwind_class3_moderate_2,2028,995.333333333332,.,.
p129_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p129_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p130_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p130_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p130_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p130_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p130_landbasedwind_class3_moderate_2,2028,995.333333333332,.,.
p130_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p130_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p131_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p131_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p131_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p131_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p131_landbasedwind_class3_moderate_2,2028,995.333333333332,.,.
p131_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p131_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p131_offshorewind_class3_moderate_fixed_1_1,2028,2759.66666666667,.,.
p131_offshorewind_class3_moderate_fixed_1_2,2028,2759.66666666667,.,.
p131_offshorewind_class3_moderate_fixed_0_1,2028,2759.66666666667,.,.
p131_offshorewind_class3_moderate_fixed_0_2,2028,2759.66666666667,.,.
p132_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p132_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p132_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p132_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p132_landbasedwind_class3_moderate_2,2028,995.333333333332,.,.
p132_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p132_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p132_offshorewind_class3_moderate_fixed_1_1,2028,2759.66666666667,.,.
p132_offshorewind_class3_moderate_fixed_1_2,2028,2759.66666666667,.,.
p132_offshorewind_class3_moderate_fixed_0_1,2028,2759.66666666667,.,.
p132_offshorewind_class3_moderate_fixed_0_2,2028,2759.66666666667,.,.
p133_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p133_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p133_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p133_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p133_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p133_offshorewind_class3_moderate_fixed_1_1,2028,2759.66666666667,.,.
p133_offshorewind_class3_moderate_fixed_1_2,2028,2759.66666666667,.,.
p133_offshorewind_class3_moderate_fixed_0_1,2028,2759.66666666667,.,.
p133_offshorewind_class3_moderate_fixed_0_2,2028,2759.66666666667,.,.
p134_naturalgas_1on1_combined_cycle_hframe_moderate_0,2028,738.333333333336,0.0466666666666669,.
p134_naturalgas_combustion_turbine_fframe_moderate_0,2028,463.333333333332,.,.
p134_utilityscale_battery_storage_lithium_ion_advanced_0,2028,570.666666666667,.,619.333333333333
p134_landbasedwind_class3_moderate_1,2028,995.333333333332,.,.
p134_landbasedwind_class3_moderate_2,2028,995.333333333332,.,.
p134_utilitypv_class1_moderate_1,2028,1817.66666666667,.,.
p134_utilitypv_class1_moderate_2,2028,1817.66666666667,.,.
p134_offshorewind_class3_moderate_fixed_1_1,2028,2759.66666666667,.,.
p134_offshorewind_class3_moderate_fixed_1_2,2028,2759.66666666667,.,.
p134_offshorewind_class3_moderate_fixed_0_1,2028,2759.66666666667,.,.
p134_offshorewind_class3_moderate_fixed_0_2,2028,2759.66666666667,.,.
p10_conventional_steam_coal_1,2030,-161.333333333328,.,.
p10_conventional_steam_coal_2,2030,-161.333333333328,.,.
p10_other_peaker_1,2030,.,-0.0766666666666671,.
p101_biomass_1,2030,.,-0.00333333333333385,.
p101_conventional_steam_coal_1,2030,-161.666666666672,.,.
p101_conventional_steam_coal_2,2030,-161.666666666672,.,.
p101_natural_gas_fired_combustion_turbine_1,2030,3.33333333333394,.,.
p103_conventional_steam_coal_1,2030,-161.333333333328,.,.
p103_conventional_steam_coal_2,2030,-3723.33333333333,.,.
p105_conventional_steam_coal_1,2030,-161.666666666672,.,.
p107_conventional_steam_coal_1,2030,-161,.,.
p107_conventional_steam_coal_2,2030,-161.333333333328,.,.
p108_conventional_steam_coal_1,2030,-161,.,.
p109_conventional_steam_coal_1,2030,-161.666666666672,.,.
p109_conventional_steam_coal_2,2030,-161.333333333328,.,.
p111_conventional_steam_coal_1,2030,-161,.,.
p111_conventional_steam_coal_2,2030,-161.333333333328,.,.
p112_conventional_steam_coal_1,2030,-161.333333333328,.,.
p112_conventional_steam_coal_2,2030,-161,.,.
p115_conventional_steam_coal_1,2030,-161.333333333328,.,.
p115_conventional_steam_coal_2,2030,-161,.,.
p116_conventional_steam_coal_1,2030,-161,.,.
p116_conventional_steam_coal_2,2030,-161,.,.
p117_conventional_steam_coal_1,2030,-161.666666666672,.,.
p117_conventional_steam_coal_2,2030,-161,.,.
p118_conventional_steam_coal_1,2030,-161,.,.
p118_other_peaker_1,2030,.,-0.716666666666667,.
p12_conventional_steam_coal_1,2030,-161.333333333328,.,.
p12_conventional_steam_coal_2,2030,-161.333333333328,.,.
p122_conventional_steam_coal_1,2030,-161.666666666672,.,.
p122_conventional_steam_coal_2,2030,-161.333333333328,.,.
p123_petroleum_liquids_1,2030,.,0.633333333333333,.
p130_conventional_steam_coal_1,2030,-161,.,.
p130_conventional_steam_coal_2,2030,-161,.,.
p131_other_peaker_1,2030,.,-0.0166666666666675,.
p132_other_peaker_1,2030,.,-0.00333333333333208,.
p18_conventional_steam_coal_1,2030,-161,.,.
p20_conventional_steam_coal_1,2030,-161.666666666672,.,.
p20_conventional_steam_coal_2,2030,-161.666666666672,.,.
p21_conventional_steam_coal_1,2030,-161,.,.
p21_conventional_steam_coal_2,2030,-161,.,.
p23_conventional_steam_coal_1,2030,-161.666666666672,.,.
p23_conventional_steam_coal_2,2030,-161.666666666672,.,.
p24_conventional_steam_coal_1,2030,-161.666666666672,.,.
p24_conventional_steam_coal_2,2030,-161.666666666672,.,.
p25_conventional_steam_coal_1,2030,-161,.,.
p25_conventional_steam_coal_2,2030,-161,.,.
p25_natural_gas_fired_combustion_turbine_1,2030,-116.666666666666,.,.
p25_other_peaker_1,2030,.,1.07,.
p26_conventional_steam_coal_1,2030,-161.666666666672,.,.
p28_conventional_steam_coal_1,2030,-161.333333333328,.,.
p29_conventional_steam_coal_1,2030,147.333333333328,.,.
p29_conventional_steam_coal_2,2030,-161.666666666672,.,.
p31_conventional_steam_coal_1,2030,-161,.,.
p31_conventional_steam_coal_2,2030,-161.666666666672,.,.
p31_other_peaker_1,2030,.,-0.313333333333334,.
p33_conventional_steam_coal_1,2030,1017.66666666667,.,.
p34_conventional_steam_coal_2,2030,-161.666666666672,.,.
p36_conventional_steam_coal_1,2030,-161,.,.
p36_conventional_steam_coal_2,2030,-161,.,.
p37_conventional_steam_coal_1,2030,-161.333333333328,.,.
p37_conventional_steam_coal_2,2030,-161,.,.
p38_conventional_steam_coal_1,2030,-161.333333333328,.,.
p40_conventional_steam_coal_1,2030,-161.666666666672,.,.
p40_conventional_steam_coal_2,2030,-161,.,.
p41_conventional_steam_coal_1,2030,-161.666666666672,.,.
p41_conventional_steam_coal_2,2030,-161.333333333328,.,.
p42_conventional_steam_coal_1,2030,-161.333333333328,.,.
p43_conventional_steam_coal_1,2030,-161.333333333328,.,.
p43_conventional_steam_coal_2,2030,-457,.,.
p44_conventional_steam_coal_1,2030,-161.333333333328,.,.
p45_conventional_steam_coal_1,2030,-161.333333333328,.,.
p45_conventional_steam_coal_2,2030,-161,.,.
p46_biomass_1,2030,.,0.00333333333333297,.
p46_conventional_steam_coal_1,2030,-161.333333333328,.,.
p46_petroleum_liquids_1,2030,.,-1.69666666666667,.
p48_conventional_steam_coal_2,2030,-161.666666666672,.,.
