zone_from,zone_to,PERIOD,trans_directional_cap_mw
p1,p2,2028,8287.031
p2,p1,2028,9392.247
p1,p4,2028,9136.039
p4,p1,2028,14818.612
p2,p3,2028,796.505
p3,p2,2028,202.47
p2,p4,2028,6951.939
p4,p2,2028,10522.277
p2,p5,2028,23673.977
p5,p2,2028,18180.195
p2,p14,2028,2753.315
p14,p2,2028,3320.471
p3,p4,2028,4073.454
p4,p3,2028,4054.573
p3,p5,2028,352
p5,p3,2028,352
p3,p14,2028,477.317
p14,p3,2028,1773.938
p3,p17,2028,1905.3
p17,p3,2028,1905.3
p5,p6,2028,8904.33
p6,p5,2028,7976.305
p5,p7,2028,4138.304
p7,p5,2028,3703.2
p5,p10,2028,2780
p10,p5,2028,2780
p5,p14,2028,573.7
p14,p5,2028,450.843
p5,p15,2028,3800.762
p15,p5,2028,3527.628
p6,p7,2028,3117.7
p7,p6,2028,3117.7
p6,p8,2028,488.117
p8,p6,2028,378.458
p6,p9,2028,4800
p9,p6,2028,4800
p7,p8,2028,24.111
p8,p7,2028,30.662
p7,p15,2028,3938.4
p15,p7,2028,1983.932
p8,p9,2028,300.953
p9,p8,2028,308.981
p9,p10,2028,9328.34
p10,p9,2028,6133.425
p9,p12,2028,297.86
p12,p9,2028,436.768
p10,p11,2028,1998.433
p11,p10,2028,4701.644
p10,p13,2028,8751.271
p13,p10,2028,8049.93
p10,p25,2028,1920
p25,p10,2028,1920
p10,p27,2028,472.535
p27,p10,2028,811
p10,p28,2028,4899.847
p28,p10,2028,4424.758
p12,p13,2028,1195.72
p13,p12,2028,936.728
p12,p15,2028,500
p15,p12,2028,500
p12,p25,2028,894.873
p25,p12,2028,501.65
p13,p15,2028,0
p15,p13,2028,0
p13,p27,2028,732.565
p27,p13,2028,1477.175
p13,p28,2028,4939.872
p28,p13,2028,5757.3
p14,p15,2028,1850.43
p15,p14,2028,2609.012
p14,p17,2028,627.498
p17,p14,2028,822.752
p15,p16,2028,2715.636
p16,p15,2028,2891.905
p15,p17,2028,1810.939
p17,p15,2028,2099.148
p16,p17,2028,253.186
p17,p16,2028,271
p16,p21,2028,2000.056
p21,p16,2028,2612.697
p16,p25,2028,1497.656
p25,p16,2028,1876.703
p17,p18,2028,248.996
p18,p17,2028,483.517
p17,p20,2028,573.579
p20,p17,2028,3200.397
p18,p20,2028,844.379
p20,p18,2028,408.15
p18,p21,2028,414
p21,p18,2028,231.279
p18,p22,2028,402
p22,p18,2028,402
p18,p23,2028,0
p23,p18,2028,17.04
p20,p35,2028,200
p35,p20,2028,200
p21,p24,2028,2218.432
p24,p21,2028,3545.316
p21,p25,2028,345.109
p25,p21,2028,325.541
p21,p26,2028,587.302
p26,p21,2028,580.51
p22,p23,2028,599.02
p23,p22,2028,813.609
p22,p24,2028,402
p24,p22,2028,310.391
p23,p24,2028,939
p24,p23,2028,939
p23,p32,2028,911.352
p32,p23,2028,542.78
p24,p33,2028,5506.697
p33,p24,2028,3297.451
p24,p39,2028,310
p39,p24,2028,310
p25,p26,2028,634.935
p26,p25,2028,695.224
p25,p28,2028,144.702
p28,p25,2028,181.29
p25,p31,2028,700
p31,p25,2028,614.357
p25,p33,2028,2189.623
p33,p25,2028,2247.495
p26,p33,2028,232.06
p33,p26,2028,105.452
p27,p28,2028,641.178
p28,p27,2028,383.368
p28,p29,2028,928.135
p29,p28,2028,2010.057
p28,p30,2028,797.852
p30,p28,2028,1639.965
p28,p31,2028,2251.442
p31,p28,2028,4080.2
p29,p30,2028,445.307
p30,p29,2028,1176.046
p29,p31,2028,1811.38
p31,p29,2028,1222.739
p31,p34,2028,1657.636
p34,p31,2028,1176.285
p31,p47,2028,200
p47,p31,2028,200
p31,p48,2028,200
p48,p31,2028,200
p31,p59,2028,1025
p59,p31,2028,835.332
p32,p38,2028,200
p38,p32,2028,200
p33,p34,2028,2324.652
p34,p33,2028,4320.285
p34,p52,2028,210
p52,p34,2028,210
p35,p36,2028,508.11
p36,p35,2028,189.155
p36,p37,2028,2832.693
p37,p36,2028,1874.624
p36,p38,2028,3694.892
p38,p36,2028,2355.45
p37,p38,2028,247.822
p38,p37,2028,259
p37,p42,2028,774.635
p42,p37,2028,676.933
p37,p43,2028,1500
p43,p37,2028,1500
p38,p39,2028,9.851
p39,p38,2028,21.099
p38,p40,2028,1036.443
p40,p38,2028,904.007
p38,p43,2028,209.875
p43,p38,2028,299.633
p38,p44,2028,3128.909
p44,p38,2028,2345.994
p38,p45,2028,1564.881
p45,p38,2028,1261.096
p39,p40,2028,1001.263
p40,p39,2028,324.717
p40,p41,2028,2415.526
p41,p40,2028,2637.466
p40,p45,2028,1262.628
p45,p40,2028,931.622
p40,p52,2028,785
p52,p40,2028,785
p40,p53,2028,1248.418
p53,p40,2028,1151.537
p41,p45,2028,1912
p45,p41,2028,1912
p41,p53,2028,134.649
p53,p41,2028,96.301
p41,p54,2028,3785.197
p54,p41,2028,2861.692
p42,p43,2028,1149.052
p43,p42,2028,1142.785
p43,p44,2028,1533.518
p44,p43,2028,2165.168
p43,p46,2028,3324.176
p46,p43,2028,3595.422
p43,p68,2028,2318.538
p68,p43,2028,2316.18
p44,p45,2028,13.751
p45,p44,2028,10.939
p44,p68,2028,1405.1
p68,p44,2028,1195.1
p45,p54,2028,130.357
p54,p45,2028,196.324
p45,p68,2028,2016.746
p68,p45,2028,2217.473
p45,p69,2028,1634.868
p69,p45,2028,1187.489
p45,p70,2028,2751.577
p70,p45,2028,2513.239
p46,p68,2028,22.296
p68,p46,2028,9.296
p46,p74,2028,22.929
p74,p46,2028,1.454
p46,p75,2028,1092
p75,p46,2028,1092
p46,p76,2028,1195.1
p76,p46,2028,1195.1
p46,p77,2028,338.226
p77,p46,2028,650.208
p46,p78,2028,1232.377
p78,p46,2028,1446
p47,p48,2028,1293.736
p48,p47,2028,820.277
p48,p49,2028,562.819
p49,p48,2028,684.164
p48,p50,2028,1170.579
p50,p48,2028,1285.286
p49,p50,2028,3432
p50,p49,2028,1802.496
p49,p52,2028,956.1
p52,p49,2028,956.1
p49,p53,2028,40.315
p53,p49,2028,47.917
p50,p51,2028,3874.831
p51,p50,2028,4426
p50,p53,2028,5393
p53,p50,2028,4029.799
p50,p56,2028,673.858
p56,p50,2028,355.737
p50,p57,2028,1600.99
p57,p50,2028,1773.845
p50,p60,2028,220
p60,p50,2028,220
p50,p85,2028,169.291
p85,p50,2028,66.544
p51,p53,2028,921.608
p53,p51,2028,956
p51,p55,2028,1344.687
p55,p51,2028,766.772
p51,p56,2028,2443.581
p56,p51,2028,2963.95
p52,p53,2028,611.9
p53,p52,2028,726.6
p53,p54,2028,2275.075
p54,p53,2028,3056.118
p53,p55,2028,1772.045
p55,p53,2028,870
p54,p55,2028,536.654
p55,p54,2028,554.495
p54,p70,2028,956
p70,p54,2028,956
p54,p71,2028,15.428
p71,p54,2028,12.851
p54,p72,2028,956
p72,p54,2028,956
p55,p56,2028,1729.072
p56,p55,2028,2304.111
p55,p72,2028,222.655
p72,p55,2028,115.352
p55,p84,2028,870
p84,p55,2028,870
p56,p57,2028,675
p57,p56,2028,102
p56,p85,2028,1299
p85,p56,2028,1030.098
p57,p58,2028,1891
p58,p57,2028,1891
p57,p63,2028,600
p63,p57,2028,600
p57,p66,2028,21.579
p66,p57,2028,8.174
p57,p85,2028,86.586
p85,p57,2028,116.15
p58,p66,2028,2341.498
p66,p58,2028,2993.706
p58,p85,2028,895
p85,p58,2028,895
p58,p86,2028,1178.838
p86,p58,2028,1184.361
p58,p87,2028,4506.022
p87,p58,2028,4804.456
p60,p61,2028,4270.071
p61,p60,2028,4408.801
p60,p62,2028,3303.403
p62,p60,2028,4036.514
p60,p63,2028,10383.198
p63,p60,2028,5543.243
p61,p62,2028,1522.014
p62,p61,2028,1182.752
p61,p63,2028,3393.601
p63,p61,2028,5797.265
p61,p64,2028,3008.9
p64,p61,2028,3907.591
p61,p65,2028,186.352
p65,p61,2028,185.462
p63,p64,2028,7909.854
p64,p63,2028,10931.231
p64,p65,2028,6488.427
p65,p64,2028,4672.345
p64,p67,2028,3318.409
p67,p64,2028,6141.506
p65,p67,2028,4331.51
p67,p65,2028,4325.179
p66,p86,2028,1107.296
p86,p66,2028,1050.939
p68,p69,2028,872
p69,p68,2028,956.1
p68,p77,2028,229.894
p77,p68,2028,235.571
p69,p70,2028,2118
p70,p69,2028,2118
p69,p77,2028,387.401
p77,p69,2028,433.158
p70,p71,2028,2017.028
p71,p70,2028,2017.281
p70,p77,2028,1399
p77,p70,2028,1399
p70,p80,2028,283.171
p80,p70,2028,36.501
p70,p81,2028,3093.619
p81,p70,2028,3528
p71,p72,2028,1072
p72,p71,2028,1072
p71,p81,2028,1515.481
p81,p71,2028,1793
p72,p73,2028,2075.873
p73,p72,2028,1817.44
p72,p81,2028,3965.588
p81,p72,2028,4271.939
p72,p84,2028,1195
p84,p72,2028,1195
p73,p84,2028,1666.034
p84,p73,2028,1694.645
p74,p75,2028,850.332
p75,p74,2028,408.207
p74,p103,2028,118.19
p103,p74,2028,190.037
p75,p76,2028,3663.204
p76,p75,2028,2499.118
p75,p79,2028,858.315
p79,p75,2028,954
p76,p77,2028,337.803
p77,p76,2028,493.897
p76,p78,2028,2862
p78,p76,2028,1242.961
p76,p79,2028,1241.437
p79,p76,2028,1312
p77,p78,2028,1265.622
p78,p77,2028,1399
p77,p80,2028,10.99
p80,p77,2028,55.141
p78,p79,2028,765.616
p79,p78,2028,825.011
p78,p80,2028,1898.241
p80,p78,2028,2292
p79,p80,2028,2722.432
p80,p79,2028,2798.253
p80,p81,2028,2694.471
p81,p80,2028,2384.483
p80,p82,2028,993.935
p82,p80,2028,4516.274
p80,p83,2028,2325.384
p83,p80,2028,2335.156
p80,p105,2028,7414.726
p105,p80,2028,7481.16
p81,p82,2028,2558.854
p82,p81,2028,3603.857
p81,p83,2028,2457.43
p83,p81,2028,2340.929
p81,p93,2028,1388.263
p93,p81,2028,1388.961
p81,p108,2028,39.388
p108,p81,2028,130.13
p82,p83,2028,2330.985
p83,p82,2028,1839.788
p83,p105,2028,2376.02
p105,p83,2028,5045.775
p83,p107,2028,4349.647
p107,p83,2028,3192.672
p84,p85,2028,2088
p85,p84,2028,2088
p84,p92,2028,212.406
p92,p84,2028,194.451
p85,p86,2028,3464
p86,p85,2028,3464
p85,p87,2028,499.525
p87,p85,2028,879.52
p85,p92,2028,4445.51
p92,p85,2028,4665.2
p86,p87,2028,1732
p87,p86,2028,1732
p87,p88,2028,2341.85
p88,p87,2028,2565.046
p87,p89,2028,510.306
p89,p87,2028,1083.447
p87,p90,2028,2508.804
p90,p87,2028,2581.853
p87,p92,2028,414.949
p92,p87,2028,966.591
p88,p89,2028,6067.972
p89,p88,2028,3993.851
p88,p92,2028,1732.1
p92,p88,2028,1732.1
p89,p90,2028,4059.685
p90,p89,2028,4735.193
p89,p92,2028,5133.171
p92,p89,2028,4938.505
p89,p94,2028,893.231
p94,p89,2028,595.294
p90,p91,2028,2862.472
p91,p90,2028,3071.021
p90,p94,2028,6345.834
p94,p90,2028,4551.258
p91,p94,2028,470.118
p94,p91,2028,387.724
p91,p101,2028,383.495
p101,p91,2028,450.743
p92,p93,2028,1958.9
p93,p92,2028,1958.9
p92,p94,2028,2771.815
p94,p92,2028,2903.278
p92,p97,2028,598
p97,p92,2028,2193.227
p92,p108,2028,0
p108,p92,2028,1732.1
p92,p109,2028,149.627
p109,p92,2028,166.181
p92,p118,2028,2381.921
p118,p92,2028,2273.6
p93,p108,2028,1011.85
p108,p93,2028,2176.813
p93,p109,2028,1100.554
p109,p93,2028,391.438
p94,p95,2028,4081.772
p95,p94,2028,3298.139
p94,p96,2028,2860
p96,p94,2028,2860
p94,p97,2028,80.091
p97,p94,2028,142.771
p94,p101,2028,6205.962
p101,p94,2028,6243.954
p95,p96,2028,1169.779
p96,p95,2028,1206.883
p95,p97,2028,6019.672
p97,p95,2028,6113.505
p95,p98,2028,0
p98,p95,2028,0
p96,p98,2028,2437.28
p98,p96,2028,2275.225
p97,p98,2028,2777.937
p98,p97,2028,2506.825
p97,p99,2028,0
p99,p97,2028,109
p97,p118,2028,1635
p118,p97,2028,1635
p98,p99,2028,5727.578
p99,p98,2028,6275.009
p99,p100,2028,4839.807
p100,p99,2028,6245.72
p99,p116,2028,2598
p116,p99,2028,2598
p99,p118,2028,3923.426
p118,p99,2028,4057.724
p99,p123,2028,3416.345
p123,p99,2028,4606.776
p100,p116,2028,4864.742
p116,p100,2028,6405.261
p101,p102,2028,8547.94
p102,p101,2028,9209.74
p103,p104,2028,3928.113
p104,p103,2028,2755.624
p103,p105,2028,1099.465
p105,p103,2028,634.116
p103,p111,2028,4128.921
p111,p103,2028,3615.395
p104,p105,2028,7004.404
p105,p104,2028,2527.637
p105,p106,2028,2088.735
p106,p105,2028,2002.579
p105,p107,2028,7721.856
p107,p105,2028,7284.548
p105,p112,2028,4947.592
p112,p105,2028,5146
p106,p107,2028,2154.969
p107,p106,2028,2069.879
p107,p108,2028,1327
p108,p107,2028,1327
p107,p109,2028,4433.549
p109,p107,2028,4474.643
p107,p112,2028,4047
p112,p107,2028,4047
p107,p114,2028,1405.204
p114,p107,2028,1806.71
p108,p109,2028,1134
p109,p108,2028,1134
p109,p110,2028,187.583
p110,p109,2028,144.988
p109,p112,2028,1240
p112,p109,2028,1240
p109,p113,2028,1195
p113,p109,2028,750.704
p109,p114,2028,2719.366
p114,p109,2028,3418.856
p109,p118,2028,504
p118,p109,2028,504
p110,p112,2028,1792
p112,p110,2028,244.495
p110,p117,2028,157.077
p117,p110,2028,149.571
p110,p118,2028,30.771
p118,p110,2028,81.806
p111,p112,2028,4139.169
p112,p111,2028,8004.102
p111,p115,2028,1894.688
p115,p111,2028,4129.082
p111,p116,2028,4920.015
p116,p111,2028,4765.502
p111,p122,2028,1788.37
p122,p111,2028,2833.755
p112,p113,2028,1823.113
p113,p112,2028,3191.895
p112,p114,2028,2230.867
p114,p112,2028,2240.157
p112,p115,2028,2642
p115,p112,2028,2642
p112,p116,2028,6474.351
p116,p112,2028,5846.65
p112,p117,2028,9403.058
p117,p112,2028,12743.192
p112,p118,2028,3964.29
p118,p112,2028,4154.085
p113,p114,2028,2496.806
p114,p113,2028,2019.465
p115,p116,2028,9483.676
p116,p115,2028,5567.158
p115,p122,2028,7866.49
p122,p115,2028,7604.004
p116,p117,2028,4047
p117,p116,2028,4047
p116,p118,2028,56.149
p118,p116,2028,63.15
p116,p120,2028,61.985
p120,p116,2028,91.19
p116,p121,2028,6551.117
p121,p116,2028,4431.577
p117,p118,2028,4299.755
p118,p117,2028,4880.533
p119,p122,2028,972.166
p122,p119,2028,171.377
p120,p121,2028,510.342
p121,p120,2028,146.834
p120,p122,2028,130.736
p122,p120,2028,137.066
p121,p122,2028,127.705
p122,p121,2028,133.675
p121,p123,2028,3572.929
p123,p121,2028,4926.336
p122,p123,2028,6782.759
p123,p122,2028,7765.392
p122,p125,2028,467.641
p125,p122,2028,1591.344
p122,p126,2028,9557.589
p126,p122,2028,11763.077
p122,p127,2028,2489
p127,p122,2028,2305.032
p123,p124,2028,32.597
p124,p123,2028,639.811
p123,p125,2028,3489.985
p125,p123,2028,2444.16
p125,p126,2028,2701
p126,p125,2028,2701
p126,p127,2028,5130.75
p127,p126,2028,3283.266
p127,p128,2028,1200.18
p128,p127,2028,845.67
p127,p129,2028,1170.868
p129,p127,2028,45.091
p127,p131,2028,1430
p131,p127,2028,1903
p127,p132,2028,1195
p132,p127,2028,1195
p129,p130,2028,1978.994
p130,p129,2028,1401.598
p129,p131,2028,1259
p131,p129,2028,1352.277
p130,p131,2028,496.068
p131,p130,2028,1760.968
p130,p134,2028,3105.798
p134,p130,2028,1616.986
p131,p132,2028,14.499
p132,p131,2028,4192.886
p131,p133,2028,681.396
p133,p131,2028,1642.164
p132,p133,2028,0
p133,p132,2028,111.485
p1,p2,2030,8287.031
p2,p1,2030,9392.247
p1,p4,2030,9136.039
p4,p1,2030,14818.612
p2,p3,2030,796.505
p3,p2,2030,202.47
p2,p4,2030,6951.939
p4,p2,2030,10522.277
p2,p5,2030,23673.977
p5,p2,2030,18180.195
p2,p14,2030,2753.315
p14,p2,2030,3320.471
p3,p4,2030,4073.454
p4,p3,2030,4054.573
p3,p5,2030,352
p5,p3,2030,352
p3,p14,2030,477.317
p14,p3,2030,1773.938
p3,p17,2030,1905.3
p17,p3,2030,1905.3
p5,p6,2030,8904.33
p6,p5,2030,7976.305
p5,p7,2030,4138.304
p7,p5,2030,3703.2
p5,p10,2030,2780
p10,p5,2030,2780
p5,p14,2030,573.7
p14,p5,2030,450.843
p5,p15,2030,3800.762
p15,p5,2030,3527.628
p6,p7,2030,3117.7
p7,p6,2030,3117.7
p6,p8,2030,488.117
p8,p6,2030,378.458
p6,p9,2030,4800
p9,p6,2030,4800
p7,p8,2030,24.111
p8,p7,2030,30.662
p7,p15,2030,3938.4
p15,p7,2030,1983.932
p8,p9,2030,300.953
p9,p8,2030,308.981
p9,p10,2030,9328.34
p10,p9,2030,6133.425
p9,p12,2030,297.86
p12,p9,2030,436.768
p10,p11,2030,1998.433
p11,p10,2030,4701.644
p10,p13,2030,8751.271
p13,p10,2030,8049.93
p10,p25,2030,1920
p25,p10,2030,1920
p10,p27,2030,472.535
p27,p10,2030,811
p10,p28,2030,4899.847
p28,p10,2030,4424.758
p12,p13,2030,1195.72
p13,p12,2030,936.728
p12,p15,2030,500
p15,p12,2030,500
p12,p25,2030,894.873
p25,p12,2030,501.65
p13,p15,2030,0
p15,p13,2030,0
p13,p27,2030,732.565
p27,p13,2030,1477.175
p13,p28,2030,4939.872
p28,p13,2030,5757.3
p14,p15,2030,1850.43
p15,p14,2030,2609.012
p14,p17,2030,627.498
p17,p14,2030,822.752
p15,p16,2030,2715.636
p16,p15,2030,2891.905
p15,p17,2030,1810.939
p17,p15,2030,2099.148
p16,p17,2030,253.186
p17,p16,2030,271
p16,p21,2030,2000.056
p21,p16,2030,2612.697
p16,p25,2030,1497.656
p25,p16,2030,1876.703
p17,p18,2030,248.996
p18,p17,2030,483.517
p17,p20,2030,573.579
p20,p17,2030,3200.397
p18,p20,2030,844.379
p20,p18,2030,408.15
p18,p21,2030,414
p21,p18,2030,231.279
p18,p22,2030,402
p22,p18,2030,402
p18,p23,2030,0
p23,p18,2030,17.04
p20,p35,2030,200
p35,p20,2030,200
p21,p24,2030,2218.432
p24,p21,2030,3545.316
p21,p25,2030,345.109
p25,p21,2030,325.541
p21,p26,2030,587.302
p26,p21,2030,580.51
p22,p23,2030,599.02
p23,p22,2030,813.609
p22,p24,2030,402
p24,p22,2030,310.391
p23,p24,2030,939
p24,p23,2030,939
p23,p32,2030,911.352
p32,p23,2030,542.78
p24,p33,2030,5506.697
p33,p24,2030,3297.451
p24,p39,2030,310
p39,p24,2030,310
p25,p26,2030,634.935
p26,p25,2030,695.224
p25,p28,2030,144.702
p28,p25,2030,181.29
p25,p31,2030,700
p31,p25,2030,614.357
p25,p33,2030,2189.623
p33,p25,2030,2247.495
p26,p33,2030,232.06
p33,p26,2030,105.452
p27,p28,2030,641.178
p28,p27,2030,383.368
p28,p29,2030,928.135
p29,p28,2030,2010.057
p28,p30,2030,797.852
p30,p28,2030,1639.965
p28,p31,2030,2251.442
p31,p28,2030,4080.2
p29,p30,2030,445.307
p30,p29,2030,1176.046
p29,p31,2030,1811.38
p31,p29,2030,1222.739
p31,p34,2030,1657.636
p34,p31,2030,1176.285
p31,p47,2030,200
p47,p31,2030,200
p31,p48,2030,200
p48,p31,2030,200
p31,p59,2030,1025
p59,p31,2030,835.332
p32,p38,2030,200
p38,p32,2030,200
p33,p34,2030,2324.652
p34,p33,2030,4320.285
p34,p52,2030,210
p52,p34,2030,210
p35,p36,2030,508.11
p36,p35,2030,189.155
p36,p37,2030,2832.693
p37,p36,2030,1874.624
p36,p38,2030,3694.892
p38,p36,2030,2355.45
p37,p38,2030,247.822
p38,p37,2030,259
p37,p42,2030,774.635
p42,p37,2030,676.933
p37,p43,2030,1500
p43,p37,2030,1500
p38,p39,2030,9.851
p39,p38,2030,21.099
p38,p40,2030,1036.443
p40,p38,2030,904.007
p38,p43,2030,209.875
p43,p38,2030,299.633
p38,p44,2030,3128.909
