GENERATION_PROJECT,build_year,build_gen_predetermined,build_gen_energy_predetermined
p92_natural_gas_fired_combustion_turbine_1,2002,371.2,.
p92_natural_gas_fired_combustion_turbine_1,2015,8.7,.
p92_natural_gas_fired_combustion_turbine_1,2016,61.4,.
p92_natural_gas_fired_combustion_turbine_1,2017,6.5,.
p92_natural_gas_fired_combustion_turbine_1,2025,580,.
p92_nuclear_1,1981,1177.4,.
p92_nuclear_1,1982,1155.1,.
p92_nuclear_1,1996,1179,.
p92_nuclear_1,2016,1164,.
p92_onshore_wind_turbine_1,2000,2.1,.
p92_other_peaker_1,1966,20.8,.
p92_other_peaker_1,1967,10.4,.
p92_other_peaker_1,1969,15,.
p92_other_peaker_1,1970,10.4,.
p92_other_peaker_1,1972,10.4,.
p92_other_peaker_1,1983,16.8,.
p92_other_peaker_1,2006,47,.
p92_petroleum_liquids_1,1525,575.2,.
p92_petroleum_liquids_1,2000,19.8,.
p92_petroleum_liquids_1,2001,19.8,.
p92_petroleum_liquids_1,2002,3.6,.
p92_small_hydroelectric_1,1912,0,.
p92_small_hydroelectric_1,1913,0,.
p92_small_hydroelectric_1,1914,0,.
p92_small_hydroelectric_1,1926,0,.
p92_small_hydroelectric_1,1943,18.8250963098135,.
p92_small_hydroelectric_1,1950,0,.
p92_small_hydroelectric_1,1970,7.09040450121654,.
p92_solar_photovoltaic_1,2011,0.3,.
p92_solar_photovoltaic_1,2012,11.8,.
p92_solar_photovoltaic_1,2013,0.3,.
p92_solar_photovoltaic_1,2014,31.6,.
p92_solar_photovoltaic_1,2016,25.1,.
p92_solar_photovoltaic_1,2017,19,.
p92_solar_photovoltaic_1,2018,88.97,.
p92_solar_photovoltaic_1,2019,2.5,.
p92_solar_photovoltaic_1,2020,1.5,.
p92_solar_photovoltaic_1,2021,9,.
p92_solar_photovoltaic_1,2022,170.7,.
p92_solar_photovoltaic_1,2023,213.8,.
p92_solar_photovoltaic_1,2024,17.3,.
p92_solar_photovoltaic_1,2025,307.8,.
p92_solar_photovoltaic_1,2026,465.7,.
p92_solar_photovoltaic_1,2027,481,.
p92_solar_photovoltaic_1,2028,2.8,.
p93_conventional_hydroelectric_1,1944,74.2,.
p93_conventional_hydroelectric_1,1945,72.4,.
p93_conventional_hydroelectric_1,1948,36.5,.
p93_conventional_hydroelectric_1,1951,156,.
p93_conventional_hydroelectric_1,1952,144,.
p93_conventional_hydroelectric_1,1966,148,.
p93_conventional_hydroelectric_1,2017,75.9,.
p93_conventional_steam_coal_1,1965,116,.
p93_conventional_steam_coal_1,1969,225,.
p93_conventional_steam_coal_2,1533,1104,.
p93_conventional_steam_coal_2,1953,138,.
p93_natural_gas_fired_combustion_turbine_1,2000,28.5,.
p93_natural_gas_fired_combustion_turbine_1,2002,742.4,.
p93_natural_gas_fired_combustion_turbine_1,2010,124,.
p93_solar_photovoltaic_1,2023,2.5,.
p93_solar_photovoltaic_1,2024,231.5,.
p93_solar_photovoltaic_1,2025,86,.
p93_solar_photovoltaic_1,2026,79.7,.
p94_batteries_1,2020,1.2,4.4
p94_batteries_1,2021,40,80
p94_batteries_1,2022,40,80
p94_batteries_1,2024,65,260
p94_batteries_1,2026,765,3060
p94_biomass_1,1948,2.93170605788423,.
p94_biomass_1,1954,6.3158234282808,.
p94_biomass_1,1957,1.93307316911155,.
p94_biomass_1,1960,17.2192284283163,.
p94_biomass_1,1961,2.94727476317733,.
p94_biomass_1,1965,4.04540132445871,.
p94_biomass_1,1968,4.0168288177548,.
p94_biomass_1,1971,7.6778399111191,.
p94_biomass_1,1977,0.907066322540278,.
p94_biomass_1,1980,7.74198385008663,.
p94_biomass_1,1981,3.35052120901055,.
p94_biomass_1,1982,6.9155011965399,.
p94_biomass_1,1989,10.4087695048633,.
p94_biomass_1,1991,10.5580983725661,.
p94_biomass_1,1996,2.9590544852983,.
p94_biomass_1,1998,17.7935326693025,.
p94_biomass_1,2003,1.99028664841849,.
p94_biomass_1,2004,5.58039026034147,.
p94_biomass_1,2005,0.0737340328467153,.
p94_biomass_1,2009,6.47813953072317,.
p94_biomass_1,2011,13.1222506320359,.
p94_biomass_1,2013,55.2308231487728,.
p94_biomass_1,2014,0.74632502027575,.
p94_biomass_1,2015,6.45165320840553,.
p94_biomass_1,2016,13.0899797865855,.
p94_biomass_1,2017,15.3943409924166,.
p94_biomass_1,2019,71.7078060371046,.
p94_biomass_1,2021,0.24770502608403,.
p94_conventional_hydroelectric_1,1913,48.6,.
p94_conventional_hydroelectric_1,1914,12.1,.
p94_conventional_hydroelectric_1,1920,12.2,.
p94_conventional_hydroelectric_1,1921,1,.
p94_conventional_hydroelectric_1,1923,26.2,.
p94_conventional_hydroelectric_1,1924,26.2,.
p94_conventional_hydroelectric_1,1944,2,.
p94_conventional_hydroelectric_1,1946,2.1,.
p94_conventional_hydroelectric_1,1950,72,.
p94_conventional_hydroelectric_1,1953,43.8,.
p94_conventional_hydroelectric_1,1959,58.3,.
p94_conventional_hydroelectric_1,1962,325,.
p94_conventional_hydroelectric_1,1963,202.7,.
p94_conventional_hydroelectric_1,1975,367,.
p94_conventional_hydroelectric_1,1980,114.2,.
p94_conventional_hydroelectric_1,1983,80,.
p94_conventional_hydroelectric_1,1985,252,.
p94_conventional_hydroelectric_1,1986,84,.
p94_conventional_hydroelectric_1,2003,60,.
p94_conventional_hydroelectric_1,2004,60,.
p94_conventional_hydroelectric_1,2005,6.6,.
p94_conventional_steam_coal_1,1971,714,.
p94_conventional_steam_coal_1,1972,718,.
p94_conventional_steam_coal_1,1974,883,.
p94_conventional_steam_coal_1,1975,885,.
p94_conventional_steam_coal_1,1988,42.3,.
p94_conventional_steam_coal_1,1989,42.3,.
p94_conventional_steam_coal_2,1982,860,.
p94_conventional_steam_coal_2,1984,860,.
p94_conventional_steam_coal_2,1987,860,.
p94_hydroelectric_pumped_storage_1,1977,320,4960
p94_hydroelectric_pumped_storage_1,1979,53.3,826.15
p94_hydroelectric_pumped_storage_1,1980,159.9,2478.45
p94_hydroelectric_pumped_storage_1,1995,1035,16042.5
p94_hydroelectric_pumped_storage_1,2002,328,5084
p94_natural_gas_fired_combined_cycle_1,1997,215,.
p94_natural_gas_fired_combined_cycle_1,1998,115,.
p94_natural_gas_fired_combined_cycle_2,2002,2606.4,.
p94_natural_gas_fired_combined_cycle_2,2003,1092.1,.
p94_natural_gas_fired_combined_cycle_2,2004,532.5,.
p94_natural_gas_fired_combined_cycle_2,2005,1359.8,.
p94_natural_gas_fired_combined_cycle_2,2011,913,.
p94_natural_gas_fired_combined_cycle_2,2012,1796,.
p94_natural_gas_fired_combustion_turbine_1,1957,4,.
p94_natural_gas_fired_combustion_turbine_1,1986,24.7,.
p94_natural_gas_fired_combustion_turbine_1,1989,42,.
p94_natural_gas_fired_combustion_turbine_1,1994,920,.
p94_natural_gas_fired_combustion_turbine_1,1995,189,.
p94_natural_gas_fired_combustion_turbine_1,1999,310.2,.
p94_natural_gas_fired_combustion_turbine_1,2000,2520.7,.
p94_natural_gas_fired_combustion_turbine_1,2001,1901.2,.
p94_natural_gas_fired_combustion_turbine_1,2002,1602.92,.
p94_natural_gas_fired_combustion_turbine_1,2003,973.28,.
p94_natural_gas_fired_combustion_turbine_1,2022,1,.
p94_natural_gas_fired_combustion_turbine_1,2023,5,.
p94_nuclear_1,1975,876,.
p94_nuclear_1,1979,883,.
p94_nuclear_1,1987,1150,.
p94_nuclear_1,1989,1152,.
p94_nuclear_1,2023,1114,.
p94_nuclear_1,2024,1114,.
p94_other_peaker_1,1946,1,.
p94_other_peaker_1,1948,2.7,.
p94_other_peaker_1,1957,10,.
p94_other_peaker_1,1959,3,.
p94_other_peaker_1,1965,36.7,.
p94_other_peaker_1,1974,714,.
p94_other_peaker_1,1981,71.2,.
p94_other_peaker_1,1985,4.5,.
p94_other_peaker_1,2012,6.6,.
p94_other_peaker_1,2020,0.6,.
p94_petroleum_liquids_1,1964,2,.
p94_petroleum_liquids_1,1971,80,.
p94_petroleum_liquids_1,1972,697.5,.
p94_petroleum_liquids_1,1973,182,.
p94_petroleum_liquids_1,1981,0.3,.
p94_petroleum_liquids_1,1982,1.4,.
p94_petroleum_liquids_1,1984,7.5,.
p94_petroleum_liquids_1,1986,1.5,.
p94_petroleum_liquids_1,1988,10,.
p94_petroleum_liquids_1,1989,18,.
p94_petroleum_liquids_1,1991,8.4,.
p94_petroleum_liquids_1,1992,1.7,.
p94_petroleum_liquids_1,1993,2.9,.
p94_petroleum_liquids_1,1994,3.4,.
p94_petroleum_liquids_1,1995,186,.
p94_petroleum_liquids_1,1996,0.5,.
p94_petroleum_liquids_1,1998,10.8,.
p94_petroleum_liquids_1,2000,80,.
p94_petroleum_liquids_1,2001,6.2,.
p94_petroleum_liquids_1,2003,6,.
p94_petroleum_liquids_1,2004,1.2,.
p94_petroleum_liquids_1,2005,4.4,.
p94_petroleum_liquids_1,2007,3.2,.
p94_petroleum_liquids_1,2008,2.5,.
p94_petroleum_liquids_1,2013,4,.
p94_petroleum_liquids_1,2015,0.3,.
p94_petroleum_liquids_1,2020,0.6,.
p94_petroleum_liquids_1,2023,0.2,.
p94_petroleum_liquids_1,2024,0.5,.
p94_petroleum_liquids_1,2025,3.8,.
p94_small_hydroelectric_1,1903,0,.
p94_small_hydroelectric_1,1911,0,.
p94_small_hydroelectric_1,1914,0,.
p94_small_hydroelectric_1,1916,0,.
p94_small_hydroelectric_1,1917,0,.
p94_small_hydroelectric_1,1921,2.24855535279805,.
p94_small_hydroelectric_1,1925,1.12427767639903,.
p94_small_hydroelectric_1,1926,1.83688158961882,.
p94_small_hydroelectric_1,1927,2.76489000405515,.
p94_small_hydroelectric_1,1930,0,.
p94_small_hydroelectric_1,1931,3.70385508217886,.
p94_small_hydroelectric_1,1956,0,.
p94_small_hydroelectric_1,1986,0.746058901054339,.
p94_small_hydroelectric_1,1988,0.0110249391727494,.
p94_small_hydroelectric_1,1993,0,.
p94_small_hydroelectric_1,1994,0.359329224390486,.
p94_solar_photovoltaic_1,2011,0.6,.
p94_solar_photovoltaic_1,2012,3,.
p94_solar_photovoltaic_1,2013,60.7,.
p94_solar_photovoltaic_1,2014,12,.
p94_solar_photovoltaic_1,2015,175.3,.
p94_solar_photovoltaic_1,2016,723.9,.
p94_solar_photovoltaic_1,2017,14.1,.
p94_solar_photovoltaic_1,2018,42,.
p94_solar_photovoltaic_1,2019,441.8,.
p94_solar_photovoltaic_1,2020,731.1,.
p94_solar_photovoltaic_1,2021,980.1,.
p94_solar_photovoltaic_1,2022,562.9,.
p94_solar_photovoltaic_1,2023,508.5,.
p94_solar_photovoltaic_1,2024,888,.
p94_solar_photovoltaic_1,2025,400,.
p94_solar_photovoltaic_1,2026,484.7,.
p94_solar_photovoltaic_1,2027,372,.
p95_biomass_1,2009,2.58051160337553,.
p95_biomass_1,2011,0.639953365774534,.
p95_biomass_1,2015,2.14119525547445,.
p95_conventional_hydroelectric_1,1916,51,.
p95_conventional_hydroelectric_1,1923,42,.
p95_conventional_hydroelectric_1,1925,60,.
p95_conventional_hydroelectric_1,1926,45,.
p95_conventional_hydroelectric_1,1971,152,.
p95_hydroelectric_pumped_storage_1,1973,390,6045
p95_hydroelectric_pumped_storage_1,1975,390,6045
p95_hydroelectric_pumped_storage_1,1991,1680,26040
p95_natural_gas_fired_combined_cycle_1,2001,520,.
p95_natural_gas_fired_combined_cycle_1,2018,809,.
p95_natural_gas_fired_combined_cycle_2,1998,101,.
p95_natural_gas_fired_combustion_turbine_1,2000,532.98,.
p95_natural_gas_fired_combustion_turbine_1,2001,344.63,.
p95_natural_gas_fired_combustion_turbine_1,2002,737,.
p95_natural_gas_fired_combustion_turbine_1,2003,374,.
p95_natural_gas_fired_combustion_turbine_1,2004,270,.
p95_natural_gas_fired_combustion_turbine_1,2007,96,.
p95_natural_gas_fired_combustion_turbine_1,2019,15.5,.
p95_nuclear_1,1973,865,.
p95_nuclear_1,1974,1753,.
p95_nuclear_1,1985,1198.7,.
p95_nuclear_1,1986,1179.8,.
p95_petroleum_liquids_1,1978,1.1,.
p95_petroleum_liquids_1,2003,15.3,.
p95_petroleum_liquids_1,2004,9,.
p95_petroleum_liquids_1,2006,5.4,.
p95_petroleum_liquids_1,2008,3,.
p95_petroleum_liquids_1,2011,9.2,.
p95_petroleum_liquids_1,2013,1,.
p95_small_hydroelectric_1,1905,1.02856951154053,.
p95_small_hydroelectric_1,1907,0,.
p95_small_hydroelectric_1,1908,1.35975994946305,.
p95_small_hydroelectric_1,1910,0,.
p95_small_hydroelectric_1,1921,0,.
p95_small_hydroelectric_1,1926,0.122822511151663,.
p95_small_hydroelectric_1,1927,0.679879974731522,.
p95_small_hydroelectric_1,1939,0.347532694647202,.
p95_small_hydroelectric_1,1941,0.22246299675588,.
p95_small_hydroelectric_1,1985,0.704335370518865,.
p95_small_hydroelectric_1,1986,0.347532694647202,.
p95_small_hydroelectric_1,1987,0.295867318807514,.
p95_small_hydroelectric_1,1989,1.91134428223844,.
p95_small_hydroelectric_1,1996,2.61273317112733,.
p95_small_hydroelectric_1,2013,0.543174675587997,.
p95_solar_photovoltaic_1,2012,0.1,.
p95_solar_photovoltaic_1,2018,2,.
p95_solar_photovoltaic_1,2019,7,.
p95_solar_photovoltaic_1,2020,27.1,.
p95_solar_photovoltaic_1,2021,6,.
p95_solar_photovoltaic_1,2022,24,.
p95_solar_photovoltaic_1,2023,2,.
p95_solar_photovoltaic_1,2026,42,.
p96_batteries_1,2018,4,8
p96_batteries_1,2023,18,72
p96_batteries_1,2024,66,198
p96_batteries_1,2026,74.9,299.6
p96_biomass_1,1947,1.25128196967125,.
p96_biomass_1,1957,3.5035895150795,.
p96_biomass_1,1963,1.41093385086733,.
p96_biomass_1,1966,3.92492382174377,.
p96_biomass_1,1974,1.43387586470257,.
p96_biomass_1,1984,17.2383474811614,.
p96_biomass_1,1987,8.48854511903924,.
p96_biomass_1,1991,8.85986528420395,.
p96_biomass_1,2001,0.547360773181941,.
p96_biomass_1,2003,0.273680386590971,.
p96_biomass_1,2005,1.28244215672772,.
p96_biomass_1,2006,2.3753019435235,.
p96_biomass_1,2010,2.04176162764821,.
p96_biomass_1,2011,0.36014801297648,.
p96_biomass_1,2012,4.70458231954582,.
p96_biomass_1,2013,33.3770121481865,.
p96_conventional_hydroelectric_1,1919,74,.
p96_conventional_hydroelectric_1,1930,132.5,.
p96_conventional_hydroelectric_1,1942,140,.
p96_conventional_hydroelectric_1,1953,192,.
p96_conventional_hydroelectric_1,1954,144,.
p96_conventional_hydroelectric_1,1971,66,.
p96_conventional_hydroelectric_1,1985,84,.
p96_conventional_steam_coal_1,1530,1150,.
p96_conventional_steam_coal_2,1970,342,.
p96_conventional_steam_coal_2,1971,342,.
p96_conventional_steam_coal_2,1973,610,.
p96_conventional_steam_coal_2,1984,570,.
p96_conventional_steam_coal_2,1995,585,.
p96_conventional_steam_coal_2,2007,580,.
p96_conventional_steam_coal_2,2008,595,.
p96_hydroelectric_pumped_storage_1,1978,576,8928
p96_natural_gas_fired_combined_cycle_1,2004,1628.2,.
p96_natural_gas_fired_combined_cycle_2,1953,65,.
p96_natural_gas_fired_combined_cycle_2,1954,66,.
p96_natural_gas_fired_combined_cycle_2,2002,353,.
p96_natural_gas_fired_combustion_turbine_1,1969,48,.
p96_natural_gas_fired_combustion_turbine_1,1991,99,.
p96_natural_gas_fired_combustion_turbine_1,1994,9.6,.
p96_natural_gas_fired_combustion_turbine_1,1997,264,.
p96_natural_gas_fired_combustion_turbine_1,1999,49,.
p96_natural_gas_fired_combustion_turbine_1,2005,2,.
p96_natural_gas_fired_combustion_turbine_1,2009,21,.
p96_natural_gas_fired_combustion_turbine_1,2010,21,.
p96_natural_gas_fired_combustion_turbine_1,2014,2,.
p96_natural_gas_fired_combustion_turbine_1,2019,3.5,.
p96_natural_gas_fired_combustion_turbine_1,2024,52,.
p96_natural_gas_fired_combustion_turbine_1,2025,104,.
p96_nuclear_1,1971,792.9,.
p96_nuclear_1,1984,999.3,.
p96_other_peaker_1,1950,2.5,.
p96_other_peaker_1,1955,96,.
p96_other_peaker_1,1958,250,.
p96_other_peaker_1,1996,415,.
p96_petroleum_liquids_1,1525,36,.
p96_petroleum_liquids_1,1533,185,.
p96_petroleum_liquids_1,1987,14,.
p96_petroleum_liquids_1,2019,3.5,.
p96_small_hydroelectric_1,1914,0,.
p96_small_hydroelectric_1,1921,0,.
p96_small_hydroelectric_1,1950,1.32849249797243,.
p96_solar_photovoltaic_1,2013,2,.
p96_solar_photovoltaic_1,2016,16.8,.
p96_solar_photovoltaic_1,2017,235.7,.
p96_solar_photovoltaic_1,2018,95.4,.
p96_solar_photovoltaic_1,2019,298.1,.
p96_solar_photovoltaic_1,2020,428.2,.
p96_solar_photovoltaic_1,2021,21.5,.
p96_solar_photovoltaic_1,2022,174.1,.
p96_solar_photovoltaic_1,2023,220.5,.
p96_solar_photovoltaic_1,2024,83.1,.
p96_solar_photovoltaic_1,2025,295,.
p96_solar_photovoltaic_1,2026,201.8,.
p96_solar_photovoltaic_1,2027,534.6,.
p96_solar_photovoltaic_1,2028,512.8,.
p96_solar_photovoltaic_1,2029,249,.
p97_batteries_1,2020,8.8,8.8
p97_batteries_1,2021,1.3,2
p97_batteries_1,2022,9.4,14.4
p97_batteries_1,2024,10,20
p97_biomass_1,1985,1.32585046498475,.
p97_biomass_1,1993,0.100443217044299,.
p97_biomass_1,1999,1.00253446877534,.
p97_biomass_1,2008,2.83759124087591,.
p97_biomass_1,2010,1.45218724655312,.
p97_biomass_1,2011,3.80977606132434,.
p97_biomass_1,2012,3.37441707218167,.
p97_biomass_1,2013,0.811853710462287,.
p97_biomass_1,2014,1.43046902155023,.
p97_biomass_1,2015,1.20460549183177,.
p97_biomass_1,2016,0.476567777270653,.
p97_biomass_1,2017,1.43660026358475,.
p97_biomass_1,2019,0.768232018985031,.
p97_conventional_hydroelectric_1,1919,51.5,.
p97_conventional_hydroelectric_1,1922,9,.
p97_conventional_hydroelectric_1,1923,68,.
p97_conventional_hydroelectric_1,1925,33.4,.
p97_conventional_hydroelectric_1,1927,37.2,.
p97_conventional_hydroelectric_1,1928,80,.
p97_conventional_hydroelectric_1,1930,112,.
p97_conventional_hydroelectric_1,1940,73.8,.
p97_conventional_hydroelectric_1,1942,45,.
p97_conventional_hydroelectric_1,1945,202.8,.
p97_conventional_hydroelectric_1,1949,31,.
p97_conventional_hydroelectric_1,1954,101.4,.
p97_conventional_hydroelectric_1,1962,39,.
p97_conventional_hydroelectric_1,1963,243,.
p97_conventional_hydroelectric_1,1967,81,.
p97_conventional_hydroelectric_1,1997,0.8,.
p97_conventional_hydroelectric_1,2000,0.4,.
p97_conventional_hydroelectric_1,2011,1.5,.
p97_conventional_hydroelectric_1,2012,84,.
p97_conventional_hydroelectric_1,2013,28,.
p97_conventional_steam_coal_1,1972,546,.
p97_conventional_steam_coal_1,2012,849,.
p97_conventional_steam_coal_2,1534,380,.
p97_conventional_steam_coal_2,1970,660,.
p97_hydroelectric_pumped_storage_1,1956,67.5,1046.25
p97_natural_gas_fired_combined_cycle_1,2003,565,.
p97_natural_gas_fired_combined_cycle_1,2018,513,.
p97_natural_gas_fired_combined_cycle_1,2019,280,.
p97_natural_gas_fired_combined_cycle_1,2020,280,.
p97_natural_gas_fired_combined_cycle_2,2011,718,.
p97_natural_gas_fired_combined_cycle_2,2012,718,.
p97_natural_gas_fired_combustion_turbine_1,1995,1133,.
p97_natural_gas_fired_combustion_turbine_1,1996,374,.
p97_natural_gas_fired_combustion_turbine_1,1999,185,.
p97_natural_gas_fired_combustion_turbine_1,2000,1080,.
p97_natural_gas_fired_combustion_turbine_1,2001,554.2,.
p97_natural_gas_fired_combustion_turbine_1,2007,366.6,.
p97_natural_gas_fired_combustion_turbine_1,2010,30,.
p97_natural_gas_fired_combustion_turbine_1,2012,767.7,.
p97_natural_gas_fired_combustion_turbine_1,2024,402,.
p97_nuclear_1,1981,1199,.
p97_nuclear_1,1984,1187.2,.
p97_other_peaker_1,1534,380,.
p97_other_peaker_1,1969,658,.
p97_other_peaker_1,1974,1110,.
p97_other_peaker_1,1975,1110,.
p97_petroleum_liquids_1,1967,1,.
p97_petroleum_liquids_1,1972,3.2,.
p97_petroleum_liquids_1,1975,1.2,.
p97_petroleum_liquids_1,1988,0.8,.
p97_petroleum_liquids_1,1995,5.1,.
p97_petroleum_liquids_1,1999,2,.
p97_petroleum_liquids_1,2002,9,.
p97_petroleum_liquids_1,2004,5.4,.
p97_petroleum_liquids_1,2005,14.4,.
p97_petroleum_liquids_1,2006,18,.
p97_petroleum_liquids_1,2007,14.8,.
p97_petroleum_liquids_1,2008,4,.
p97_petroleum_liquids_1,2009,1,.
p97_petroleum_liquids_1,2012,3.6,.
p97_petroleum_liquids_1,2013,5.3,.
p97_small_hydroelectric_1,1915,0,.
p97_small_hydroelectric_1,1924,0.54000236550419,.
p97_small_hydroelectric_1,1925,0.466735097323601,.
p97_small_hydroelectric_1,1927,0.816749372575861,.
p97_small_hydroelectric_1,1934,0.464877331711273,.
p97_small_hydroelectric_1,1941,9.01719637064071,.
p97_small_hydroelectric_1,1943,0.270001182752095,.
p97_small_hydroelectric_1,1949,0.448030717761557,.
p97_small_hydroelectric_1,1950,0.630499797242498,.
p97_small_hydroelectric_1,1952,1.93649888483374,.
p97_small_hydroelectric_1,1954,5.88833130575831,.
p97_small_hydroelectric_1,1955,3.30071238677543,.
p97_small_hydroelectric_1,1985,0.180048661800487,.
p97_small_hydroelectric_1,1988,0.826376216545012,.
p97_small_hydroelectric_1,1996,1.68267183698297,.
p97_solar_photovoltaic_1,1552,11,.
p97_solar_photovoltaic_1,2010,11.1,.
p97_solar_photovoltaic_1,2011,12.8,.
p97_solar_photovoltaic_1,2012,19,.
p97_solar_photovoltaic_1,2013,66,.
p97_solar_photovoltaic_1,2014,47.4,.
p97_solar_photovoltaic_1,2015,128.6,.
p97_solar_photovoltaic_1,2016,193.3,.
p97_solar_photovoltaic_1,2017,206.4,.
p97_solar_photovoltaic_1,2018,106.2,.
p97_solar_photovoltaic_1,2019,34.3,.
p97_solar_photovoltaic_1,2020,66.9,.
p97_solar_photovoltaic_1,2021,249.2,.
p97_solar_photovoltaic_1,2022,163.5,.
p97_solar_photovoltaic_1,2023,50,.
p97_solar_photovoltaic_1,2024,84.4,.
p97_solar_photovoltaic_1,2025,115.4,.
p97_solar_photovoltaic_1,2027,70,.
p98_batteries_1,2017,1,1
p98_batteries_1,2019,0.5,0.5
p98_batteries_1,2021,10,10
p98_batteries_1,2022,5,7.5
p98_batteries_1,2023,11.3,20.3
p98_batteries_1,2024,82.5,165
p98_batteries_1,2025,100,400
p98_biomass_1,1966,5.44737557975973,.
p98_biomass_1,1976,12.0681501348572,.
p98_biomass_1,1978,6.9690068963933,.
p98_biomass_1,1985,3.06244296701864,.
p98_biomass_1,1990,11.5296406123277,.
p98_biomass_1,2007,0.865453500946202,.
p98_biomass_1,2010,1.43457677389916,.
p98_biomass_1,2011,0.432726750473101,.
p98_biomass_1,2013,1.23524939172749,.
p98_biomass_1,2014,14.9112807431062,.
p98_biomass_1,2019,0.305152427893392,.
p98_biomass_1,2024,8.08430345450016,.
p98_conventional_hydroelectric_1,1917,90,.
p98_conventional_hydroelectric_1,1924,29,.
p98_conventional_hydroelectric_1,1928,60,.
p98_conventional_hydroelectric_1,1955,95,.
p98_conventional_hydroelectric_1,1960,25,.
p98_conventional_hydroelectric_1,1963,220,.
p98_conventional_steam_coal_1,1966,380,.
p98_conventional_steam_coal_1,1968,673,.
p98_conventional_steam_coal_1,1973,698,.
p98_conventional_steam_coal_1,1980,711,.
p98_conventional_steam_coal_2,1983,713,.
p98_natural_gas_fired_combined_cycle_1,2002,570,.
p98_natural_gas_fired_combined_cycle_1,2011,680,.
p98_natural_gas_fired_combined_cycle_1,2012,1054,.
p98_natural_gas_fired_combined_cycle_1,2013,719,.
p98_natural_gas_fired_combined_cycle_2,1976,75,.
p98_natural_gas_fired_combined_cycle_2,1978,25,.
p98_natural_gas_fired_combined_cycle_2,1979,25,.
p98_natural_gas_fired_combined_cycle_2,1980,25,.
p98_natural_gas_fired_combined_cycle_2,1988,65,.
p98_natural_gas_fired_combustion_turbine_1,1976,25,.
p98_natural_gas_fired_combustion_turbine_1,1977,25,.
p98_natural_gas_fired_combustion_turbine_1,1992,35.5,.
p98_natural_gas_fired_combustion_turbine_1,1993,4,.
p98_natural_gas_fired_combustion_turbine_1,1995,17,.
p98_natural_gas_fired_combustion_turbine_1,2000,780,.
p98_natural_gas_fired_combustion_turbine_1,2001,800,.
p98_natural_gas_fired_combustion_turbine_1,2002,200,.
p98_natural_gas_fired_combustion_turbine_1,2007,305.5,.
p98_natural_gas_fired_combustion_turbine_1,2009,195,.
p98_natural_gas_fired_combustion_turbine_1,2012,10.6,.
p98_natural_gas_fired_combustion_turbine_1,2013,61.1,.
p98_natural_gas_fired_combustion_turbine_1,2017,97,.
p98_natural_gas_fired_combustion_turbine_1,2019,5.6,.
p98_nuclear_1,1975,953,.
p98_nuclear_1,1977,975,.
p98_nuclear_1,1987,1009,.
p98_onshore_wind_turbine_1,2016,208,.
p98_onshore_wind_turbine_1,2024,189,.
p98_other_peaker_1,1991,28.7,.
p98_other_peaker_1,2019,1,.
p98_petroleum_liquids_1,1970,82,.
p98_petroleum_liquids_1,1971,150,.
p98_petroleum_liquids_1,1987,1.2,.
p98_petroleum_liquids_1,1988,1.2,.
p98_petroleum_liquids_1,1990,184.9,.
p98_petroleum_liquids_1,1991,18,.
p98_petroleum_liquids_1,1993,12,.
p98_petroleum_liquids_1,1994,1.4,.
p98_petroleum_liquids_1,1995,5.4,.
p98_petroleum_liquids_1,1998,13.5,.
p98_petroleum_liquids_1,1999,1,.
p98_petroleum_liquids_1,2002,2.6,.
p98_petroleum_liquids_1,2003,1.2,.
p98_petroleum_liquids_1,2007,4,.
p98_petroleum_liquids_1,2013,9.2,.
p98_petroleum_liquids_1,2014,1.2,.
p98_petroleum_liquids_1,2015,0.4,.
p98_small_hydroelectric_1,1912,0,.
p98_small_hydroelectric_1,1981,0.43140162750019,.
p98_small_hydroelectric_1,1982,0.215700813750095,.
p98_small_hydroelectric_1,2012,1.17196258636423,.
p98_solar_photovoltaic_1,1525,1,.
p98_solar_photovoltaic_1,1526,8,.
p98_solar_photovoltaic_1,1530,1,.
p98_solar_photovoltaic_1,1549,15,.
p98_solar_photovoltaic_1,1556,20,.
p98_solar_photovoltaic_1,1561,10,.
p98_solar_photovoltaic_1,2008,2.1,.
p98_solar_photovoltaic_1,2011,9.5,.
p98_solar_photovoltaic_1,2012,74.4,.
p98_solar_photovoltaic_1,2013,148.8,.
p98_solar_photovoltaic_1,2014,321.2,.
p98_solar_photovoltaic_1,2015,775.9,.
p98_solar_photovoltaic_1,2016,573.6,.
p98_solar_photovoltaic_1,2017,774.4,.
p98_solar_photovoltaic_1,2018,620.1,.
p98_solar_photovoltaic_1,2019,456.4,.
p98_solar_photovoltaic_1,2020,553.9,.
p98_solar_photovoltaic_1,2021,321.4,.
p98_solar_photovoltaic_1,2022,92.4,.
p98_solar_photovoltaic_1,2023,475.8,.
p98_solar_photovoltaic_1,2024,38,.
p98_solar_photovoltaic_1,2025,116,.
p98_solar_photovoltaic_1,2026,34.9,.
p98_solar_photovoltaic_1,2027,166,.
p98_waste_heat_1,1984,27.0737783860503,.
p99_batteries_1,2022,50.5,72.6
p99_batteries_1,2023,20,80
p99_batteries_1,2026,150,600
p99_biomass_1,1528,31.8916770905966,.
p99_biomass_1,1960,1.590791829569,.
p99_biomass_1,1968,3.9769795739225,.
p99_biomass_1,1977,9.41063065227625,.
p99_biomass_1,1980,14.930319950875,.
