GENERATION_PROJECT,build_year,build_gen_predetermined,build_gen_energy_predetermined
p127_petroleum_liquids_1,1991,1.1,.
p127_petroleum_liquids_1,1992,8.2,.
p127_petroleum_liquids_1,1993,2.4,.
p127_petroleum_liquids_1,1994,0.8,.
p127_petroleum_liquids_1,1995,1.9,.
p127_petroleum_liquids_1,1996,6.4,.
p127_petroleum_liquids_1,1997,7.8,.
p127_petroleum_liquids_1,1998,7.6,.
p127_petroleum_liquids_1,1999,1.7,.
p127_petroleum_liquids_1,2000,12.5,.
p127_petroleum_liquids_1,2001,5.8,.
p127_petroleum_liquids_1,2002,8.4,.
p127_petroleum_liquids_1,2003,7,.
p127_petroleum_liquids_1,2004,4.1,.
p127_petroleum_liquids_1,2005,12,.
p127_petroleum_liquids_1,2006,14.9,.
p127_petroleum_liquids_1,2007,3.4,.
p127_petroleum_liquids_1,2008,18.5,.
p127_petroleum_liquids_1,2009,5.5,.
p127_petroleum_liquids_1,2010,14.2,.
p127_petroleum_liquids_1,2011,11.1,.
p127_petroleum_liquids_1,2012,10.4,.
p127_petroleum_liquids_1,2013,1.6,.
p127_petroleum_liquids_1,2014,1.4,.
p127_petroleum_liquids_1,2015,12.3,.
p127_petroleum_liquids_1,2016,16.5,.
p127_petroleum_liquids_1,2017,11,.
p127_petroleum_liquids_1,2018,8.9,.
p127_petroleum_liquids_1,2019,3.1,.
p127_petroleum_liquids_1,2020,12.3,.
p127_petroleum_liquids_1,2021,1.8,.
p127_petroleum_liquids_1,2022,8,.
p127_petroleum_liquids_1,2023,1.2,.
p127_petroleum_liquids_1,2024,0.2,.
p127_petroleum_liquids_1,2025,2.5,.
p127_small_hydroelectric_1,1527,0.0390030441400304,.
p127_small_hydroelectric_1,1902,0.277641306382182,.
p127_small_hydroelectric_1,1903,0.288439443092728,.
p127_small_hydroelectric_1,1907,0.277641306382182,.
p127_small_hydroelectric_1,1908,0,.
p127_small_hydroelectric_1,1909,0.915513483373885,.
p127_small_hydroelectric_1,1910,0.277641306382182,.
p127_small_hydroelectric_1,1911,1.48414704402957,.
p127_small_hydroelectric_1,1912,4.54469126900034,.
p127_small_hydroelectric_1,1913,3.10259057269778,.
p127_small_hydroelectric_1,1914,6.88520969331638,.
p127_small_hydroelectric_1,1915,1.60548561883602,.
p127_small_hydroelectric_1,1916,1.22383160989457,.
p127_small_hydroelectric_1,1917,1.59789058424622,.
p127_small_hydroelectric_1,1918,2.3141441659223,.
p127_small_hydroelectric_1,1919,1.51397035395667,.
p127_small_hydroelectric_1,1920,8.25501361455735,.
p127_small_hydroelectric_1,1921,6.02378004237764,.
p127_small_hydroelectric_1,1922,6.48315845498783,.
p127_small_hydroelectric_1,1923,2.77134027866583,.
p127_small_hydroelectric_1,1924,14.8066010239254,.
p127_small_hydroelectric_1,1925,8.19479383906847,.
p127_small_hydroelectric_1,1926,3.93961438057583,.
p127_small_hydroelectric_1,1927,7.64093860740139,.
p127_small_hydroelectric_1,1928,10.0364135470712,.
p127_small_hydroelectric_1,1929,4.84386721918086,.
p127_small_hydroelectric_1,1930,2.58149584347121,.
p127_small_hydroelectric_1,1931,5.67596499898621,.
p127_small_hydroelectric_1,1932,0,.
p127_small_hydroelectric_1,1939,1.49222008107174,.
p127_small_hydroelectric_1,1940,1.0854749594485,.
p127_small_hydroelectric_1,1942,0.931898824006488,.
p127_small_hydroelectric_1,1943,0.544941200324412,.
p127_small_hydroelectric_1,1944,0.45411766693701,.
p127_small_hydroelectric_1,1948,2.15751791937923,.
p127_small_hydroelectric_1,1949,0.439496316572047,.
p127_small_hydroelectric_1,1950,0.719193532035685,.
p127_small_hydroelectric_1,1952,0.748046429386265,.
p127_small_hydroelectric_1,1953,3.37762418221544,.
p127_small_hydroelectric_1,1954,9.76263432684509,.
p127_small_hydroelectric_1,1955,11.7205938260341,.
p127_small_hydroelectric_1,1956,25.2869893278068,.
p127_small_hydroelectric_1,1957,19.400598134631,.
p127_small_hydroelectric_1,1958,0.20397721512571,.
p127_small_hydroelectric_1,1959,9.32614811435523,.
p127_small_hydroelectric_1,1963,0.657036606945366,.
p127_small_hydroelectric_1,1966,0.657036606945366,.
p127_small_hydroelectric_1,1971,0.492777455209025,.
p127_small_hydroelectric_1,1974,0.657036606945366,.
p127_small_hydroelectric_1,1979,0.567480231143552,.
p127_small_hydroelectric_1,1980,0.374900182523386,.
p127_small_hydroelectric_1,1982,1.08471540446233,.
p127_small_hydroelectric_1,1983,4.58816149635036,.
p127_small_hydroelectric_1,1984,11.2094071411922,.
p127_small_hydroelectric_1,1985,10.0756324281738,.
p127_small_hydroelectric_1,1986,5.00356278564719,.
p127_small_hydroelectric_1,1987,24.5645503580542,.
p127_small_hydroelectric_1,1988,6.06503114846512,.
p127_small_hydroelectric_1,1989,1.38406072587186,.
p127_small_hydroelectric_1,1990,9.98793592862936,.
p127_small_hydroelectric_1,1991,5.42392250729011,.
p127_small_hydroelectric_1,1992,0.888948637726502,.
p127_small_hydroelectric_1,1993,1.56804699977185,.
p127_small_hydroelectric_1,1994,9.28909829111175,.
p127_small_hydroelectric_1,2002,0.885974249797242,.
p127_small_hydroelectric_1,2003,4.16273824006488,.
p127_small_hydroelectric_1,2008,0.292053231939163,.
p127_small_hydroelectric_1,2011,2.5730511015513,.
p127_small_hydroelectric_1,2012,1.77843673965937,.
p127_small_hydroelectric_1,2013,0.239774697351875,.
p127_small_hydroelectric_1,2019,0.241981634768391,.
p127_solar_photovoltaic_1,1554,5,.
p127_solar_photovoltaic_1,1557,10,.
p127_solar_photovoltaic_1,2013,3.6,.
p127_solar_photovoltaic_1,2014,10,.
p127_solar_photovoltaic_1,2015,17.9,.
p127_solar_photovoltaic_1,2016,27.4,.
p127_solar_photovoltaic_1,2017,35,.
p127_solar_photovoltaic_1,2018,109.7,.
p127_solar_photovoltaic_1,2019,209.4,.
p127_solar_photovoltaic_1,2020,220,.
p127_solar_photovoltaic_1,2021,355.4,.
p127_solar_photovoltaic_1,2022,260.2,.
p127_solar_photovoltaic_1,2023,337.7,.
p127_solar_photovoltaic_1,2024,866.2,.
p127_solar_photovoltaic_1,2025,201.2,.
p127_solar_photovoltaic_1,2026,498,.
p127_solar_photovoltaic_1,2029,20,.
p128_batteries_1,2018,5,40
p128_batteries_1,2019,5,40
p128_batteries_1,2025,2,8
p128_biomass_1,1989,39.4030264850279,.
p128_biomass_1,1990,2.01312432414166,.
p128_biomass_1,1991,10.9713605028386,.
p128_biomass_1,2025,0.00355459245742092,.
p128_natural_gas_fired_combined_cycle_1,1989,56.5,.
p128_natural_gas_fired_combined_cycle_1,1994,220,.
p128_natural_gas_fired_combined_cycle_1,2005,77,.
p128_natural_gas_fired_combined_cycle_1,2009,365.2,.
p128_natural_gas_fired_combined_cycle_2,2005,77.1,.
p128_natural_gas_fired_combustion_turbine_1,1970,136.8,.
p128_natural_gas_fired_combustion_turbine_1,1971,198.4,.
p128_natural_gas_fired_combustion_turbine_1,1995,47.1,.
p128_natural_gas_fired_combustion_turbine_1,2001,46,.
p128_natural_gas_fired_combustion_turbine_1,2002,327.81,.
p128_natural_gas_fired_combustion_turbine_1,2004,109,.
p128_offshore_wind_turbine_1,2024,130,.
p128_offshore_wind_turbine_1,2027,810,.
p128_other_peaker_1,1954,6.4,.
p128_other_peaker_1,1956,199.5,.
p128_other_peaker_1,1958,189.2,.
p128_other_peaker_1,1960,194.7,.
p128_other_peaker_1,1962,5.2,.
p128_other_peaker_1,1963,190.5,.
p128_other_peaker_1,1967,401.7,.
p128_other_peaker_1,1968,399,.
p128_other_peaker_1,1972,394.2,.
p128_other_peaker_1,1974,5.5,.
p128_other_peaker_1,1977,396.5,.
p128_other_peaker_1,1994,6.2,.
p128_other_peaker_1,2004,2.6,.
p128_other_peaker_1,2008,0.5,.
p128_other_peaker_1,2017,1,.
p128_other_peaker_1,2020,8,.
p128_other_peaker_1,2021,10.4,.
p128_petroleum_liquids_1,1949,2.2,.
p128_petroleum_liquids_1,1954,2,.
p128_petroleum_liquids_1,1957,1.2,.
p128_petroleum_liquids_1,1962,6.2,.
p128_petroleum_liquids_1,1963,10.4,.
p128_petroleum_liquids_1,1964,9,.
p128_petroleum_liquids_1,1965,1.6,.
p128_petroleum_liquids_1,1966,36.3,.
p128_petroleum_liquids_1,1967,33.4,.
p128_petroleum_liquids_1,1970,24,.
p128_petroleum_liquids_1,1971,134.1,.
p128_petroleum_liquids_1,1972,124.1,.
p128_petroleum_liquids_1,1973,18,.
p128_petroleum_liquids_1,1974,317.5,.
p128_petroleum_liquids_1,1975,331.7,.
p128_petroleum_liquids_1,1989,296.5,.
p128_petroleum_liquids_1,1997,0.4,.
p128_petroleum_liquids_1,2001,0.2,.
p128_petroleum_liquids_1,2002,94.8,.
p128_petroleum_liquids_1,2003,51.2,.
p128_petroleum_liquids_1,2004,1.9,.
p128_petroleum_liquids_1,2005,1,.
p128_petroleum_liquids_1,2010,2.5,.
p128_petroleum_liquids_1,2020,3.2,.
p128_petroleum_liquids_1,2028,7.8,.
p128_solar_photovoltaic_1,2011,37,.
p128_solar_photovoltaic_1,2012,6.5,.
p128_solar_photovoltaic_1,2015,8,.
p128_solar_photovoltaic_1,2016,9.3,.
p128_solar_photovoltaic_1,2017,12,.
p128_solar_photovoltaic_1,2018,28.4,.
p128_solar_photovoltaic_1,2019,26.5,.
p128_solar_photovoltaic_1,2022,22.9,.
p128_solar_photovoltaic_1,2025,5,.
p129_batteries_1,2015,2,3.4
p129_batteries_1,2018,1,4
p129_batteries_1,2019,7.9,25.9
p129_batteries_1,2023,10,20
p129_biomass_1,1984,9.13051246958637,.
p129_biomass_1,1992,17.6072333738848,.
p129_biomass_1,1999,0.0709848885046983,.
p129_biomass_1,2005,3.62322080291971,.
p129_biomass_1,2007,1.2077402676399,.
p129_biomass_1,2009,1.2077402676399,.
p129_conventional_hydroelectric_1,1909,9.6,.
p129_conventional_hydroelectric_1,1921,8,.
p129_conventional_hydroelectric_1,1924,38.4,.
p129_conventional_hydroelectric_1,1928,47.1,.
p129_conventional_hydroelectric_1,1950,38,.
p129_conventional_hydroelectric_1,1987,2.8,.
p129_conventional_hydroelectric_1,2008,16.2,.
p129_onshore_wind_turbine_1,1997,5,.
p129_onshore_wind_turbine_1,2011,40,.
p129_onshore_wind_turbine_1,2012,75,.
p129_onshore_wind_turbine_1,2017,30,.
p129_petroleum_liquids_1,1961,13.4,.
p129_petroleum_liquids_1,1965,13.9,.
p129_petroleum_liquids_1,1971,23.4,.
p129_petroleum_liquids_1,1972,45.7,.
p129_petroleum_liquids_1,2007,7.2,.
p129_petroleum_liquids_1,2010,47.3,.
p129_small_hydroelectric_1,1905,0,.
p129_small_hydroelectric_1,1907,0.395529197080292,.
p129_small_hydroelectric_1,1912,0.305515954480941,.
p129_small_hydroelectric_1,1913,0.457303538651983,.
p129_small_hydroelectric_1,1914,1.07920790938583,.
p129_small_hydroelectric_1,1915,0.0964992316557818,.
p129_small_hydroelectric_1,1917,1.77016169910787,.
p129_small_hydroelectric_1,1919,2.27676399026764,.
p129_small_hydroelectric_1,1920,0.744373479318735,.
p129_small_hydroelectric_1,1922,2.09496654501217,.
p129_small_hydroelectric_1,1923,0,.
p129_small_hydroelectric_1,1924,0.44117497972425,.
p129_small_hydroelectric_1,1927,1.61870184509327,.
p129_small_hydroelectric_1,1928,2.55213402270884,.
p129_small_hydroelectric_1,1929,4.32139598540146,.
p129_small_hydroelectric_1,1930,0,.
p129_small_hydroelectric_1,1931,0.148228406326034,.
p129_small_hydroelectric_1,1936,0.263672142368241,.
p129_small_hydroelectric_1,1937,1.78638229927007,.
p129_small_hydroelectric_1,1940,0.747071070043349,.
p129_small_hydroelectric_1,1941,0.740834064203399,.
p129_small_hydroelectric_1,1943,0.218225681772101,.
p129_small_hydroelectric_1,1944,0.747071070043349,.
p129_small_hydroelectric_1,1947,0.0782459632824596,.
p129_small_hydroelectric_1,1948,2.78252990673155,.
p129_small_hydroelectric_1,1951,1.51985756285483,.
p129_small_hydroelectric_1,1953,1.5295645782644,.
p129_small_hydroelectric_1,1954,0,.
p129_small_hydroelectric_1,1966,0.512885121371584,.
p129_small_hydroelectric_1,1979,0.209081668587527,.
p129_small_hydroelectric_1,1982,0.346157745336577,.
p129_small_hydroelectric_1,1983,0.175593960211822,.
p129_small_hydroelectric_1,1984,0.897543226244898,.
p129_small_hydroelectric_1,1985,0.238100669099757,.
p129_small_hydroelectric_1,1986,2.65778983713386,.
p129_small_hydroelectric_1,1987,0.140847138733839,.
p129_small_hydroelectric_1,1988,3.44314252785248,.
p129_small_hydroelectric_1,1989,0.164119525547445,.
p129_small_hydroelectric_1,1990,0,.
p129_small_hydroelectric_1,1993,3.24740216950527,.
p129_small_hydroelectric_1,2008,0,.
p129_small_hydroelectric_1,2012,0,.
p129_small_hydroelectric_1,2016,0.271162814274128,.
p129_solar_photovoltaic_1,2011,3.4,.
p129_solar_photovoltaic_1,2012,5.8,.
p129_solar_photovoltaic_1,2013,8.4,.
p129_solar_photovoltaic_1,2014,18.8,.
p129_solar_photovoltaic_1,2015,2,.
p129_solar_photovoltaic_1,2016,29.6,.
p129_solar_photovoltaic_1,2017,8.5,.
p129_solar_photovoltaic_1,2018,33.8,.
p129_solar_photovoltaic_1,2019,16.7,.
p129_solar_photovoltaic_1,2020,2.2,.
p129_solar_photovoltaic_1,2021,12.2,.
p129_solar_photovoltaic_1,2022,5.5,.
p129_solar_photovoltaic_1,2023,7.2,.
p129_solar_photovoltaic_1,2025,2,.
p13_batteries_1,2021,90,360
p13_batteries_1,2023,343.8,855
p13_batteries_1,2024,565,870
p13_batteries_1,2025,479,1916
p13_biomass_1,2012,3.34728558394161,.
p13_conventional_hydroelectric_1,1936,392.4,.
p13_conventional_hydroelectric_1,1937,130,.
p13_conventional_hydroelectric_1,1938,260,.
p13_conventional_hydroelectric_1,1944,127,.
p13_conventional_hydroelectric_1,1961,130,.
p13_natural_gas_fired_combined_cycle_1,1530,583.1,.
p13_natural_gas_fired_combined_cycle_1,1532,105,.
p13_natural_gas_fired_combined_cycle_1,1992,85,.
p13_natural_gas_fired_combined_cycle_1,1994,53,.
p13_natural_gas_fired_combined_cycle_1,2003,240,.
p13_natural_gas_fired_combined_cycle_2,1979,162,.
p13_natural_gas_fired_combined_cycle_2,1980,81,.
p13_natural_gas_fired_combined_cycle_2,1982,81,.
p13_natural_gas_fired_combined_cycle_2,1993,88,.
p13_natural_gas_fired_combined_cycle_2,1994,88,.
p13_natural_gas_fired_combined_cycle_2,2003,576.6,.
p13_natural_gas_fired_combined_cycle_2,2004,1227,.
p13_natural_gas_fired_combined_cycle_2,2006,1246,.
p13_natural_gas_fired_combined_cycle_2,2011,524,.
p13_natural_gas_fired_combustion_turbine_1,1973,59,.
p13_natural_gas_fired_combustion_turbine_1,1991,222,.
p13_natural_gas_fired_combustion_turbine_1,1995,76,.
p13_natural_gas_fired_combustion_turbine_1,2006,76,.
p13_natural_gas_fired_combustion_turbine_1,2008,684,.
p13_natural_gas_fired_combustion_turbine_1,2009,8,.
p13_natural_gas_fired_combustion_turbine_1,2024,442.8,.
p13_solar_photovoltaic_1,2007,53.2,.
p13_solar_photovoltaic_1,2008,10,.
p13_solar_photovoltaic_1,2010,48,.
p13_solar_photovoltaic_1,2012,164,.
p13_solar_photovoltaic_1,2013,33.3,.
p13_solar_photovoltaic_1,2014,247.5,.
p13_solar_photovoltaic_1,2015,216.4,.
p13_solar_photovoltaic_1,2016,629.1,.
p13_solar_photovoltaic_1,2017,229,.
p13_solar_photovoltaic_1,2018,3.1,.
p13_solar_photovoltaic_1,2019,301,.
p13_solar_photovoltaic_1,2020,100,.
p13_solar_photovoltaic_1,2021,480,.
p13_solar_photovoltaic_1,2023,595.8,.
p13_solar_photovoltaic_1,2024,945,.
p13_solar_photovoltaic_1,2025,3,.
p13_solar_photovoltaic_1,2026,131,.
p13_waste_heat_1,2010,1.49626165855637,.
p130_batteries_1,2023,14,14
p130_biomass_1,1986,5.40576845093268,.
p130_biomass_1,1987,21.6892026868283,.
p130_biomass_1,1988,6.51189933090024,.
p130_biomass_1,1989,11.0799624898621,.
p130_biomass_1,1992,0.990317294801132,.
p130_biomass_1,1993,0.330105764933711,.
p130_biomass_1,1996,0.502300030413625,.
p130_biomass_1,1997,2.72337256070311,.
p130_biomass_1,2006,2.05106532170857,.
p130_biomass_1,2013,28.4921875,.
p130_biomass_1,2016,1.0763572080292,.
p130_conventional_hydroelectric_1,1914,2.4,.
p130_conventional_hydroelectric_1,1916,4.2,.
p130_conventional_hydroelectric_1,1918,3.1,.
p130_conventional_hydroelectric_1,1920,12.7,.
p130_conventional_hydroelectric_1,1921,2.3,.
p130_conventional_hydroelectric_1,1924,0.7,.
p130_conventional_hydroelectric_1,1929,1.8,.
p130_conventional_hydroelectric_1,1930,168,.
p130_conventional_hydroelectric_1,1957,190.8,.
p130_conventional_hydroelectric_1,1980,3.2,.
p130_conventional_hydroelectric_1,2023,4.6,.
p130_conventional_steam_coal_1,1960,108,.
p130_conventional_steam_coal_2,1968,330,.
p130_natural_gas_fired_combined_cycle_1,2003,729,.
p130_natural_gas_fired_combined_cycle_2,2002,633,.
p130_natural_gas_fired_combustion_turbine_1,2000,5,.
p130_nuclear_1,1990,1247,.
p130_onshore_wind_turbine_1,2008,24,.
p130_onshore_wind_turbine_1,2012,147,.
p130_onshore_wind_turbine_1,2016,12.1,.
p130_onshore_wind_turbine_1,2019,28.8,.
p130_other_peaker_1,1974,400.2,.
p130_petroleum_liquids_1,1968,44.1,.
p130_petroleum_liquids_1,1969,39.4,.
p130_petroleum_liquids_1,1970,22,.
p130_petroleum_liquids_1,1990,2.1,.
p130_petroleum_liquids_1,1992,3,.
p130_petroleum_liquids_1,1994,1.2,.
p130_petroleum_liquids_1,2000,1.6,.
p130_small_hydroelectric_1,1914,0.31300823340285,.
p130_small_hydroelectric_1,1917,0.488640510948905,.
p130_small_hydroelectric_1,1922,0,.
p130_small_hydroelectric_1,1923,0.732960766423358,.
p130_small_hydroelectric_1,1924,0,.
p130_small_hydroelectric_1,1925,5.03711729521492,.
p130_small_hydroelectric_1,1926,1.23108019059205,.
p130_small_hydroelectric_1,1927,0.661293592862936,.
p130_small_hydroelectric_1,1937,0.851445816956766,.
p130_small_hydroelectric_1,1948,11.9165652879157,.
p130_small_hydroelectric_1,1981,0.233637704528693,.
p130_small_hydroelectric_1,1983,4.96557820980722,.
p130_small_hydroelectric_1,1984,1.57665567793419,.
p130_small_hydroelectric_1,1985,5.05298839867901,.
p130_small_hydroelectric_1,1986,3.4197270377129,.
p130_small_hydroelectric_1,1987,2.52875888874406,.
p130_small_hydroelectric_1,1988,0.242421938361719,.
p130_small_hydroelectric_1,1989,0.390194140308191,.
p130_small_hydroelectric_1,1990,2.79596259124088,.
p130_small_hydroelectric_1,1995,0.752211324006488,.
p130_solar_photovoltaic_1,2019,2.4,.
p131_batteries_1,2017,3,4.9
p131_batteries_1,2018,3,6.2
p131_batteries_1,2019,30.8,91.4
p131_batteries_1,2020,34.4,71.3
p131_batteries_1,2021,106.6,246.1
p131_batteries_1,2022,85.2,174.2
p131_batteries_1,2023,21.8,54.8
p131_batteries_1,2024,16.7,59.3
p131_batteries_1,2025,183,433.7
p131_biomass_1,1985,37.9489223375929,.
p131_biomass_1,1987,35.7716697080292,.
p131_biomass_1,1988,14.692929428773,.
p131_biomass_1,1989,19.2198271492295,.
p131_biomass_1,1992,5.00678644611744,.
p131_biomass_1,1993,7.36024795024838,.
p131_biomass_1,1997,0.668174675587997,.
p131_biomass_1,1998,0.893102316504461,.
p131_biomass_1,2001,0.745707167906937,.
p131_biomass_1,2004,2.68494249059943,.
p131_biomass_1,2005,1.99797940294616,.
p131_biomass_1,2007,2.69112429034874,.
p131_biomass_1,2009,1.34556214517437,.
p131_biomass_1,2010,0.942085084420851,.
p131_biomass_1,2011,1.7075151244112,.
p131_conventional_hydroelectric_1,1915,20.6,.
p131_conventional_hydroelectric_1,1916,20.6,.
p131_conventional_hydroelectric_1,1917,20.6,.
p131_conventional_hydroelectric_1,1930,32.9,.
p131_conventional_hydroelectric_1,1952,18.1,.
p131_conventional_hydroelectric_1,1983,15,.
p131_conventional_hydroelectric_1,2001,2,.
p131_hydroelectric_pumped_storage_1,1972,292,4526
p131_hydroelectric_pumped_storage_1,1973,876,13578
p131_hydroelectric_pumped_storage_1,1974,666,10323
p131_natural_gas_fired_combined_cycle_1,1958,22.9,.
p131_natural_gas_fired_combined_cycle_1,1975,87,.
p131_natural_gas_fired_combined_cycle_1,1976,21.4,.
p131_natural_gas_fired_combined_cycle_1,1990,185.8,.
p131_natural_gas_fired_combined_cycle_1,1991,336,.
p131_natural_gas_fired_combined_cycle_1,1992,99.9,.
p131_natural_gas_fired_combined_cycle_1,1993,503.1,.
p131_natural_gas_fired_combined_cycle_1,1999,435.8,.
p131_natural_gas_fired_combined_cycle_1,2001,378.9,.
p131_natural_gas_fired_combined_cycle_1,2002,187.4,.
p131_natural_gas_fired_combined_cycle_2,2001,558,.
p131_natural_gas_fired_combined_cycle_2,2002,598.17,.
p131_natural_gas_fired_combined_cycle_2,2003,790,.
p131_natural_gas_fired_combined_cycle_2,2018,1191.8,.
p131_natural_gas_fired_combustion_turbine_1,1530,22,.
p131_natural_gas_fired_combustion_turbine_1,1990,44,.
p131_natural_gas_fired_combustion_turbine_1,2003,25,.
p131_natural_gas_fired_combustion_turbine_1,2006,1.2,.
p131_natural_gas_fired_combustion_turbine_1,2007,11.5,.
p131_natural_gas_fired_combustion_turbine_1,2008,3.5,.
p131_natural_gas_fired_combustion_turbine_1,2009,136.6,.
p131_natural_gas_fired_combustion_turbine_1,2011,7.2,.
p131_natural_gas_fired_combustion_turbine_1,2013,7.5,.
p131_natural_gas_fired_combustion_turbine_1,2015,11.3,.
p131_natural_gas_fired_combustion_turbine_1,2017,14.9,.
p131_natural_gas_fired_combustion_turbine_1,2019,207,.
p131_natural_gas_fired_combustion_turbine_1,2021,41.4,.
p131_natural_gas_fired_combustion_turbine_1,2022,4.6,.
p131_natural_gas_fired_combustion_turbine_1,2024,67,.
p131_offshore_wind_turbine_1,2025,800,.
p131_offshore_wind_turbine_1,2026,715,.
p131_offshore_wind_turbine_1,2027,924,.
p131_onshore_wind_turbine_1,1535,1.7,.
p131_onshore_wind_turbine_1,2006,1.8,.
p131_onshore_wind_turbine_1,2007,2.7,.
p131_onshore_wind_turbine_1,2009,2.7,.
p131_onshore_wind_turbine_1,2010,3,.
p131_onshore_wind_turbine_1,2011,24.5,.
p131_onshore_wind_turbine_1,2012,38.5,.
p131_onshore_wind_turbine_1,2013,3.4,.
p131_onshore_wind_turbine_1,2014,3.4,.
p131_onshore_wind_turbine_1,2016,7.9,.
p131_onshore_wind_turbine_1,2018,1.5,.
p131_onshore_wind_turbine_1,2019,9.6,.
p131_other_peaker_1,1530,3.8,.
p131_other_peaker_1,1951,1.2,.
p131_other_peaker_1,1954,1.3,.
p131_other_peaker_1,1956,3.4,.
p131_other_peaker_1,1961,1.3,.
p131_other_peaker_1,1971,5,.
p131_other_peaker_1,1972,4.9,.
p131_other_peaker_1,1974,3,.
p131_other_peaker_1,1980,20.6,.
p131_other_peaker_1,1982,1.1,.
p131_other_peaker_1,1983,1.3,.
p131_other_peaker_1,1984,1.3,.
p131_other_peaker_1,1985,4.1,.
p131_other_peaker_1,1986,1.3,.
p131_other_peaker_1,2002,3,.
p131_other_peaker_1,2003,3,.
p131_other_peaker_1,2007,4,.
p131_other_peaker_1,2010,2.1,.
p131_other_peaker_1,2013,2.6,.
p131_other_peaker_1,2017,2,.
p131_other_peaker_1,2019,4.1,.
p131_other_peaker_1,2020,3.6,.
p131_other_peaker_1,2021,5.9,.
p131_petroleum_liquids_1,1951,2.5,.
p131_petroleum_liquids_1,1968,567,.
p131_petroleum_liquids_1,1969,39.9,.
p131_petroleum_liquids_1,1970,158.4,.
p131_petroleum_liquids_1,1971,61.6,.
p131_petroleum_liquids_1,1972,5.4,.
p131_petroleum_liquids_1,1975,16.2,.
p131_petroleum_liquids_1,1976,562,.
p131_petroleum_liquids_1,1978,11.2,.
p131_petroleum_liquids_1,1979,68,.
p131_petroleum_liquids_1,1981,366.6,.
p131_petroleum_liquids_1,1982,170,.
p131_petroleum_liquids_1,1985,37.5,.
p131_petroleum_liquids_1,1991,0.5,.
p131_petroleum_liquids_1,1995,54,.
p131_petroleum_liquids_1,1997,1.1,.
p131_petroleum_liquids_1,1999,0.1,.
p131_petroleum_liquids_1,2000,1,.
p131_petroleum_liquids_1,2001,0.9,.
p131_petroleum_liquids_1,2003,0.1,.
p131_petroleum_liquids_1,2005,0.3,.
p131_petroleum_liquids_1,2006,0.3,.
p131_petroleum_liquids_1,2007,4.4,.
p131_petroleum_liquids_1,2009,0.4,.
p131_petroleum_liquids_1,2011,0.2,.
p131_petroleum_liquids_1,2012,1.6,.
p131_petroleum_liquids_1,2013,0.4,.
p131_petroleum_liquids_1,2014,0.5,.
p131_petroleum_liquids_1,2015,0.2,.
p131_petroleum_liquids_1,2016,0.2,.
p131_petroleum_liquids_1,2017,4.5,.
p131_petroleum_liquids_1,2018,10.4,.
p131_petroleum_liquids_1,2019,385.6,.
p131_small_hydroelectric_1,1893,0.0441407909473603,.
p131_small_hydroelectric_1,1905,0,.
p131_small_hydroelectric_1,1906,0.736828843283143,.
p131_small_hydroelectric_1,1907,0.0367839924561336,.
p131_small_hydroelectric_1,1909,0.271560574948665,.
p131_small_hydroelectric_1,1910,0,.
p131_small_hydroelectric_1,1912,5.9030945863747,.
p131_small_hydroelectric_1,1913,4.18748555352798,.
p131_small_hydroelectric_1,1914,0.485200024177323,.
p131_small_hydroelectric_1,1916,0.254823600973236,.
p131_small_hydroelectric_1,1918,1.60310209788553,.
p131_small_hydroelectric_1,1920,1.10882124322012,.
p131_small_hydroelectric_1,1921,0.356471915104241,.
p131_small_hydroelectric_1,1922,0.789459474946225,.
p131_small_hydroelectric_1,1924,1.37496310111636,.
p131_small_hydroelectric_1,1925,0.350422239683622,.
p131_small_hydroelectric_1,1926,3.39699918896999,.
p131_small_hydroelectric_1,1928,0.834866686942417,.
p131_small_hydroelectric_1,1931,2.10522526652327,.
p131_small_hydroelectric_1,1935,0.381906427412814,.
p131_small_hydroelectric_1,1938,0.0441407909473603,.
p131_small_hydroelectric_1,1939,0.0294271939649069,.
p131_small_hydroelectric_1,1951,1.1308077351987,.
p131_small_hydroelectric_1,1964,0.107822227594961,.
p131_small_hydroelectric_1,1969,0.404932076236821,.
p131_small_hydroelectric_1,1974,9.33460056772101,.
p131_small_hydroelectric_1,1981,8.1523849351176,.
p131_small_hydroelectric_1,1982,0.589837636932707,.
p131_small_hydroelectric_1,1985,0.54327800593201,.
p131_small_hydroelectric_1,2006,0.16654461198617,.
p131_solar_photovoltaic_1,1563,1,.
p131_solar_photovoltaic_1,2008,0.1,.
p131_solar_photovoltaic_1,2010,3.3,.
p131_solar_photovoltaic_1,2011,9,.
p131_solar_photovoltaic_1,2012,53.4,.
p131_solar_photovoltaic_1,2013,109,.
p131_solar_photovoltaic_1,2014,140,.
p131_solar_photovoltaic_1,2015,66.1,.
p131_solar_photovoltaic_1,2016,108.5,.
p131_solar_photovoltaic_1,2017,206.7,.
p131_solar_photovoltaic_1,2018,108.5,.
p131_solar_photovoltaic_1,2019,107,.
p131_solar_photovoltaic_1,2020,132.2,.
p131_solar_photovoltaic_1,2021,203.8,.
p131_solar_photovoltaic_1,2022,89.8,.
p131_solar_photovoltaic_1,2023,39,.
p131_solar_photovoltaic_1,2024,13.8,.
p131_solar_photovoltaic_1,2025,34.1,.
p131_solar_photovoltaic_1,2026,5,.
p132_batteries_1,2016,0.8,3
p132_batteries_1,2017,0.8,3.3
