GENERATION_PROJECT,PERIOD,gen_ptc_value_per_mwh
p98_utilitypv_class1_moderate_1,2030,27.5
p98_utilitypv_class1_moderate_2,2030,27.5
p98_offshorewind_class3_moderate_fixed_1_1,2030,27.5
p98_offshorewind_class3_moderate_fixed_1_2,2030,27.5
p98_offshorewind_class3_moderate_fixed_0_1,2030,27.5
p98_offshorewind_class3_moderate_fixed_0_2,2030,27.5
p98_offshorewind_class12_moderate_floating_0_1,2030,27.5
p98_offshorewind_class12_moderate_floating_0_2,2030,27.5
p99_landbasedwind_class3_moderate_1,2030,27.5
p99_landbasedwind_class3_moderate_2,2030,27.5
p99_utilitypv_class1_moderate_1,2030,27.5
p99_utilitypv_class1_moderate_2,2030,27.5
p99_offshorewind_class3_moderate_fixed_1_1,2030,27.5
p99_offshorewind_class3_moderate_fixed_1_2,2030,27.5
p99_offshorewind_class3_moderate_fixed_0_1,2030,27.5
p99_offshorewind_class3_moderate_fixed_0_2,2030,27.5
p99_offshorewind_class12_moderate_floating_0_1,2030,27.5
p99_offshorewind_class12_moderate_floating_0_2,2030,27.5
p100_landbasedwind_class3_moderate_1,2030,27.5
p100_landbasedwind_class3_moderate_2,2030,27.5
p100_utilitypv_class1_moderate_1,2030,27.5
p100_utilitypv_class1_moderate_2,2030,27.5
p101_landbasedwind_class3_moderate_1,2030,27.5
p101_landbasedwind_class3_moderate_2,2030,27.5
p101_utilitypv_class1_moderate_1,2030,27.5
p101_utilitypv_class1_moderate_2,2030,27.5
p101_offshorewind_class3_moderate_fixed_1_1,2030,27.5
p101_offshorewind_class3_moderate_fixed_1_2,2030,27.5
p101_offshorewind_class3_moderate_fixed_0_1,2030,27.5
p101_offshorewind_class3_moderate_fixed_0_2,2030,27.5
p101_offshorewind_class12_moderate_floating_0_1,2030,27.5
p101_offshorewind_class12_moderate_floating_0_2,2030,27.5
p102_landbasedwind_class3_moderate_1,2030,27.5
p102_landbasedwind_class3_moderate_2,2030,27.5
p102_utilitypv_class1_moderate_1,2030,27.5
p102_utilitypv_class1_moderate_2,2030,27.5
p102_offshorewind_class3_moderate_fixed_1_1,2030,27.5
p102_offshorewind_class3_moderate_fixed_1_2,2030,27.5
p102_offshorewind_class3_moderate_fixed_0_1,2030,27.5
p102_offshorewind_class3_moderate_fixed_0_2,2030,27.5
p102_offshorewind_class12_moderate_floating_0_1,2030,27.5
p102_offshorewind_class12_moderate_floating_0_2,2030,27.5
p103_landbasedwind_class3_moderate_1,2030,27.5
p103_landbasedwind_class3_moderate_2,2030,27.5
p103_utilitypv_class1_moderate_1,2030,27.5
p103_utilitypv_class1_moderate_2,2030,27.5
p103_offshorewind_class3_moderate_fixed_1_1,2030,27.5
p103_offshorewind_class3_moderate_fixed_1_2,2030,27.5
p103_offshorewind_class3_moderate_fixed_0_1,2030,27.5
p103_offshorewind_class3_moderate_fixed_0_2,2030,27.5
p103_offshorewind_class12_moderate_floating_0_1,2030,27.5
p103_offshorewind_class12_moderate_floating_0_2,2030,27.5
p104_landbasedwind_class3_moderate_1,2030,27.5
p104_landbasedwind_class3_moderate_2,2030,27.5
p104_utilitypv_class1_moderate_1,2030,27.5
p104_utilitypv_class1_moderate_2,2030,27.5
p105_landbasedwind_class3_moderate_1,2030,27.5
p105_landbasedwind_class3_moderate_2,2030,27.5
p105_utilitypv_class1_moderate_1,2030,27.5
p105_utilitypv_class1_moderate_2,2030,27.5
p106_landbasedwind_class3_moderate_1,2030,27.5
p106_landbasedwind_class3_moderate_2,2030,27.5
p106_utilitypv_class1_moderate_1,2030,27.5
p106_utilitypv_class1_moderate_2,2030,27.5
p107_landbasedwind_class3_moderate_1,2030,27.5
p107_landbasedwind_class3_moderate_2,2030,27.5
p107_utilitypv_class1_moderate_1,2030,27.5
p107_utilitypv_class1_moderate_2,2030,27.5
p108_landbasedwind_class3_moderate_1,2030,27.5
p108_landbasedwind_class3_moderate_2,2030,27.5
p108_utilitypv_class1_moderate_1,2030,27.5
p108_utilitypv_class1_moderate_2,2030,27.5
p109_landbasedwind_class3_moderate_1,2030,27.5
p109_landbasedwind_class3_moderate_2,2030,27.5
p109_utilitypv_class1_moderate_1,2030,27.5
p109_utilitypv_class1_moderate_2,2030,27.5
p110_landbasedwind_class3_moderate_1,2030,27.5
p110_landbasedwind_class3_moderate_2,2030,27.5
p110_utilitypv_class1_moderate_1,2030,27.5
p110_utilitypv_class1_moderate_2,2030,27.5
p111_landbasedwind_class3_moderate_1,2030,27.5
p111_landbasedwind_class3_moderate_2,2030,27.5
p111_utilitypv_class1_moderate_1,2030,27.5
p111_utilitypv_class1_moderate_2,2030,27.5
p111_offshorewind_class3_moderate_fixed_1_1,2030,27.5
p111_offshorewind_class3_moderate_fixed_1_2,2030,27.5
p111_offshorewind_class3_moderate_fixed_0_1,2030,27.5
p111_offshorewind_class3_moderate_fixed_0_2,2030,27.5
p111_offshorewind_class12_moderate_floating_0_1,2030,27.5
p111_offshorewind_class12_moderate_floating_0_2,2030,27.5
p112_landbasedwind_class3_moderate_1,2030,27.5
p112_landbasedwind_class3_moderate_2,2030,27.5
p112_utilitypv_class1_moderate_1,2030,27.5
p112_utilitypv_class1_moderate_2,2030,27.5
p113_landbasedwind_class3_moderate_1,2030,27.5
p113_landbasedwind_class3_moderate_2,2030,27.5
p113_utilitypv_class1_moderate_1,2030,27.5
p113_utilitypv_class1_moderate_2,2030,27.5
p114_landbasedwind_class3_moderate_1,2030,27.5
p114_landbasedwind_class3_moderate_2,2030,27.5
p114_utilitypv_class1_moderate_1,2030,27.5
p114_utilitypv_class1_moderate_2,2030,27.5
p115_landbasedwind_class3_moderate_1,2030,27.5
p115_landbasedwind_class3_moderate_2,2030,27.5
p115_utilitypv_class1_moderate_1,2030,27.5
p115_utilitypv_class1_moderate_2,2030,27.5
p116_landbasedwind_class3_moderate_1,2030,27.5
p116_landbasedwind_class3_moderate_2,2030,27.5
p116_utilitypv_class1_moderate_1,2030,27.5
p116_utilitypv_class1_moderate_2,2030,27.5
p117_landbasedwind_class3_moderate_1,2030,27.5
p117_landbasedwind_class3_moderate_2,2030,27.5
p117_utilitypv_class1_moderate_1,2030,27.5
p117_utilitypv_class1_moderate_2,2030,27.5
p118_landbasedwind_class3_moderate_1,2030,27.5
p118_landbasedwind_class3_moderate_2,2030,27.5
p118_utilitypv_class1_moderate_1,2030,27.5
p118_utilitypv_class1_moderate_2,2030,27.5
p119_landbasedwind_class3_moderate_1,2030,27.5
p119_landbasedwind_class3_moderate_2,2030,27.5
p119_utilitypv_class1_moderate_1,2030,27.5
p119_utilitypv_class1_moderate_2,2030,27.5
p120_landbasedwind_class3_moderate_1,2030,27.5
p120_landbasedwind_class3_moderate_2,2030,27.5
p120_utilitypv_class1_moderate_1,2030,27.5
p120_utilitypv_class1_moderate_2,2030,27.5
p121_landbasedwind_class3_moderate_1,2030,27.5
p121_landbasedwind_class3_moderate_2,2030,27.5
p121_utilitypv_class1_moderate_1,2030,27.5
p121_utilitypv_class1_moderate_2,2030,27.5
p122_landbasedwind_class3_moderate_1,2030,27.5
p122_landbasedwind_class3_moderate_2,2030,27.5
p122_utilitypv_class1_moderate_1,2030,27.5
p122_utilitypv_class1_moderate_2,2030,27.5
p123_landbasedwind_class3_moderate_1,2030,27.5
p123_utilitypv_class1_moderate_1,2030,27.5
p123_utilitypv_class1_moderate_2,2030,27.5
p123_offshorewind_class3_moderate_fixed_1_1,2030,27.5
p123_offshorewind_class3_moderate_fixed_1_2,2030,27.5
p123_offshorewind_class3_moderate_fixed_0_1,2030,27.5
p123_offshorewind_class3_moderate_fixed_0_2,2030,27.5
p123_offshorewind_class12_moderate_floating_0_1,2030,27.5
p123_offshorewind_class12_moderate_floating_0_2,2030,27.5
p124_landbasedwind_class3_moderate_1,2030,27.5
p124_landbasedwind_class3_moderate_2,2030,27.5
p124_utilitypv_class1_moderate_1,2030,27.5
p124_utilitypv_class1_moderate_2,2030,27.5
p125_landbasedwind_class3_moderate_1,2030,27.5
p125_landbasedwind_class3_moderate_2,2030,27.5
p125_utilitypv_class1_moderate_1,2030,27.5
p125_utilitypv_class1_moderate_2,2030,27.5
p125_offshorewind_class3_moderate_fixed_1_1,2030,27.5
p125_offshorewind_class3_moderate_fixed_1_2,2030,27.5
p125_offshorewind_class3_moderate_fixed_0_1,2030,27.5
p125_offshorewind_class3_moderate_fixed_0_2,2030,27.5
p125_offshorewind_class12_moderate_floating_0_1,2030,27.5
p125_offshorewind_class12_moderate_floating_0_2,2030,27.5
p126_landbasedwind_class3_moderate_1,2030,27.5
p126_landbasedwind_class3_moderate_2,2030,27.5
p126_utilitypv_class1_moderate_1,2030,27.5
p126_utilitypv_class1_moderate_2,2030,27.5
p126_offshorewind_class3_moderate_fixed_1_1,2030,27.5
p126_offshorewind_class3_moderate_fixed_1_2,2030,27.5
p126_offshorewind_class3_moderate_fixed_0_1,2030,27.5
p126_offshorewind_class3_moderate_fixed_0_2,2030,27.5
p126_offshorewind_class12_moderate_floating_0_1,2030,27.5
p126_offshorewind_class12_moderate_floating_0_2,2030,27.5
p127_landbasedwind_class3_moderate_1,2030,27.5
p127_landbasedwind_class3_moderate_2,2030,27.5
p127_utilitypv_class1_moderate_1,2030,27.5
p127_utilitypv_class1_moderate_2,2030,27.5
p127_offshorewind_class3_moderate_fixed_1_1,2030,27.5
p127_offshorewind_class3_moderate_fixed_1_2,2030,27.5
p127_offshorewind_class3_moderate_fixed_0_1,2030,27.5
p127_offshorewind_class3_moderate_fixed_0_2,2030,27.5
p127_offshorewind_class12_moderate_floating_0_1,2030,27.5
p127_offshorewind_class12_moderate_floating_0_2,2030,27.5
p128_utilitypv_class1_moderate_1,2030,27.5
p128_offshorewind_class3_moderate_fixed_1_1,2030,27.5
p128_offshorewind_class3_moderate_fixed_1_2,2030,27.5
p128_offshorewind_class3_moderate_fixed_0_1,2030,27.5
p128_offshorewind_class3_moderate_fixed_0_2,2030,27.5
p128_offshorewind_class12_moderate_floating_0_1,2030,27.5
p128_offshorewind_class12_moderate_floating_0_2,2030,27.5
p129_landbasedwind_class3_moderate_1,2030,27.5
p129_landbasedwind_class3_moderate_2,2030,27.5
p129_utilitypv_class1_moderate_1,2030,27.5
p129_utilitypv_class1_moderate_2,2030,27.5
p130_landbasedwind_class3_moderate_1,2030,27.5
p130_landbasedwind_class3_moderate_2,2030,27.5
p130_utilitypv_class1_moderate_1,2030,27.5
p130_utilitypv_class1_moderate_2,2030,27.5
p131_landbasedwind_class3_moderate_1,2030,27.5
p131_landbasedwind_class3_moderate_2,2030,27.5
p131_utilitypv_class1_moderate_1,2030,27.5
p131_utilitypv_class1_moderate_2,2030,27.5
p131_offshorewind_class3_moderate_fixed_1_1,2030,27.5
p131_offshorewind_class3_moderate_fixed_1_2,2030,27.5
p131_offshorewind_class3_moderate_fixed_0_1,2030,27.5
p131_offshorewind_class3_moderate_fixed_0_2,2030,27.5
p131_offshorewind_class12_moderate_floating_0_1,2030,27.5
p131_offshorewind_class12_moderate_floating_0_2,2030,27.5
p132_landbasedwind_class3_moderate_1,2030,27.5
p132_landbasedwind_class3_moderate_2,2030,27.5
p132_utilitypv_class1_moderate_1,2030,27.5
p132_utilitypv_class1_moderate_2,2030,27.5
p132_offshorewind_class3_moderate_fixed_1_1,2030,27.5
p132_offshorewind_class3_moderate_fixed_1_2,2030,27.5
p132_offshorewind_class3_moderate_fixed_0_1,2030,27.5
p132_offshorewind_class3_moderate_fixed_0_2,2030,27.5
p132_offshorewind_class12_moderate_floating_0_1,2030,27.5
p132_offshorewind_class12_moderate_floating_0_2,2030,27.5
p133_utilitypv_class1_moderate_1,2030,27.5
p133_utilitypv_class1_moderate_2,2030,27.5
p133_offshorewind_class3_moderate_fixed_1_1,2030,27.5
p133_offshorewind_class3_moderate_fixed_1_2,2030,27.5
p133_offshorewind_class3_moderate_fixed_0_1,2030,27.5
p133_offshorewind_class3_moderate_fixed_0_2,2030,27.5
p133_offshorewind_class12_moderate_floating_0_1,2030,27.5
p133_offshorewind_class12_moderate_floating_0_2,2030,27.5
p134_landbasedwind_class3_moderate_1,2030,27.5
p134_landbasedwind_class3_moderate_2,2030,27.5
p134_utilitypv_class1_moderate_1,2030,27.5
p134_utilitypv_class1_moderate_2,2030,27.5
p134_offshorewind_class3_moderate_fixed_1_1,2030,27.5
p134_offshorewind_class3_moderate_fixed_1_2,2030,27.5
p134_offshorewind_class3_moderate_fixed_0_1,2030,27.5
p134_offshorewind_class3_moderate_fixed_0_2,2030,27.5
p134_offshorewind_class12_moderate_floating_0_1,2030,27.5
p134_offshorewind_class12_moderate_floating_0_2,2030,27.5
p1_nuclear_nuclear__large_moderate_0,2035,15
p1_landbasedwind_class3_moderate_1,2035,27.5
p1_landbasedwind_class3_moderate_2,2035,27.5
p1_utilitypv_class1_moderate_1,2035,27.5
p1_utilitypv_class1_moderate_2,2035,27.5
p1_offshorewind_class3_moderate_fixed_1_1,2035,27.5
p1_offshorewind_class3_moderate_fixed_1_2,2035,27.5
p1_offshorewind_class3_moderate_fixed_0_1,2035,27.5
p1_offshorewind_class3_moderate_fixed_0_2,2035,27.5
p1_offshorewind_class12_moderate_floating_0_1,2035,27.5
p1_offshorewind_class12_moderate_floating_0_2,2035,27.5
p2_nuclear_nuclear__large_moderate_0,2035,15
p2_landbasedwind_class3_moderate_1,2035,27.5
p2_landbasedwind_class3_moderate_2,2035,27.5
p2_utilitypv_class1_moderate_1,2035,27.5
p2_utilitypv_class1_moderate_2,2035,27.5
p3_nuclear_nuclear__large_moderate_0,2035,15
p3_landbasedwind_class3_moderate_1,2035,27.5
p3_landbasedwind_class3_moderate_2,2035,27.5
p3_utilitypv_class1_moderate_1,2035,27.5
p3_utilitypv_class1_moderate_2,2035,27.5
p4_nuclear_nuclear__large_moderate_0,2035,15
p4_landbasedwind_class3_moderate_1,2035,27.5
p4_landbasedwind_class3_moderate_2,2035,27.5
p4_utilitypv_class1_moderate_1,2035,27.5
p4_utilitypv_class1_moderate_2,2035,27.5
p5_nuclear_nuclear__large_moderate_0,2035,15
p5_landbasedwind_class3_moderate_1,2035,27.5
p5_landbasedwind_class3_moderate_2,2035,27.5
p5_utilitypv_class1_moderate_1,2035,27.5
p5_utilitypv_class1_moderate_2,2035,27.5
p5_offshorewind_class3_moderate_fixed_1_1,2035,27.5
p5_offshorewind_class3_moderate_fixed_1_2,2035,27.5
p5_offshorewind_class3_moderate_fixed_0_1,2035,27.5
p5_offshorewind_class3_moderate_fixed_0_2,2035,27.5
p5_offshorewind_class12_moderate_floating_0_1,2035,27.5
p5_offshorewind_class12_moderate_floating_0_2,2035,27.5
p6_nuclear_nuclear__large_moderate_0,2035,15
p6_landbasedwind_class3_moderate_1,2035,27.5
p6_landbasedwind_class3_moderate_2,2035,27.5
p6_utilitypv_class1_moderate_1,2035,27.5
p6_utilitypv_class1_moderate_2,2035,27.5
p7_nuclear_nuclear__large_moderate_0,2035,15
p7_landbasedwind_class3_moderate_1,2035,27.5
p7_landbasedwind_class3_moderate_2,2035,27.5
p7_utilitypv_class1_moderate_1,2035,27.5
p7_utilitypv_class1_moderate_2,2035,27.5
p8_nuclear_nuclear__large_moderate_0,2035,15
p8_landbasedwind_class3_moderate_1,2035,27.5
p8_landbasedwind_class3_moderate_2,2035,27.5
p8_utilitypv_class1_moderate_1,2035,27.5
p8_utilitypv_class1_moderate_2,2035,27.5
p9_nuclear_nuclear__large_moderate_0,2035,15
p9_landbasedwind_class3_moderate_1,2035,27.5
p9_landbasedwind_class3_moderate_2,2035,27.5
p9_utilitypv_class1_moderate_1,2035,27.5
p9_utilitypv_class1_moderate_2,2035,27.5
p9_offshorewind_class3_moderate_fixed_1_1,2035,27.5
p9_offshorewind_class3_moderate_fixed_1_2,2035,27.5
p9_offshorewind_class3_moderate_fixed_0_1,2035,27.5
p9_offshorewind_class3_moderate_fixed_0_2,2035,27.5
p9_offshorewind_class12_moderate_floating_0_1,2035,27.5
p9_offshorewind_class12_moderate_floating_0_2,2035,27.5
p10_nuclear_nuclear__large_moderate_0,2035,15
p10_landbasedwind_class3_moderate_1,2035,27.5
p10_landbasedwind_class3_moderate_2,2035,27.5
p10_utilitypv_class1_moderate_1,2035,27.5
p10_utilitypv_class1_moderate_2,2035,27.5
p10_offshorewind_class3_moderate_fixed_1_1,2035,27.5
p10_offshorewind_class3_moderate_fixed_1_2,2035,27.5
p10_offshorewind_class3_moderate_fixed_0_1,2035,27.5
p10_offshorewind_class3_moderate_fixed_0_2,2035,27.5
p10_offshorewind_class12_moderate_floating_0_1,2035,27.5
p10_offshorewind_class12_moderate_floating_0_2,2035,27.5
p11_nuclear_nuclear__large_moderate_0,2035,15
p11_landbasedwind_class3_moderate_1,2035,27.5
p11_landbasedwind_class3_moderate_2,2035,27.5
p11_utilitypv_class1_moderate_1,2035,27.5
p11_utilitypv_class1_moderate_2,2035,27.5
p11_offshorewind_class3_moderate_fixed_1_1,2035,27.5
p11_offshorewind_class3_moderate_fixed_1_2,2035,27.5
p11_offshorewind_class3_moderate_fixed_0_1,2035,27.5
p11_offshorewind_class3_moderate_fixed_0_2,2035,27.5
p11_offshorewind_class12_moderate_floating_0_1,2035,27.5
p11_offshorewind_class12_moderate_floating_0_2,2035,27.5
p12_nuclear_nuclear__large_moderate_0,2035,15
p12_landbasedwind_class3_moderate_1,2035,27.5
p12_landbasedwind_class3_moderate_2,2035,27.5
p12_utilitypv_class1_moderate_1,2035,27.5
p12_utilitypv_class1_moderate_2,2035,27.5
p13_nuclear_nuclear__large_moderate_0,2035,15
p13_landbasedwind_class3_moderate_1,2035,27.5
p13_landbasedwind_class3_moderate_2,2035,27.5
p13_utilitypv_class1_moderate_1,2035,27.5
p13_utilitypv_class1_moderate_2,2035,27.5
p14_nuclear_nuclear__large_moderate_0,2035,15
p14_landbasedwind_class3_moderate_1,2035,27.5
p14_landbasedwind_class3_moderate_2,2035,27.5
p14_utilitypv_class1_moderate_1,2035,27.5
p14_utilitypv_class1_moderate_2,2035,27.5
p15_nuclear_nuclear__large_moderate_0,2035,15
p15_landbasedwind_class3_moderate_1,2035,27.5
p15_landbasedwind_class3_moderate_2,2035,27.5
p15_utilitypv_class1_moderate_1,2035,27.5
p15_utilitypv_class1_moderate_2,2035,27.5
p16_nuclear_nuclear__large_moderate_0,2035,15
p16_landbasedwind_class3_moderate_1,2035,27.5
p16_landbasedwind_class3_moderate_2,2035,27.5
p16_utilitypv_class1_moderate_1,2035,27.5
p16_utilitypv_class1_moderate_2,2035,27.5
p17_nuclear_nuclear__large_moderate_0,2035,15
p17_landbasedwind_class3_moderate_1,2035,27.5
p17_landbasedwind_class3_moderate_2,2035,27.5
p17_utilitypv_class1_moderate_1,2035,27.5
p17_utilitypv_class1_moderate_2,2035,27.5
p18_nuclear_nuclear__large_moderate_0,2035,15
p18_landbasedwind_class3_moderate_1,2035,27.5
p18_landbasedwind_class3_moderate_2,2035,27.5
p18_utilitypv_class1_moderate_1,2035,27.5
p18_utilitypv_class1_moderate_2,2035,27.5
p19_nuclear_nuclear__large_moderate_0,2035,15
p19_landbasedwind_class3_moderate_1,2035,27.5
p19_landbasedwind_class3_moderate_2,2035,27.5
p19_utilitypv_class1_moderate_1,2035,27.5
p19_utilitypv_class1_moderate_2,2035,27.5
p20_nuclear_nuclear__large_moderate_0,2035,15
p20_landbasedwind_class3_moderate_1,2035,27.5
p20_landbasedwind_class3_moderate_2,2035,27.5
p20_utilitypv_class1_moderate_1,2035,27.5
p20_utilitypv_class1_moderate_2,2035,27.5
p21_nuclear_nuclear__large_moderate_0,2035,15
p21_landbasedwind_class3_moderate_1,2035,27.5
p21_landbasedwind_class3_moderate_2,2035,27.5
p21_utilitypv_class1_moderate_1,2035,27.5
p21_utilitypv_class1_moderate_2,2035,27.5
p22_nuclear_nuclear__large_moderate_0,2035,15
p22_landbasedwind_class3_moderate_1,2035,27.5
p22_landbasedwind_class3_moderate_2,2035,27.5
p22_utilitypv_class1_moderate_1,2035,27.5
p22_utilitypv_class1_moderate_2,2035,27.5
p23_nuclear_nuclear__large_moderate_0,2035,15
p23_landbasedwind_class3_moderate_1,2035,27.5
p23_landbasedwind_class3_moderate_2,2035,27.5
p23_utilitypv_class1_moderate_1,2035,27.5
p23_utilitypv_class1_moderate_2,2035,27.5
p24_nuclear_nuclear__large_moderate_0,2035,15
p24_landbasedwind_class3_moderate_1,2035,27.5
p24_landbasedwind_class3_moderate_2,2035,27.5
p24_utilitypv_class1_moderate_1,2035,27.5
p24_utilitypv_class1_moderate_2,2035,27.5
p25_nuclear_nuclear__large_moderate_0,2035,15
p25_landbasedwind_class3_moderate_1,2035,27.5
p25_landbasedwind_class3_moderate_2,2035,27.5
p25_utilitypv_class1_moderate_1,2035,27.5
p25_utilitypv_class1_moderate_2,2035,27.5
p26_nuclear_nuclear__large_moderate_0,2035,15
p26_landbasedwind_class3_moderate_1,2035,27.5
p26_landbasedwind_class3_moderate_2,2035,27.5
p26_utilitypv_class1_moderate_1,2035,27.5
p26_utilitypv_class1_moderate_2,2035,27.5
p27_nuclear_nuclear__large_moderate_0,2035,15
p27_landbasedwind_class3_moderate_1,2035,27.5
p27_landbasedwind_class3_moderate_2,2035,27.5
p27_utilitypv_class1_moderate_1,2035,27.5
p27_utilitypv_class1_moderate_2,2035,27.5
p28_nuclear_nuclear__large_moderate_0,2035,15
p28_landbasedwind_class3_moderate_1,2035,27.5
p28_landbasedwind_class3_moderate_2,2035,27.5
p28_utilitypv_class1_moderate_1,2035,27.5
p28_utilitypv_class1_moderate_2,2035,27.5
p29_nuclear_nuclear__large_moderate_0,2035,15
p29_landbasedwind_class3_moderate_1,2035,27.5
p29_landbasedwind_class3_moderate_2,2035,27.5
p29_utilitypv_class1_moderate_1,2035,27.5
p29_utilitypv_class1_moderate_2,2035,27.5
p30_nuclear_nuclear__large_moderate_0,2035,15
p30_landbasedwind_class3_moderate_1,2035,27.5
p30_landbasedwind_class3_moderate_2,2035,27.5
p30_utilitypv_class1_moderate_1,2035,27.5
p30_utilitypv_class1_moderate_2,2035,27.5
p31_nuclear_nuclear__large_moderate_0,2035,15
p31_landbasedwind_class3_moderate_1,2035,27.5
p31_landbasedwind_class3_moderate_2,2035,27.5
p31_utilitypv_class1_moderate_1,2035,27.5
p31_utilitypv_class1_moderate_2,2035,27.5
p32_nuclear_nuclear__large_moderate_0,2035,15
p32_landbasedwind_class3_moderate_1,2035,27.5
p32_landbasedwind_class3_moderate_2,2035,27.5
p32_utilitypv_class1_moderate_1,2035,27.5
p32_utilitypv_class1_moderate_2,2035,27.5
p33_nuclear_nuclear__large_moderate_0,2035,15
p33_landbasedwind_class3_moderate_1,2035,27.5
p33_landbasedwind_class3_moderate_2,2035,27.5
p33_utilitypv_class1_moderate_1,2035,27.5
p33_utilitypv_class1_moderate_2,2035,27.5
p34_nuclear_nuclear__large_moderate_0,2035,15
p34_landbasedwind_class3_moderate_1,2035,27.5
p34_landbasedwind_class3_moderate_2,2035,27.5
p34_utilitypv_class1_moderate_1,2035,27.5
p34_utilitypv_class1_moderate_2,2035,27.5
p35_nuclear_nuclear__large_moderate_0,2035,15
p35_landbasedwind_class3_moderate_1,2035,27.5
p35_landbasedwind_class3_moderate_2,2035,27.5
p35_utilitypv_class1_moderate_1,2035,27.5
p35_utilitypv_class1_moderate_2,2035,27.5
p36_nuclear_nuclear__large_moderate_0,2035,15
p36_landbasedwind_class3_moderate_1,2035,27.5
p36_landbasedwind_class3_moderate_2,2035,27.5
p36_utilitypv_class1_moderate_1,2035,27.5
p36_utilitypv_class1_moderate_2,2035,27.5
p37_nuclear_nuclear__large_moderate_0,2035,15
p37_landbasedwind_class3_moderate_1,2035,27.5
p37_landbasedwind_class3_moderate_2,2035,27.5
p37_utilitypv_class1_moderate_1,2035,27.5
p37_utilitypv_class1_moderate_2,2035,27.5
p37_offshorewind_class3_moderate_fixed_1_1,2035,27.5
p37_offshorewind_class3_moderate_fixed_1_2,2035,27.5
p37_offshorewind_class3_moderate_fixed_0_1,2035,27.5
p37_offshorewind_class3_moderate_fixed_0_2,2035,27.5
p37_offshorewind_class12_moderate_floating_0_1,2035,27.5
p37_offshorewind_class12_moderate_floating_0_2,2035,27.5
p38_nuclear_nuclear__large_moderate_0,2035,15
p38_landbasedwind_class3_moderate_1,2035,27.5
p38_landbasedwind_class3_moderate_2,2035,27.5
p38_utilitypv_class1_moderate_1,2035,27.5
p38_utilitypv_class1_moderate_2,2035,27.5
p39_nuclear_nuclear__large_moderate_0,2035,15
p39_landbasedwind_class3_moderate_1,2035,27.5
p39_landbasedwind_class3_moderate_2,2035,27.5
p39_utilitypv_class1_moderate_1,2035,27.5
p39_utilitypv_class1_moderate_2,2035,27.5
p40_nuclear_nuclear__large_moderate_0,2035,15
p40_landbasedwind_class3_moderate_1,2035,27.5
p40_landbasedwind_class3_moderate_2,2035,27.5
p40_utilitypv_class1_moderate_1,2035,27.5
p40_utilitypv_class1_moderate_2,2035,27.5
p41_nuclear_nuclear__large_moderate_0,2035,15
p41_landbasedwind_class3_moderate_1,2035,27.5
p41_landbasedwind_class3_moderate_2,2035,27.5
p41_utilitypv_class1_moderate_1,2035,27.5
p41_utilitypv_class1_moderate_2,2035,27.5
p42_nuclear_nuclear__large_moderate_0,2035,15
p42_landbasedwind_class3_moderate_1,2035,27.5
p42_landbasedwind_class3_moderate_2,2035,27.5
p42_utilitypv_class1_moderate_1,2035,27.5
p42_utilitypv_class1_moderate_2,2035,27.5
p43_nuclear_nuclear__large_moderate_0,2035,15
p43_landbasedwind_class3_moderate_1,2035,27.5
p43_landbasedwind_class3_moderate_2,2035,27.5
p43_utilitypv_class1_moderate_1,2035,27.5
p43_utilitypv_class1_moderate_2,2035,27.5
p43_offshorewind_class3_moderate_fixed_1_1,2035,27.5
p43_offshorewind_class3_moderate_fixed_1_2,2035,27.5
p43_offshorewind_class3_moderate_fixed_0_1,2035,27.5
p43_offshorewind_class3_moderate_fixed_0_2,2035,27.5
p43_offshorewind_class12_moderate_floating_0_1,2035,27.5
p43_offshorewind_class12_moderate_floating_0_2,2035,27.5
p44_nuclear_nuclear__large_moderate_0,2035,15
p44_landbasedwind_class3_moderate_1,2035,27.5
p44_landbasedwind_class3_moderate_2,2035,27.5
p44_utilitypv_class1_moderate_1,2035,27.5
p44_utilitypv_class1_moderate_2,2035,27.5
p45_nuclear_nuclear__large_moderate_0,2035,15
p45_landbasedwind_class3_moderate_1,2035,27.5
p45_landbasedwind_class3_moderate_2,2035,27.5
p45_utilitypv_class1_moderate_1,2035,27.5
p45_utilitypv_class1_moderate_2,2035,27.5
p46_nuclear_nuclear__large_moderate_0,2035,15
p46_landbasedwind_class3_moderate_1,2035,27.5
p46_landbasedwind_class3_moderate_2,2035,27.5
p46_utilitypv_class1_moderate_1,2035,27.5
p46_utilitypv_class1_moderate_2,2035,27.5
p47_nuclear_nuclear__large_moderate_0,2035,15
p47_landbasedwind_class3_moderate_1,2035,27.5
p47_landbasedwind_class3_moderate_2,2035,27.5
p47_utilitypv_class1_moderate_1,2035,27.5
p47_utilitypv_class1_moderate_2,2035,27.5
p48_nuclear_nuclear__large_moderate_0,2035,15
p48_landbasedwind_class3_moderate_1,2035,27.5
p48_landbasedwind_class3_moderate_2,2035,27.5
p48_utilitypv_class1_moderate_1,2035,27.5
p48_utilitypv_class1_moderate_2,2035,27.5
p49_nuclear_nuclear__large_moderate_0,2035,15
p49_landbasedwind_class3_moderate_1,2035,27.5
p49_landbasedwind_class3_moderate_2,2035,27.5
p49_utilitypv_class1_moderate_1,2035,27.5
p49_utilitypv_class1_moderate_2,2035,27.5
p50_nuclear_nuclear__large_moderate_0,2035,15
p50_landbasedwind_class3_moderate_1,2035,27.5
p50_landbasedwind_class3_moderate_2,2035,27.5
