LOAD_ZONE,TIMEPOINT,ee_load_reduction
p95,20285081304,117.41096598711036
p96,20285081304,213.6973307864876
p97,20285081304,258.5059984935735
p98,20285081304,254.5406296699376
p99,20285081304,607.96313827836
p100,20285081304,20.1873321930555
p101,20285081304,575.735504384445
p102,20285081304,319.89711764495473
p103,20285081304,356.63085247481814
p104,20285081304,33.52539096346721
p105,20285081304,226.6749014820232
p106,20285081304,72.85463993243775
p107,20285081304,114.31076854317676
p108,20285081304,28.911143605054495
p109,20285081304,186.48048113335048
p110,20285081304,18.781428701039136
p111,20285081304,226.99934074941183
p112,20285081304,236.29993308121237
p113,20285081304,57.17340867533212
p114,20285081304,89.86967706658463
p115,20285081304,108.36271530772312
p116,20285081304,72.31390782012375
p117,20285081304,53.20803985169625
p118,20285081304,99.71100151069912
p119,20285081304,12.689180235634913
p120,20285081304,7.570249572395812
p121,20285081304,22.170016604873474
p122,20285081304,418.23826447112623
p123,20285081304,243.6178410011951
p124,20285081304,3.2804414813715224
p125,20285081304,41.52822622571437
p126,20285081304,273.82674167580296
p127,20285081304,439.83150015619873
p128,20285081304,184.46174791404485
p129,20285081304,18.168598973749948
p130,20285081304,34.06612307578118
p131,20285081304,169.6456880366415
p132,20285081304,86.98577246757675
p133,20285081304,26.099336621021774
p134,20285081304,40.8793476909375
p1,20285081305,210.4529381126036
p2,20285081305,82.62386676157725
p3,20285081305,45.67383908678812
p4,20285081305,14.960255107353635
p5,20285081305,180.568476705384
p6,20285081305,38.35593116680537
p7,20285081305,5.118930663239062
p8,20285081305,5.191028278214287
p9,20285081305,431.8286648939512
p10,20285081305,487.77641411470495
p11,20285081305,70.15097937086774
p12,20285081305,56.2361396806545
p13,20285081305,143.51030260813198
p14,20285081305,19.28611200586553
p15,20285081305,59.372385932075616
p16,20285081305,28.694850760128897
p17,20285081305,26.748215155798537
p18,20285081305,18.20464778123756
p19,20285081305,0.4325856898511887
p20,20285081305,9.300592331800576
p21,20285081305,36.08485629508672
p22,20285081305,5.73176039052825
p23,20285081305,7.498151957420625
p24,20285081305,36.193002717549525
p25,20285081305,125.16145959694424
p26,20285081305,5.73176039052825
p27,20285081305,42.82598329526775
p28,20285081305,324.5834626183425
p29,20285081305,4.506100935949875
p30,20285081305,63.626145215612624
p31,20285081305,97.98065875129464
