load_zone,fuel,period,fuel_cost
p89,coal,2030,2.77928132966812
p89,coal,2035,2.77928132966812
p90,coal,2028,2.77928132966812
p90,coal,2030,2.77928132966812
p90,coal,2035,2.77928132966812
p91,coal,2028,3.41552526585784
p91,coal,2030,3.41552526585784
p91,coal,2035,3.41552526585784
p92,coal,2028,2.98890204149356
p92,coal,2030,2.98890204149356
p92,coal,2035,2.98890204149356
p93,coal,2028,2.38869030065423
p93,coal,2030,2.38869030065423
p93,coal,2035,2.38869030065423
p94,coal,2028,3.8709860955343
p94,coal,2030,3.8709860955343
p94,coal,2035,3.8709860955343
p95,coal,2028,3.58243479282542
p95,coal,2030,3.58243479282542
p95,coal,2035,3.58243479282542
p96,coal,2028,3.58243479282542
p96,coal,2030,3.58243479282542
p96,coal,2035,3.58243479282542
p97,coal,2028,3.85853873767834
p97,coal,2030,3.85853873767834
p97,coal,2035,3.85853873767834
p98,coal,2028,3.85853873767834
p98,coal,2030,3.85853873767834
p98,coal,2035,3.85853873767834
p99,coal,2028,3.81803681480617
p99,coal,2030,3.81803681480617
p99,coal,2035,3.81803681480617
p100,coal,2028,3.81803681480617
p100,coal,2030,3.81803681480617
p100,coal,2035,3.81803681480617
p101,coal,2028,3.41552526585784
p101,coal,2030,3.41552526585784
p101,coal,2035,3.41552526585784
p102,coal,2028,3.41552526585784
p102,coal,2030,3.41552526585784
p102,coal,2035,3.41552526585784
p103,coal,2028,2.51432732161769
p103,coal,2030,2.51432732161769
p103,coal,2035,2.51432732161769
p104,coal,2028,2.51432732161769
p104,coal,2030,2.51432732161769
p104,coal,2035,2.51432732161769
p105,coal,2028,2.8134090963819
p105,coal,2030,2.8134090963819
p105,coal,2035,2.8134090963819
p106,coal,2028,2.8134090963819
p106,coal,2030,2.8134090963819
p106,coal,2035,2.8134090963819
p107,coal,2028,2.8134090963819
p107,coal,2030,2.8134090963819
p107,coal,2035,2.8134090963819
p108,coal,2028,2.38869030065423
p108,coal,2030,2.38869030065423
p108,coal,2035,2.38869030065423
p109,coal,2028,2.38869030065423
p109,coal,2030,2.38869030065423
p109,coal,2035,2.38869030065423
p110,coal,2028,2.38869030065423
p110,coal,2030,2.38869030065423
p110,coal,2035,2.38869030065423
p111,coal,2028,2.47768862847312
p111,coal,2030,2.47768862847312
p111,coal,2035,2.47768862847312
p112,coal,2028,2.47768862847312
p112,coal,2030,2.47768862847312
p112,coal,2035,2.47768862847312
p113,coal,2028,2.47768862847312
p113,coal,2030,2.47768862847312
p113,coal,2035,2.47768862847312
p114,coal,2028,2.47768862847312
p114,coal,2030,2.47768862847312
p114,coal,2035,2.47768862847312
p115,coal,2028,2.69379823264502
