region,avg_base,peak_base,year,avg_growth,peak_growth,avg_targ,peak_targ
p4,556.358333333333,955,2037,1.2878574879441,1.2878574879441,716.510245563431,1229.90390098661
p4,556.358333333333,955,2038,1.30133188175028,1.30133188175028,724.006836844115,1242.77194707152
p4,556.358333333333,955,2039,1.31494725333556,1.31494725333556,731.581862287014,1255.77462693546
p4,556.358333333333,955,2040,1.32870507770018,1.32870507770018,739.236142520808,1268.91334920367
p4,556.358333333333,955,2041,1.32870507770018,1.32870507770018,739.236142520808,1268.91334920367
p4,556.358333333333,955,2042,1.32870507770018,1.32870507770018,739.236142520808,1268.91334920367
p4,556.358333333333,955,2043,1.32870507770018,1.32870507770018,739.236142520808,1268.91334920367
p4,556.358333333333,955,2044,1.32870507770018,1.32870507770018,739.236142520808,1268.91334920367
p4,556.358333333333,955,2045,1.32870507770018,1.32870507770018,739.236142520808,1268.91334920367
p4,556.358333333333,955,2046,1.32870507770018,1.32870507770018,739.236142520808,1268.91334920367
p4,556.358333333333,955,2047,1.32870507770018,1.32870507770018,739.236142520808,1268.91334920367
p4,556.358333333333,955,2048,1.32870507770018,1.32870507770018,739.236142520808,1268.91334920367
p4,556.358333333333,955,2049,1.32870507770018,1.32870507770018,739.236142520808,1268.91334920367
p4,556.358333333333,955,2050,1.32870507770018,1.32870507770018,739.236142520808,1268.91334920367
p40,1399.41407371168,2609,2023,1,1,1399.41407371168,2609
p40,1399.41407371168,2609,2024,1.02948625785728,1.02948625785728,1440.67755793824,2685.92964674964
p40,1399.41407371168,2609,2025,1.05984195511698,1.05984195511698,1483.1577479008,2765.12766090021
p40,1399.41407371168,2609,2026,1.09109272829352,1.09109272829352,1526.89051969843,2846.6609281178
p40,1399.41407371168,2609,2027,1.12326496982619,1.12326496982619,1571.91280728209,2930.59830627652
p40,1399.41407371168,2609,2028,1.15638585036853,1.15638585036853,1618.26263364677,3017.0106836115
p40,1399.41407371168,2609,2029,1.19048334173501,1.19048334173501,1665.97914294327,3105.97103858663
p40,1399.41407371168,2609,2030,1.2255862405242,1.2255862405242,1715.10263353695,3197.55450152763
p40,1399.41407371168,2609,2031,1.23399052370615,1.23399052370615,1726.86370570123,3219.48127634935
p40,1399.41407371168,2609,2032,1.24245243806368,1.24245243806368,1738.70542774369,3241.55841090813
p40,1399.41407371168,2609,2033,1.25097237879435,1.25097237879435,1750.62835270939,3263.78693627446
p40,1399.41407371168,2609,2034,1.25955074380577,1.25955074380577,1762.6330374358,3286.16789058925
p40,1399.41407371168,2609,2035,1.26818793373412,1.26818793373412,1774.72004257886,3308.70231911233
p40,1399.41407371168,2609,2036,1.27688435196291,1.27688435196291,1786.8899326391,3331.39127427122
p40,1399.41407371168,2609,2037,1.28564040464175,1.28564040464175,1799.14327598805,3354.23581571034
p40,1399.41407371168,2609,2038,1.29445650070542,1.29445650070542,1811.48064489474,3377.23701034045
p40,1399.41407371168,2609,2039,1.30333305189287,1.30333305189287,1823.90261555248,3400.39593238851
p40,1399.41407371168,2609,2040,1.31227047276652,1.31227047276652,1836.40976810574,3423.71366344784
p40,1399.41407371168,2609,2041,1.31227047276652,1.31227047276652,1836.40976810574,3423.71366344784
p40,1399.41407371168,2609,2042,1.31227047276652,1.31227047276652,1836.40976810574,3423.71366344784
p40,1399.41407371168,2609,2043,1.31227047276652,1.31227047276652,1836.40976810574,3423.71366344784
p40,1399.41407371168,2609,2044,1.31227047276652,1.31227047276652,1836.40976810574,3423.71366344784
p40,1399.41407371168,2609,2045,1.31227047276652,1.31227047276652,1836.40976810574,3423.71366344784
p40,1399.41407371168,2609,2046,1.31227047276652,1.31227047276652,1836.40976810574,3423.71366344784
p40,1399.41407371168,2609,2047,1.31227047276652,1.31227047276652,1836.40976810574,3423.71366344784
p40,1399.41407371168,2609,2048,1.31227047276652,1.31227047276652,1836.40976810574,3423.71366344784
p40,1399.41407371168,2609,2049,1.31227047276652,1.31227047276652,1836.40976810574,3423.71366344784
p40,1399.41407371168,2609,2050,1.31227047276652,1.31227047276652,1836.40976810574,3423.71366344784
p41,2195.82840834964,4094,2023,1,1,2195.82840834964,4094
p41,2195.82840834964,4094,2024,1.02948625785728,1.02948625785728,2260.57517100858,4214.7167396677
p41,2195.82840834964,4094,2025,1.05984195511698,1.05984195511698,2327.2310734067,4338.99296424893
p41,2195.82840834964,4094,2026,1.09109272829352,1.09109272829352,2395.85240893064,4466.93362963369
p41,2195.82840834964,4094,2027,1.12326496982619,1.12326496982619,2466.49713084835,4598.64678646841
p41,2195.82840834964,4094,2028,1.15638585036853,1.15638585036853,2539.22490125278,4734.24367140877
p41,2195.82840834964,4094,2029,1.19048334173501,1.19048334173501,2614.09714144874,4873.83880106311
p41,2195.82840834964,4094,2030,1.2255862405242,1.2255862405242,2691.17708382547,5017.55006870607
p41,2195.82840834964,4094,2031,1.23399052370615,1.23399052370615,2709.63144758822,5051.95720405299
p41,2195.82840834964,4094,2032,1.24245243806368,1.24245243806368,2728.21235952349,5086.60028143269
p41,2195.82840834964,4094,2033,1.25097237879435,1.25097237879435,2746.92068741736,5121.48091878407
p41,2195.82840834964,4094,2034,1.25955074380577,1.25955074380577,2765.75730500663,5156.60074514082
p41,2195.82840834964,4094,2035,1.26818793373412,1.26818793373412,2784.72309201962,5191.9614007075
p41,2195.82840834964,4094,2036,1.27688435196291,1.27688435196291,2803.81893421727,5227.56453693613
p41,2195.82840834964,4094,2037,1.28564040464175,1.28564040464175,2823.04572343449,5263.41181660334
